enst_id	length	syn_prob	syn_count	mis_prob	mis_count
ENST00000258742	423	1.016e-05	69	2.841e-05	212
ENST00000258749	575	1.933e-05	115	4.271e-05	288
ENST00000258761	419	1.307e-05	107	3.089e-05	138
ENST00000258770	631	2.391e-05	173	5.333e-05	317
ENST00000258772	547	1.823e-05	129	4.880e-05	322
ENST00000258774	280	8.110e-06	51	2.045e-05	162
ENST00000258787	1018	4.242e-05	219	1.072e-04	498
ENST00000258796	523	3.237e-05	161	5.816e-05	287
ENST00000258821	440	1.265e-05	100	3.345e-05	213
ENST00000258829	239	2.045e-05	68	3.559e-05	121
ENST00000258873	724	3.027e-05	217	6.771e-05	351
ENST00000258874	203	7.006e-06	48	1.934e-05	96
ENST00000258884	329	2.447e-05	70	4.234e-05	52
ENST00000258886	963	2.446e-05	185	6.799e-05	363
ENST00000258888	1907	7.838e-05	475	1.789e-04	1074
ENST00000258930	187	8.035e-06	47	1.666e-05	97
ENST00000258955	442	1.929e-05	112	4.650e-05	261
ENST00000258962	248	1.130e-05	59	3.300e-05	22
ENST00000258975	297	1.245e-05	77	2.728e-05	133
ENST00000258991	1134	3.719e-05	259	8.725e-05	504
ENST00000259006	127	6.781e-06	29	1.283e-05	58
ENST00000259008	1249	2.855e-05	213	8.440e-05	549
ENST00000259021	611	1.650e-05	128	5.035e-05	120
ENST00000259030	246	7.195e-06	41	1.825e-05	127
ENST00000259037	189	5.524e-06	40	1.663e-05	103
ENST00000259050	704	1.737e-05	137	4.874e-05	350
ENST00000259053	232	7.747e-06	35	1.727e-05	117
ENST00000259056	940	2.319e-05	184	6.646e-05	459
ENST00000259075	425	1.096e-05	77	2.898e-05	162
ENST00000259089	505	2.245e-05	191	4.969e-05	380
ENST00000259119	684	1.632e-05	144	4.466e-05	293
ENST00000259154	815	2.327e-05	133	6.127e-05	258
ENST00000259199	395	1.084e-05	47	2.605e-05	127
ENST00000259205	169	4.722e-06	46	1.221e-05	82
ENST00000259206	180	5.895e-06	48	1.418e-05	98
ENST00000259211	158	4.716e-06	34	1.195e-05	97
ENST00000259213	164	3.238e-06	22	1.210e-05	95
ENST00000259216	223	1.441e-05	36	2.846e-05	50
ENST00000259229	180	8.387e-06	48	1.911e-05	101
ENST00000259239	291	1.333e-05	80	3.622e-05	176
ENST00000259241	411	2.892e-05	141	5.942e-05	184
ENST00000259253	1555	4.334e-05	285	1.120e-04	694
ENST00000259254	128	5.222e-06	40	1.174e-05	105
ENST00000259271	585	2.186e-05	128	4.947e-05	247
ENST00000259324	810	4.020e-05	274	8.305e-05	303
ENST00000259335	2017	6.179e-05	377	1.673e-04	802
ENST00000259339	336	1.648e-05	79	3.238e-05	155
ENST00000259351	557	1.812e-05	112	4.376e-05	153
ENST00000259357	322	9.482e-06	80	2.237e-05	201
ENST00000259362	318	7.239e-06	79	2.027e-05	181
ENST00000259365	359	1.269e-05	91	2.957e-05	153
ENST00000259371	1132	5.571e-05	355	1.180e-04	517
ENST00000259392	143	4.807e-06	27	1.018e-05	60
ENST00000259396	201	8.462e-06	63	1.731e-05	113
ENST00000259400	302	6.750e-06	45	2.065e-05	131
ENST00000259407	418	1.132e-05	95	3.038e-05	224
ENST00000259455	941	4.257e-05	223	9.094e-05	233
ENST00000259456	484	9.866e-06	85	3.102e-05	225
ENST00000259457	277	8.358e-06	57	2.146e-05	126
ENST00000259466	311	8.461e-06	73	2.152e-05	187
ENST00000259467	301	8.408e-06	54	2.317e-05	131
ENST00000259470	334	1.087e-05	74	2.572e-05	170
ENST00000259486	915	2.637e-05	191	7.095e-05	408
ENST00000259512	251	9.134e-06	51	2.220e-05	101
ENST00000259526	357	1.261e-05	82	3.209e-05	189
ENST00000259569	1105	2.728e-05	265	7.636e-05	596
ENST00000259605	515	1.279e-05	96	4.078e-05	209
ENST00000259607	134	3.573e-06	29	1.039e-05	69
ENST00000259608	196	8.008e-06	49	1.818e-05	77
ENST00000259631	112	3.346e-06	25	7.867e-06	46
ENST00000259632	186	7.003e-06	45	1.674e-05	90
ENST00000259667	163	6.204e-06	29	1.572e-05	93
ENST00000259698	1068	3.252e-05	200	7.861e-05	408
ENST00000259708	637	2.040e-05	132	5.660e-05	329
ENST00000259711	1805	5.382e-05	374	1.396e-04	760
ENST00000259727	345	1.348e-05	91	3.067e-05	189
ENST00000259746	832	3.426e-05	239	7.658e-05	232
ENST00000259748	492	1.930e-05	146	5.005e-05	279
ENST00000259750	1321	6.407e-05	344	1.414e-04	563
ENST00000259782	476	1.240e-05	101	3.680e-05	301
ENST00000259791	130	7.906e-06	66	1.742e-05	128
ENST00000259803	436	1.371e-05	92	3.447e-05	181
ENST00000259806	444	4.030e-05	122	6.330e-05	178
ENST00000259808	671	2.138e-05	135	5.032e-05	287
ENST00000259818	445	2.487e-05	103	4.892e-05	32
ENST00000259845	136	4.965e-06	22	1.289e-05	72
ENST00000259870	325	1.101e-05	74	2.812e-05	160
ENST00000259873	258	8.218e-06	66	2.412e-05	161
ENST00000259874	156	9.979e-06	31	1.977e-05	56
ENST00000259881	152	4.723e-06	26	1.123e-05	67
ENST00000259883	809	1.925e-05	134	5.562e-05	371
ENST00000259895	462	1.673e-05	84	4.168e-05	209
ENST00000259915	360	1.485e-05	78	3.234e-05	134
ENST00000259938	112	4.356e-06	27	1.015e-05	60
ENST00000259939	303	8.716e-06	68	2.325e-05	147
ENST00000259951	442	2.106e-05	104	4.565e-05	204
ENST00000259953	262	9.225e-06	51	2.319e-05	109
ENST00000259963	413	2.351e-05	86	4.598e-05	198
ENST00000259983	152	4.383e-06	21	1.123e-05	53
ENST00000259989	223	7.452e-06	62	1.865e-05	136
ENST00000260010	784	1.979e-05	153	5.218e-05	384
ENST00000260045	761	2.017e-05	138	5.388e-05	251
ENST00000260061	662	2.773e-05	217	5.959e-05	396
ENST00000260102	296	9.145e-06	46	2.503e-05	140
ENST00000260113	258	8.135e-06	61	2.173e-05	119
ENST00000260116	278	1.148e-05	57	2.651e-05	127
ENST00000260118	318	1.008e-05	63	2.304e-05	139
ENST00000260126	848	3.357e-05	197	7.228e-05	445
ENST00000260128	871	2.697e-05	200	7.155e-05	404
ENST00000260129	853	2.072e-05	162	5.762e-05	513
ENST00000260130	298	7.269e-06	55	2.167e-05	124
ENST00000260184	1706	4.356e-05	312	1.141e-04	765
ENST00000260187	605	2.232e-05	153	5.816e-05	300
ENST00000260191	441	1.340e-05	91	3.282e-05	236
ENST00000260197	2214	8.119e-05	497	1.907e-04	1043
ENST00000260210	619	1.863e-05	132	5.549e-05	374
ENST00000260227	267	8.307e-06	73	2.092e-05	165
ENST00000260228	483	1.500e-05	127	3.718e-05	299
ENST00000260229	513	1.270e-05	110	3.725e-05	304
ENST00000260247	237	5.851e-06	38	1.618e-05	50
ENST00000260257	624	1.820e-05	142	4.635e-05	320
ENST00000260264	438	1.470e-05	100	3.494e-05	224
ENST00000260270	184	8.861e-06	28	1.968e-05	58
ENST00000260276	150	3.590e-06	23	1.117e-05	71
ENST00000260283	1191	3.091e-05	235	8.344e-05	521
ENST00000260302	471	1.376e-05	98	3.577e-05	260
ENST00000260323	2214	5.306e-05	439	1.503e-04	1088
ENST00000260324	450	1.358e-05	104	3.481e-05	226
ENST00000260327	466	1.160e-05	78	3.329e-05	147
ENST00000260356	1170	4.391e-05	258	1.037e-04	497
ENST00000260361	327	8.754e-06	56	2.528e-05	202
ENST00000260363	960	2.486e-05	164	7.620e-05	389
ENST00000260372	235	6.995e-06	51	1.643e-05	111
ENST00000260379	114	4.671e-06	28	8.977e-06	57
ENST00000260383	667	1.883e-05	139	5.123e-05	218
ENST00000260385	470	1.602e-05	105	4.120e-05	247
ENST00000260386	461	3.204e-05	92	6.326e-05	152
ENST00000260402	1185	4.759e-05	268	1.091e-04	550
ENST00000260403	643	1.943e-05	112	4.826e-05	264
ENST00000260408	748	1.769e-05	146	5.463e-05	217
ENST00000260442	204	1.339e-05	70	2.628e-05	106
ENST00000260443	163	4.331e-06	27	1.426e-05	81
ENST00000260447	84	3.280e-06	25	8.172e-06	41
ENST00000260453	495	1.001e-05	86	3.448e-05	261
ENST00000260502	825	3.038e-05	192	7.243e-05	484
ENST00000260505	887	2.005e-05	163	6.620e-05	302
ENST00000260508	454	1.047e-05	65	3.048e-05	206
ENST00000260526	1261	2.880e-05	208	8.585e-05	550
ENST00000260563	379	1.165e-05	79	3.001e-05	184
ENST00000260570	1749	5.174e-05	341	1.425e-04	858
ENST00000260585	397	1.084e-05	81	2.654e-05	124
ENST00000260599	298	1.350e-05	88	2.836e-05	182
ENST00000260600	1144	5.118e-05	345	1.121e-04	526
ENST00000260605	351	9.076e-06	60	2.425e-05	185
ENST00000260630	543	3.228e-05	174	6.494e-05	362
ENST00000260637	265	7.661e-06	50	1.907e-05	170
ENST00000260643	417	1.634e-05	92	3.790e-05	213
ENST00000260645	651	2.514e-05	181	5.812e-05	406
ENST00000260649	685	2.154e-05	187	5.446e-05	548
ENST00000260653	332	2.644e-05	117	4.720e-05	119
ENST00000260665	1394	4.017e-05	318	1.006e-04	820
ENST00000260682	490	1.211e-05	143	3.388e-05	376
ENST00000260702	756	2.765e-05	177	7.280e-05	470
ENST00000260723	506	1.769e-05	140	4.003e-05	256
ENST00000260731	1056	2.441e-05	173	6.980e-05	302
ENST00000260743	323	1.516e-05	103	3.276e-05	215
ENST00000260746	182	5.115e-06	37	1.309e-05	62
ENST00000260753	1780	3.805e-05	314	1.169e-04	875
ENST00000260762	804	1.894e-05	128	5.588e-05	296
ENST00000260803	544	1.619e-05	108	4.123e-05	250
ENST00000260810	1522	3.691e-05	280	1.070e-04	601
ENST00000260818	2243	5.418e-05	389	1.569e-04	908
ENST00000260843	358	1.052e-05	85	2.632e-05	205
ENST00000260908	570	1.373e-05	116	3.648e-05	294
ENST00000260947	777	2.255e-05	176	5.938e-05	446
ENST00000260950	375	9.614e-06	87	2.686e-05	174
ENST00000260952	643	1.438e-05	119	4.550e-05	317
ENST00000260953	209	5.331e-06	35	1.443e-05	92
ENST00000260956	408	8.994e-06	62	2.538e-05	132
ENST00000260970	754	1.609e-05	144	5.350e-05	286
ENST00000260983	1572	5.082e-05	338	1.316e-04	606
ENST00000260988	175	5.931e-06	46	1.593e-05	116
ENST00000261007	482	1.777e-05	116	4.113e-05	242
ENST00000261015	423	1.036e-05	75	2.879e-05	188
ENST00000261017	475	1.316e-05	79	3.869e-05	161
ENST00000261018	513	1.433e-05	56	4.128e-05	115
ENST00000261023	1048	2.995e-05	197	8.013e-05	484
ENST00000261024	571	1.575e-05	102	4.195e-05	211
ENST00000261037	744	2.381e-05	163	5.743e-05	339
ENST00000261038	478	1.867e-05	92	4.110e-05	185
ENST00000261047	209	5.397e-06	34	1.340e-05	114
ENST00000261058	328	7.282e-06	60	2.118e-05	166
ENST00000261070	63	3.128e-06	15	6.143e-06	31
ENST00000261167	641	1.545e-05	102	5.324e-05	205
ENST00000261168	1270	3.120e-05	245	8.883e-05	539
ENST00000261170	1073	2.937e-05	189	7.899e-05	476
ENST00000261172	322	8.257e-06	62	2.285e-05	173
ENST00000261173	1220	2.904e-05	207	8.573e-05	266
ENST00000261177	253	1.167e-05	68	2.358e-05	152
ENST00000261180	1024	3.911e-05	197	8.735e-05	349
ENST00000261182	391	8.759e-06	60	2.647e-05	120
ENST00000261183	889	2.009e-05	144	6.280e-05	262
ENST00000261187	478	1.297e-05	89	3.346e-05	248
ENST00000261191	706	1.661e-05	131	5.251e-05	222
ENST00000261195	703	1.990e-05	171	5.330e-05	365
ENST00000261200	1549	4.119e-05	306	1.118e-04	403
ENST00000261205	422	1.342e-05	93	3.098e-05	109
ENST00000261207	1030	2.792e-05	176	7.579e-05	334
ENST00000261208	657	2.216e-05	158	5.572e-05	370
ENST00000261211	523	1.239e-05	87	3.765e-05	142
ENST00000261226	477	1.970e-05	118	4.377e-05	235
ENST00000261233	596	1.760e-05	105	4.444e-05	311
ENST00000261234	443	1.460e-05	87	3.595e-05	199
ENST00000261245	309	7.017e-06	49	1.982e-05	115
ENST00000261247	311	8.773e-06	58	2.250e-05	107
ENST00000261249	509	1.186e-05	105	3.457e-05	251
ENST00000261250	552	1.283e-05	65	3.767e-05	203
ENST00000261254	289	1.252e-05	67	2.811e-05	87
ENST00000261263	225	9.081e-06	33	1.913e-05	72
ENST00000261267	148	3.542e-06	28	1.161e-05	65
ENST00000261275	539	2.927e-05	125	5.622e-05	216
ENST00000261292	500	1.874e-05	136	4.520e-05	257
ENST00000261296	350	9.804e-06	46	2.467e-05	161
ENST00000261303	440	1.232e-05	85	3.206e-05	64
ENST00000261304	685	2.447e-05	149	5.723e-05	360
ENST00000261308	646	1.680e-05	103	5.078e-05	281
ENST00000261313	187	9.583e-06	53	1.784e-05	82
ENST00000261318	205	9.099e-06	55	1.992e-05	97
ENST00000261326	888	3.107e-05	199	7.565e-05	498
ENST00000261332	368	8.931e-06	64	2.759e-05	113
ENST00000261336	1482	4.070e-05	332	1.036e-04	733
ENST00000261340	194	4.085e-06	40	1.266e-05	80
ENST00000261349	1613	4.041e-05	332	1.280e-04	650
ENST00000261366	586	2.311e-05	113	5.501e-05	225
ENST00000261367	1016	3.069e-05	212	7.366e-05	480
ENST00000261368	919	2.835e-05	197	6.730e-05	435
ENST00000261369	169	4.749e-06	25	1.262e-05	67
ENST00000261374	367	2.095e-05	121	4.413e-05	126
ENST00000261377	774	2.097e-05	152	5.332e-05	299
ENST00000261381	959	4.681e-05	268	1.026e-04	504
ENST00000261383	4116	1.329e-04	1003	3.242e-04	2232
ENST00000261396	1156	3.285e-05	237	8.544e-05	508
ENST00000261401	474	1.465e-05	107	3.827e-05	167
ENST00000261402	661	2.456e-05	170	6.411e-05	309
ENST00000261405	2813	1.141e-04	762	2.533e-04	1472
ENST00000261407	487	1.601e-05	111	3.729e-05	149
ENST00000261413	414	1.046e-05	93	2.864e-05	195
ENST00000261416	556	1.799e-05	113	4.343e-05	254
ENST00000261427	200	5.657e-06	28	1.539e-05	12
ENST00000261434	269	7.070e-06	66	2.185e-05	142
ENST00000261435	1770	4.215e-05	322	1.143e-04	828
ENST00000261438	345	1.258e-05	87	3.022e-05	147
ENST00000261439	1168	4.273e-05	287	1.003e-04	620
ENST00000261441	802	2.922e-05	166	7.423e-05	311
ENST00000261448	399	1.156e-05	86	2.874e-05	213
ENST00000261461	486	1.499e-05	75	3.655e-05	122
ENST00000261464	557	1.434e-05	97	4.044e-05	245
ENST00000261475	453	1.110e-05	90	3.019e-05	163
ENST00000261479	246	6.258e-06	53	1.753e-05	49
ENST00000261483	1144	2.957e-05	268	8.362e-05	546
ENST00000261486	686	2.023e-05	166	5.683e-05	431
ENST00000261488	643	1.962e-05	139	5.417e-05	261
ENST00000261497	525	2.334e-05	115	4.975e-05	124
ENST00000261499	204	8.672e-06	54	1.966e-05	115
ENST00000261503	1068	3.388e-05	278	8.447e-05	618
ENST00000261507	293	5.808e-06	37	1.886e-05	128
ENST00000261517	3753	8.704e-05	741	2.489e-04	1923
ENST00000261520	982	2.320e-05	190	6.569e-05	540
ENST00000261523	556	1.668e-05	118	4.424e-05	185
ENST00000261530	482	1.265e-05	112	4.053e-05	226
ENST00000261531	536	1.383e-05	89	4.438e-05	164
ENST00000261534	750	2.687e-05	168	6.582e-05	394
ENST00000261537	1006	2.768e-05	199	8.082e-05	330
ENST00000261556	707	2.192e-05	146	5.473e-05	383
ENST00000261558	490	1.162e-05	99	3.300e-05	245
ENST00000261560	570	1.241e-05	96	3.621e-05	247
ENST00000261574	1115	3.221e-05	235	8.159e-05	357
ENST00000261584	1186	3.064e-05	239	7.790e-05	566
ENST00000261588	1618	6.549e-05	435	1.464e-04	979
ENST00000261590	1118	3.220e-05	215	7.940e-05	568
ENST00000261592	638	2.191e-05	160	5.464e-05	236
ENST00000261593	245	7.269e-06	36	1.876e-05	58
ENST00000261596	896	3.074e-05	217	7.036e-05	424
ENST00000261597	642	1.579e-05	100	4.288e-05	212
ENST00000261600	657	1.715e-05	104	4.551e-05	176
ENST00000261601	494	1.278e-05	84	3.510e-05	157
ENST00000261609	4834	1.946e-04	1295	4.272e-04	2057
ENST00000261622	507	3.395e-05	217	5.518e-05	211
ENST00000261623	195	1.302e-05	70	2.393e-05	119
ENST00000261636	181	4.477e-06	26	1.326e-05	33
ENST00000261637	2785	7.531e-05	546	1.946e-04	1314
ENST00000261643	443	1.688e-05	130	3.845e-05	262
ENST00000261647	380	1.531e-05	81	3.471e-05	174
ENST00000261652	293	1.071e-05	85	2.581e-05	215
ENST00000261654	874	4.019e-05	265	7.859e-05	500
ENST00000261655	1052	5.234e-05	325	1.052e-04	557
ENST00000261658	450	1.354e-05	96	3.310e-05	237
ENST00000261667	521	1.283e-05	102	3.543e-05	103
ENST00000261681	675	1.678e-05	140	5.107e-05	287
ENST00000261692	115	6.839e-06	29	1.250e-05	32
ENST00000261693	509	2.380e-05	139	4.688e-05	217
ENST00000261700	244	6.352e-06	40	1.825e-05	108
ENST00000261708	597	1.584e-05	102	4.420e-05	280
ENST00000261712	422	1.390e-05	95	3.380e-05	119
ENST00000261714	455	1.328e-05	90	3.385e-05	169
ENST00000261716	1001	2.308e-05	167	7.938e-05	230
ENST00000261721	482	2.020e-05	84	4.430e-05	181
ENST00000261722	1088	4.506e-05	257	9.971e-05	401
ENST00000261726	1486	7.427e-05	376	1.490e-04	608
ENST00000261731	402	3.088e-05	87	5.461e-05	124
ENST00000261733	517	2.320e-05	144	5.042e-05	241
ENST00000261735	261	1.093e-05	64	2.229e-05	145
ENST00000261739	590	1.940e-05	105	4.865e-05	247
ENST00000261745	972	2.499e-05	165	7.079e-05	277
ENST00000261749	208	4.706e-06	40	1.431e-05	74
ENST00000261751	498	2.241e-05	155	4.851e-05	260
ENST00000261758	234	9.595e-06	70	2.133e-05	147
ENST00000261769	882	3.455e-05	208	7.442e-05	435
ENST00000261772	968	3.300e-05	237	8.189e-05	526
ENST00000261776	782	3.387e-05	235	6.933e-05	329
ENST00000261778	1094	3.320e-05	224	8.102e-05	530
ENST00000261783	354	9.985e-06	70	2.633e-05	169
ENST00000261789	606	1.898e-05	145	5.374e-05	258
ENST00000261796	180	6.877e-06	45	1.865e-05	103
ENST00000261797	882	4.074e-05	259	8.660e-05	344
ENST00000261799	1106	4.871e-05	338	1.066e-04	555
ENST00000261800	4349	1.394e-04	1063	3.373e-04	2310
ENST00000261811	97	2.760e-06	20	7.287e-06	41
ENST00000261813	122	3.433e-06	26	9.430e-06	45
ENST00000261819	755	2.800e-05	174	6.131e-05	282
ENST00000261835	500	2.168e-05	135	5.003e-05	149
ENST00000261837	395	1.702e-05	98	3.579e-05	159
ENST00000261839	1742	5.362e-05	348	1.375e-04	893
ENST00000261842	1137	2.931e-05	225	7.366e-05	521
ENST00000261844	1076	2.458e-05	179	7.551e-05	489
ENST00000261845	721	1.632e-05	165	4.756e-05	331
ENST00000261854	520	1.274e-05	82	3.527e-05	217
ENST00000261858	617	1.521e-05	113	4.343e-05	245
ENST00000261861	475	2.016e-05	123	4.749e-05	195
ENST00000261866	2443	6.348e-05	528	1.669e-04	1321
ENST00000261867	429	1.431e-05	78	3.344e-05	187
ENST00000261868	258	1.014e-05	35	2.115e-05	91
ENST00000261875	362	1.025e-05	52	2.932e-05	143
ENST00000261879	257	9.471e-06	62	2.082e-05	147
ENST00000261880	315	8.469e-06	70	2.155e-05	189
ENST00000261881	301	7.235e-06	57	1.932e-05	138
ENST00000261883	1184	3.607e-05	262	1.013e-04	696
ENST00000261884	581	1.513e-05	122	4.287e-05	270
ENST00000261888	323	1.401e-05	82	3.001e-05	166
ENST00000261889	557	2.009e-05	116	4.559e-05	258
ENST00000261890	216	5.675e-06	44	1.790e-05	27
ENST00000261891	370	1.411e-05	90	3.412e-05	207
ENST00000261892	1099	3.196e-05	215	8.141e-05	473
ENST00000261893	547	2.089e-05	84	4.659e-05	212
ENST00000261900	726	1.867e-05	148	5.485e-05	331
ENST00000261917	1203	6.860e-05	309	1.356e-04	484
ENST00000261918	666	3.097e-05	185	6.856e-05	289
ENST00000261921	574	4.171e-05	95	7.779e-05	217
ENST00000261937	1363	7.373e-05	448	1.466e-04	616
ENST00000261942	445	1.266e-05	88	3.823e-05	138
ENST00000261951	557	1.533e-05	114	3.940e-05	183
ENST00000261965	907	2.937e-05	186	7.476e-05	336
ENST00000261973	843	1.874e-05	161	7.261e-05	202
ENST00000261978	1821	8.642e-05	530	1.825e-04	1036
ENST00000261980	361	1.978e-05	119	3.863e-05	198
ENST00000261991	802	2.484e-05	161	6.074e-05	300
ENST00000262013	1321	3.792e-05	240	1.010e-04	462
ENST00000262018	387	1.579e-05	101	3.784e-05	209
ENST00000262027	900	2.868e-05	204	7.438e-05	420
ENST00000262030	529	1.799e-05	92	4.387e-05	150
ENST00000262031	407	1.218e-05	80	3.014e-05	177
ENST00000262032	585	1.986e-05	128	5.491e-05	224
ENST00000262033	160	3.783e-06	25	1.133e-05	46
ENST00000262039	887	2.299e-05	178	6.423e-05	311
ENST00000262041	304	1.376e-05	90	2.786e-05	181
ENST00000262043	2039	4.531e-05	388	1.368e-04	968
ENST00000262053	271	6.905e-06	51	1.996e-05	102
ENST00000262056	611	1.705e-05	137	5.739e-05	258
ENST00000262061	177	5.294e-06	37	1.317e-05	71
ENST00000262065	238	6.947e-06	43	2.060e-05	74
ENST00000262067	204	7.403e-06	56	1.633e-05	80
ENST00000262077	1475	3.778e-05	328	9.912e-05	807
ENST00000262085	671	3.757e-05	164	7.718e-05	268
ENST00000262094	218	5.699e-06	60	1.665e-05	109
ENST00000262096	367	1.044e-05	82	2.803e-05	171
ENST00000262101	451	1.257e-05	110	3.424e-05	335
ENST00000262102	1270	3.530e-05	340	8.677e-05	1068
ENST00000262103	211	4.871e-06	36	1.447e-05	101
ENST00000262105	863	2.937e-05	213	7.524e-05	483
ENST00000262109	443	1.973e-05	167	3.894e-05	386
ENST00000262113	1465	6.761e-05	581	1.388e-04	1323
ENST00000262120	223	6.045e-06	47	1.679e-05	98
ENST00000262126	2062	4.577e-05	423	1.324e-04	936
ENST00000262127	659	1.661e-05	105	5.124e-05	258
ENST00000262133	1139	3.219e-05	184	8.682e-05	509
ENST00000262134	544	1.739e-05	116	4.410e-05	188
ENST00000262138	327	1.778e-05	99	3.693e-05	137
ENST00000262139	446	1.677e-05	88	3.674e-05	188
ENST00000262144	974	3.490e-05	300	8.767e-05	483
ENST00000262146	333	8.477e-06	55	2.346e-05	150
ENST00000262150	772	1.945e-05	176	5.388e-05	447
ENST00000262158	426	2.616e-05	137	4.857e-05	154
ENST00000262160	467	1.238e-05	99	3.469e-05	87
ENST00000262177	326	1.388e-05	97	2.992e-05	140
ENST00000262178	438	2.126e-05	121	4.174e-05	221
ENST00000262186	1159	6.990e-05	338	1.405e-04	431
ENST00000262187	184	5.494e-06	35	1.359e-05	32
ENST00000262188	483	2.123e-05	109	5.005e-05	136
ENST00000262189	4911	1.261e-04	943	3.587e-04	2214
ENST00000262193	241	8.493e-06	58	1.982e-05	106
ENST00000262198	1131	3.624e-05	306	8.359e-05	603
ENST00000262207	500	1.236e-05	79	3.744e-05	244
ENST00000262209	1119	2.951e-05	229	7.862e-05	568
ENST00000262210	1221	2.967e-05	222	9.204e-05	581
ENST00000262213	374	1.017e-05	85	2.650e-05	132
ENST00000262215	1849	4.457e-05	342	1.269e-04	472
ENST00000262219	357	1.376e-05	99	3.100e-05	227
ENST00000262225	201	7.404e-06	56	1.691e-05	54
ENST00000262238	414	2.833e-05	121	4.696e-05	98
ENST00000262241	485	2.172e-05	96	4.534e-05	150
ENST00000262244	216	6.726e-06	46	1.865e-05	95
ENST00000262259	711	1.826e-05	122	4.878e-05	338
ENST00000262262	364	1.245e-05	83	2.759e-05	221
ENST00000262265	290	1.446e-05	82	2.892e-05	161
ENST00000262283	689	2.158e-05	185	5.101e-05	377
ENST00000262288	452	1.442e-05	90	3.514e-05	213
ENST00000262290	712	2.553e-05	159	6.281e-05	395
ENST00000262291	406	1.014e-05	65	2.986e-05	124
ENST00000262293	360	9.631e-06	65	2.599e-05	152
ENST00000262294	964	2.346e-05	178	7.414e-05	463
ENST00000262300	499	1.995e-05	139	4.900e-05	280
ENST00000262301	567	2.913e-05	207	5.952e-05	442
ENST00000262302	271	1.687e-05	110	2.959e-05	175
ENST00000262304	4303	2.617e-04	2186	5.013e-04	3329
ENST00000262305	756	4.851e-05	161	8.676e-05	313
ENST00000262306	161	7.683e-06	53	1.676e-05	72
ENST00000262315	975	5.462e-05	486	1.145e-04	882
ENST00000262316	855	4.218e-05	255	9.671e-05	476
ENST00000262318	901	5.163e-05	327	9.741e-05	413
ENST00000262319	837	4.495e-05	299	8.901e-05	553
ENST00000262320	862	4.343e-05	303	9.012e-05	471
ENST00000262340	533	1.410e-05	125	3.711e-05	272
ENST00000262345	862	2.221e-05	185	6.038e-05	423
ENST00000262352	524	1.776e-05	155	4.241e-05	345
ENST00000262365	330	1.437e-05	74	3.132e-05	193
ENST00000262366	524	2.613e-05	176	5.187e-05	291
ENST00000262367	2442	9.330e-05	735	2.201e-04	991
ENST00000262370	576	3.172e-05	258	6.072e-05	439
ENST00000262374	464	1.941e-05	168	4.372e-05	351
ENST00000262375	480	2.161e-05	127	4.637e-05	298
ENST00000262376	1134	3.999e-05	344	8.869e-05	684
ENST00000262384	896	2.561e-05	145	6.332e-05	370
ENST00000262394	421	1.042e-05	81	3.299e-05	223
ENST00000262395	470	1.517e-05	115	4.491e-05	172
ENST00000262406	674	2.292e-05	171	5.986e-05	367
ENST00000262407	1039	4.741e-05	239	9.972e-05	488
ENST00000262415	1220	3.508e-05	247	1.045e-04	326
ENST00000262418	911	3.726e-05	253	8.294e-05	421
ENST00000262419	1105	3.405e-05	268	9.349e-05	557
ENST00000262424	497	2.150e-05	173	4.475e-05	377
ENST00000262426	379	3.141e-05	123	5.052e-05	164
ENST00000262428	142	9.406e-06	57	1.695e-05	99
ENST00000262429	946	4.400e-05	439	8.602e-05	902
ENST00000262430	493	2.953e-05	177	5.758e-05	335
ENST00000262432	378	1.218e-05	81	3.098e-05	194
ENST00000262435	748	2.073e-05	131	5.919e-05	225
ENST00000262441	553	1.830e-05	136	4.504e-05	249
ENST00000262442	4486	1.474e-04	963	3.606e-04	2405
ENST00000262450	1954	9.161e-05	533	1.898e-04	652
ENST00000262455	406	1.039e-05	75	2.950e-05	110
ENST00000262457	1065	2.885e-05	206	7.899e-05	496
ENST00000262460	196	5.784e-06	41	1.705e-05	96
ENST00000262461	1212	4.598e-05	228	1.038e-04	416
ENST00000262462	619	1.604e-05	136	4.382e-05	330
ENST00000262464	2912	9.262e-05	645	2.390e-04	1409
ENST00000262477	862	2.292e-05	161	6.197e-05	324
ENST00000262482	350	1.166e-05	91	2.996e-05	203
ENST00000262483	974	4.737e-05	288	1.016e-04	447
ENST00000262487	464	2.261e-05	112	4.571e-05	217
ENST00000262493	354	1.654e-05	89	3.510e-05	39
ENST00000262494	354	1.677e-05	89	3.471e-05	90
ENST00000262498	193	6.323e-06	39	1.793e-05	52
ENST00000262506	350	1.094e-05	46	3.002e-05	67
ENST00000262507	318	1.169e-05	64	2.959e-05	176
ENST00000262510	1866	6.716e-05	439	1.462e-04	808
ENST00000262518	3230	1.033e-04	861	2.841e-04	1619
ENST00000262519	1707	7.775e-05	595	1.786e-04	914
ENST00000262525	869	4.546e-05	214	9.138e-05	298
ENST00000262545	638	2.727e-05	173	5.915e-05	194
ENST00000262547	752	2.165e-05	150	5.512e-05	385
ENST00000262551	298	7.643e-06	59	2.063e-05	114
ENST00000262554	473	1.359e-05	98	3.640e-05	199
ENST00000262570	227	7.218e-06	41	1.997e-05	105
ENST00000262577	948	4.193e-05	320	1.004e-04	611
