uniprot_id	struct_id	struct_source
P50238	2_77_1iml_1_A	SWISS-MODEL
P50391	63_371_2ks9_1_A	SWISS-MODEL
P50395	1_431_1lv0_1_A	SWISS-MODEL
P50406	24_338_6e67_2_A	SWISS-MODEL
P50416	166_772_1t7q_1_A	SWISS-MODEL
P50443	79_722_6rtc_1_A	SWISS-MODEL
P50452	1_374_4ga7_1_A	SWISS-MODEL
P50453	1_376_4ga7_1_A	SWISS-MODEL
P50454	37_417_3zha_3_A	SWISS-MODEL
P50502	82_242_4j8d_1_A	SWISS-MODEL
P50539	68_146_1nlw_1_C	SWISS-MODEL
P50570	6_743_5wp9_1_A	SWISS-MODEL
P50876	15_221_5tte_1_A	SWISS-MODEL
P50993	26_1020_4ret_2_A	SWISS-MODEL
P50995	191_504_6tu2_1_A	SWISS-MODEL
P51003	19_498_1q78_1_A	SWISS-MODEL
P51153	2_176_6rir_1_B	SWISS-MODEL
P51160	8_830_6mzb_1_B	SWISS-MODEL
P51172	258_709_6bqn_1_A	SWISS-MODEL
P51178	158_756_1djz_2_A	SWISS-MODEL
P51451	62_501_2h8h_1_A	SWISS-MODEL
P51460	30_129_2kqp_1_A	SWISS-MODEL
P51504	45_273_5v3j_1_C	SWISS-MODEL
P51508	327_633_5wjq_1_C	SWISS-MODEL
P51511	46_559_1ck7_1_A	SWISS-MODEL
P51512	34_532_1ck7_1_A	SWISS-MODEL
P51530	1_1053_5ean_1_A	SWISS-MODEL
P51531	508_1305_5hzr_1_A	SWISS-MODEL
P51575	13_369_5svk_1_C	SWISS-MODEL
P51582	31_320_4xnw_2_A	SWISS-MODEL
P51589	42_497_3czh_1_A	SWISS-MODEL
P51606	11_411_1fp3_1_A	SWISS-MODEL
P51677	24_320_5uiw_1_A	SWISS-MODEL
P51679	28_320_4mbs_1_A	SWISS-MODEL
P51685	24_318_5uiw_1_A	SWISS-MODEL
P51687	81_545_1sox_1_A	SWISS-MODEL
P51689	38_577_1p49_1_A	SWISS-MODEL
P51690	37_585_1p49_1_A	SWISS-MODEL
P51786	161_465_5v3m_1_C	SWISS-MODEL
P51788	88_841_6qvc_1_A	SWISS-MODEL
P51790	124_804_7jm6_1_A	SWISS-MODEL
P51795	123_802_7jm6_1_A	SWISS-MODEL
P51797	44_857_7jm6_1_A	SWISS-MODEL
P51800	36_683_5tr1_1_A	SWISS-MODEL
P51801	36_683_5tr1_1_A	SWISS-MODEL
P51805	23_1204_5l56_1_B	SWISS-MODEL
P51808	11_114_1ygt_1_B	SWISS-MODEL
P51817	43_358_4wb7_2_A	SWISS-MODEL
P51843	250_470_3f5c_1_C	SWISS-MODEL
P51854	13_595_6ha3_1_B	SWISS-MODEL
P51878	157_434_3e4c_1_A	SWISS-MODEL
P51884	36_337_5mx0_1_A	SWISS-MODEL
P51888	75_381_5yq5_1_A	SWISS-MODEL
P51957	1_312_5ceo_1_A	SWISS-MODEL
P52198	6_184_1m7b_1_A	SWISS-MODEL
P52333	511_1103_4oli_1_A	SWISS-MODEL
P52569	25_608_6f34_1_A	SWISS-MODEL
P52597	112_367_6dhs_2_A	SWISS-MODEL
P52735	2_573_6nf1_1_A	SWISS-MODEL
P52736	213_518_5v3j_2_C	SWISS-MODEL
P52737	139_443_5v3m_1_C	SWISS-MODEL
P52738	158_436_5wjq_1_C	SWISS-MODEL
P52740	139_454_5wjq_1_C	SWISS-MODEL
P52741	47_395_5wjq_1_C	SWISS-MODEL
P52742	211_489_5wjq_1_C	SWISS-MODEL
P52747	232_455_5v3j_2_C	SWISS-MODEL
P52797	28_170_4l0p_1_B	SWISS-MODEL
P52798	23_156_4l0p_1_B	SWISS-MODEL
P52848	579_879_1nst_1_A	SWISS-MODEL
P52849	578_878_1nst_1_A	SWISS-MODEL
P52907	7_276_3aa6_1_A	SWISS-MODEL
P52943	2_187_7d2t_1_B	SWISS-MODEL
P52961	36_280_1gy0_1_A	SWISS-MODEL
P53007	22_300_1okc_1_A	SWISS-MODEL
P53367	151_351_1i49_1_A	SWISS-MODEL
P53384	44_291_2ph1_1_B	SWISS-MODEL
P53567	59_125_1gtw_2_A	SWISS-MODEL
P53609	18_363_1tnu_1_B	SWISS-MODEL
P53618	16_952_5a1u_1_W	SWISS-MODEL
P53621	1_812_5a1u_1_S	SWISS-MODEL
P53672	8_197_3lwk_1_B	SWISS-MODEL
P53675	809_1474_6wcj_1_H	SWISS-MODEL
P53677	1_418_4p6z_1_C	SWISS-MODEL
P53708	40_1020_4cak_1_A	SWISS-MODEL
P53794	6_538_2xq2_1_A	SWISS-MODEL
P53805	68_158_1wey_1_A	SWISS-MODEL
P54105	18_135_1zyi_1_A	SWISS-MODEL
P54107	29_248_1wvr_1_A	SWISS-MODEL
P54277	3_341_3h4l_1_B	SWISS-MODEL
P54707	49_1039_3wgu_2_A	SWISS-MODEL
P54709	17_279_7d91_1_B	SWISS-MODEL
P54727	1_409_1oqy_1_A	SWISS-MODEL
P54750	49_454_4wzi_1_A	SWISS-MODEL
P54753	37_545_2x10_1_A	SWISS-MODEL
P54756	57_562_4m4p_1_A	SWISS-MODEL
P54760	14_529_4m4p_1_A	SWISS-MODEL
P54762	16_527_3fl7_1_A	SWISS-MODEL
P54793	29_577_1p49_1_A	SWISS-MODEL
P54803	41_685_5nxb_1_A	SWISS-MODEL
P54840	22_629_4kqm_1_A	SWISS-MODEL
P54845	132_226_2wty_1_A	SWISS-MODEL
P54920	8_293_3j96_1_H	SWISS-MODEL
P55017	135_1020_6npl_1_A	SWISS-MODEL
P55039	2_363_7nrc_34_A	SWISS-MODEL
P55056	76_119_2lse_1_A	SWISS-MODEL
P55058	18_465_1ewf_1_A	SWISS-MODEL
P55060	6_965_1wa5_1_C	SWISS-MODEL
P55083	36_255_4m7f_1_D	SWISS-MODEL
P55085	70_359_5ndd_1_A	SWISS-MODEL
P55103	30_352_5ntu_1_A	SWISS-MODEL
P55160	8_1122_4n78_1_B	SWISS-MODEL
P55209	58_352_6n2g_1_A	SWISS-MODEL
P55259	182_481_6tqk_1_A	SWISS-MODEL
P55285	54_600_7a7d_1_A	SWISS-MODEL
P55286	50_598_6vg4_1_A	SWISS-MODEL
P55287	54_604_7a7d_1_B	SWISS-MODEL
P55289	55_601_7a7d_1_A	SWISS-MODEL
P55291	46_591_7a7d_1_A	SWISS-MODEL
P55345	95_432_5ful_1_B	SWISS-MODEL
P55771	4_134_2k27_1_A	SWISS-MODEL
P55795	112_366_6dhs_2_A	SWISS-MODEL
P55895	1_350_6oet_1_B	SWISS-MODEL
P56134	9_94_6j54_1_D	SWISS-MODEL
P56181	65_108_6zk9_1_H	SWISS-MODEL
P56182	8_225_6emg_1_A	SWISS-MODEL
P56199	29_1144_5es4_1_A	SWISS-MODEL
P56202	37_363_6czs_1_A	SWISS-MODEL
P56270	185_439_5v3j_2_C	SWISS-MODEL
P56377	1_146_4p6z_1_B	SWISS-MODEL
P56378	1_52_6tt7_1_X	SWISS-MODEL
P56381	2_48_2v7q_1_I	SWISS-MODEL
P56385	2_69_6tt7_1_1	SWISS-MODEL
P56559	4_179_4y0v_1_A	SWISS-MODEL
P56597	12_204_7jtk_1_5	SWISS-MODEL
P56705	42_351_6ahy_2_B	SWISS-MODEL
P56706	37_349_6ahy_2_B	SWISS-MODEL
P56730	498_874_1z8g_1_A	SWISS-MODEL
P56746	2_186_4p79_1_A	SWISS-MODEL
P56747	5_186_6ov2_1_A	SWISS-MODEL
P56748	1_185_6akf_2_A	SWISS-MODEL
P56750	5_187_6ov2_1_A	SWISS-MODEL
P56880	5_186_6ov2_1_A	SWISS-MODEL
P56937	2_281_4iqg_1_A	SWISS-MODEL
P57052	10_123_3md3_1_A	SWISS-MODEL
P57058	56_391_4red_1_B	SWISS-MODEL
P57059	19_344_2qnj_1_B	SWISS-MODEL
P57078	453_829_5le2_1_A	SWISS-MODEL
P57082	65_251_2x6v_1_A	SWISS-MODEL
P57086	102_172_3lhr_1_A	SWISS-MODEL
P57087	34_224_1nbq_1_A	SWISS-MODEL
P57723	101_313_2anr_1_B	SWISS-MODEL
P57727	107_451_7meq_1_A	SWISS-MODEL
P57737	470_858_2aq5_1_A	SWISS-MODEL
P57739	5_186_6ov2_1_A	SWISS-MODEL
P57773	2_235_7jjp_1_A	SWISS-MODEL
P57796	123_274_3ox5_1_A	SWISS-MODEL
P58005	62_492_5dj4_1_A	SWISS-MODEL
P58166	37_350_5ntu_1_A	SWISS-MODEL
P58215	307_743_5ze3_1_A	SWISS-MODEL
P58294	20_98_1imt_1_A	SWISS-MODEL
P58317	36_335_5wjq_1_C	SWISS-MODEL
P58397	245_814_6qig_1_C	SWISS-MODEL
P58417	119_261_6pnq_1_B	SWISS-MODEL
P58499	60_234_2yoq_1_A	SWISS-MODEL
P58511	10_41_2mxb_1_A	SWISS-MODEL
P58549	9_59_2mkv_1_A	SWISS-MODEL
P58557	3_150_1oz9_1_A	SWISS-MODEL
P58658	64_291_5h4s_1_B	SWISS-MODEL
P58743	12_717_7ch1_1_A	SWISS-MODEL
P58876	28_126_3x1v_1_F	SWISS-MODEL
P59045	91_980_6npy_1_A	SWISS-MODEL
P59046	124_1060_6npy_1_A	SWISS-MODEL
P59047	724_1127_3tsr_1_B	SWISS-MODEL
P59190	2_176_6rir_1_B	SWISS-MODEL
P59282	2_170_2jrf_1_A	SWISS-MODEL
P59646	20_88_2jp3_1_A	SWISS-MODEL
P59780	1_151_4p6z_1_B	SWISS-MODEL
P59861	26_62_5ki9_1_A	SWISS-MODEL
P59901	26_420_6grs_1_B	SWISS-MODEL
P59910	1_315_6psi_1_C	SWISS-MODEL
P59923	456_813_5v3j_1_C	SWISS-MODEL
P59942	67_111_6dlm_1_B	SWISS-MODEL
P60002	8_79_1wii_1_A	SWISS-MODEL
P60321	58_123_3alr_3_A	SWISS-MODEL
P60468	61_96_2wwb_1_C	SWISS-MODEL
P60510	2_307_3fga_1_C	SWISS-MODEL
P60660	1_150_5oeo_1_A	SWISS-MODEL
P60673	2_137_2v8f_1_A	SWISS-MODEL
P60827	114_249_5h48_1_C	SWISS-MODEL
P60981	3_165_5yu8_1_H	SWISS-MODEL
P60983	6_142_1vkk_1_A	SWISS-MODEL
P61163	7_376_6f1t_1_D	SWISS-MODEL
P61225	1_167_2rap_1_A	SWISS-MODEL
P61266	2_247_3c98_1_B	SWISS-MODEL
P61289	4_249_5msj_2_A	SWISS-MODEL
P61371	13_137_3mmk_1_A	SWISS-MODEL
P61457	6_104_1dcp_1_A	SWISS-MODEL
P61601	2_187_2l2e_1_A	SWISS-MODEL
P61647	115_396_5bo6_1_A	SWISS-MODEL
P61812	21_414_5vqf_2_A	SWISS-MODEL
P61952	9_66_7o7f_1_D	SWISS-MODEL
P61978	145_460_3krm_1_A	SWISS-MODEL
P62079	8_265_6wvg_1_A	SWISS-MODEL
P62140	1_308_1s70_1_A	SWISS-MODEL
P62306	2_79_4wzj_6_E	SWISS-MODEL
P62324	9_129_3dju_1_A	SWISS-MODEL
P62380	4_185_6uep_1_A	SWISS-MODEL
P62502	18_162_2xst_1_A	SWISS-MODEL
P62633	4_90_7c4c_1_A	SWISS-MODEL
P62714	2_309_2npp_1_C	SWISS-MODEL
P62736	7_376_4efh_1_A	SWISS-MODEL
P62760	2_188_5t7c_1_A	SWISS-MODEL
P62879	3_340_7d76_1_B	SWISS-MODEL
P62955	5_208_7ocf_1_D	SWISS-MODEL
P63027	1_115_2kog_1_A	SWISS-MODEL
P63162	4_89_5yzg_1_a	SWISS-MODEL
P63215	9_70_6pcv_1_C	SWISS-MODEL
P63218	3_65_2bcj_1_C	SWISS-MODEL
P63252	43_371_3spg_1_D	SWISS-MODEL
P63267	6_375_4efh_1_A	SWISS-MODEL
P63313	2_41_1hj0_1_A	SWISS-MODEL
P68032	6_377_3ci5_1_A	SWISS-MODEL
P68133	6_377_3ci5_1_A	SWISS-MODEL
P68366	1_437_6dpv_1_E	SWISS-MODEL
P68371	1_429_3jaw_1_B	SWISS-MODEL
P68543	133_248_1s3s_1_G	SWISS-MODEL
P78316	25_856_6lqu_60_A	SWISS-MODEL
P78325	197_646_3g5c_1_A	SWISS-MODEL
P78329	46_519_6c94_1_A	SWISS-MODEL
P78333	27_475_4ywt_2_A	SWISS-MODEL
P78334	72_506_6hug_1_C	SWISS-MODEL
P78352	430_724_1kjw_1_A	SWISS-MODEL
P78369	3_186_4p79_1_A	SWISS-MODEL
P78381	38_342_6oh2_1_A	SWISS-MODEL
P78382	15_317_6oh4_1_A	SWISS-MODEL
P78396	208_464_7b5l_1_K	SWISS-MODEL
P78504	32_449_4xbm_2_A	SWISS-MODEL
P78524	693_1106_6ekk_2_A	SWISS-MODEL
P78536	220_644_3k7n_1_A	SWISS-MODEL
P78562	52_749_5jmy_1_A	SWISS-MODEL
P80162	44_114_2mgs_1_A	SWISS-MODEL
P80294	1_61_4mt2_1_A	SWISS-MODEL
P80297	1_61_4mt2_1_A	SWISS-MODEL
P80365	81_340_1bhs_1_B	SWISS-MODEL
P80370	18_247_4xbm_2_A	SWISS-MODEL
P80404	39_500_4y0h_1_A	SWISS-MODEL
P81133	2_348_4zpk_1_B	SWISS-MODEL
P83105	163_474_5tnz_1_C	SWISS-MODEL
P83111	109_541_2qmi_1_A	SWISS-MODEL
P83369	107_228_6v4x_1_G	SWISS-MODEL
P85298	218_412_1ow3_1_A	SWISS-MODEL
P98073	677_1019_7meq_1_A	SWISS-MODEL
P98077	112_307_1oy2_1_A	SWISS-MODEL
P98168	265_568_5wjq_1_C	SWISS-MODEL
P98169	268_572_5wjq_1_C	SWISS-MODEL
P98170	26_235_5yud_1_A	SWISS-MODEL
P98171	5_472_5i6r_1_B	SWISS-MODEL
P98173	56_227_5lc2_1_A	SWISS-MODEL
P98174	371_920_4gzu_1_A	SWISS-MODEL
P98179	3_86_5tbx_2_A	SWISS-MODEL
P98182	237_387_5v3g_1_C	SWISS-MODEL
P98194	23_904_5zmv_1_A	SWISS-MODEL
P98196	23_1096_7bsq_1_A	SWISS-MODEL
Q00005	20_442_3dw8_1_B	SWISS-MODEL
Q00444	136_215_2r5z_1_C	SWISS-MODEL
Q00526	1_296_1w98_1_A	SWISS-MODEL
Q00532	3_352_3q5i_1_A	SWISS-MODEL
Q00537	190_501_5g6v_1_A	SWISS-MODEL
Q00577	57_210_5fgp_1_A	SWISS-MODEL
Q00610	809_1474_6wcj_1_H	SWISS-MODEL
Q00653	461_838_5y4f_2_A	SWISS-MODEL
Q008S8	565_902_6l30_1_A	SWISS-MODEL
Q00978	215_391_5oem_1_B	SWISS-MODEL
Q00G26	164_384_1szi_1_A	SWISS-MODEL
Q01085	96_276_2mjn_1_A	SWISS-MODEL
Q01118	35_1611_6a90_1_A	SWISS-MODEL
Q01201	126_423_1nfi_1_A	SWISS-MODEL
Q01432	124_756_2a3l_1_B	SWISS-MODEL
Q01449	13_168_3u0k_1_A	SWISS-MODEL
Q01518	41_210_6rsw_1_C	SWISS-MODEL
Q01534	110_288_5day_1_A	SWISS-MODEL
Q01668	107_1603_3jbr_1_A	SWISS-MODEL
Q01718	29_294_6w25_1_A	SWISS-MODEL
Q01726	40_313_7aue_1_A	SWISS-MODEL
Q01740	2_525_7al4_2_A	SWISS-MODEL
Q01814	2_1086_6a69_1_A	SWISS-MODEL
Q01851	265_413_1hf0_1_A	SWISS-MODEL
Q01860	138_287_3l1p_1_A	SWISS-MODEL
Q01892	130_251_3mfk_1_A	SWISS-MODEL
Q01959	58_600_4xp4_1_A	SWISS-MODEL
Q01974	397_746_4xi2_1_A	SWISS-MODEL
Q01995	24_154_1ujo_1_A	SWISS-MODEL
Q02045	9_166_3ek8_1_A	SWISS-MODEL
Q02094	1_409_3hd6_1_C	SWISS-MODEL
Q02156	235_736_3pfq_1_A	SWISS-MODEL
Q02161	4_415_3hd6_1_C	SWISS-MODEL
Q02218	49_1015_2xt6_1_A	SWISS-MODEL
Q02221	13_96_2y69_1_M	SWISS-MODEL
Q02241	23_444_6wwl_1_C	SWISS-MODEL
Q02252	37_520_1t90_1_A	SWISS-MODEL
Q02318	59_529_3k9v_3_A	SWISS-MODEL
Q02325	20_96_4a5t_1_A	SWISS-MODEL
Q02386	163_524_5v3j_2_C	SWISS-MODEL
Q02410	453_837_3suz_1_A	SWISS-MODEL
Q02413	50_537_1q55_1_A	SWISS-MODEL
Q02539	39_113_7k5y_1_M	SWISS-MODEL
Q02548	13_148_2k27_1_A	SWISS-MODEL
Q02556	201_412_3dsh_1_B	SWISS-MODEL
Q02575	74_132_2ypb_1_A	SWISS-MODEL
Q02577	76_134_2ypb_1_A	SWISS-MODEL
Q02641	78_417_4zw2_1_A	SWISS-MODEL
Q02742	56_424_2gam_1_A	SWISS-MODEL
Q02779	14_363_1k9a_1_A	SWISS-MODEL
Q02809	22_727_6fxm_1_B	SWISS-MODEL
Q02928	40_509_6c94_1_A	SWISS-MODEL
Q02978	22_313_2lck_1_A	SWISS-MODEL
Q02985	18_330_5o35_1_C	SWISS-MODEL
Q03113	29_380_6eg8_2_C	SWISS-MODEL
Q03167	27_355_6mzp_2_A	SWISS-MODEL
Q03169	73_653_5b86_2_A	SWISS-MODEL
Q03252	42_297_6jlb_1_A	SWISS-MODEL
Q03403	26_129_1psp_1_A	SWISS-MODEL
Q03468	454_981_5vvr_1_M	SWISS-MODEL
Q03518	233_802_5u1d_1_A	SWISS-MODEL
Q03721	35_483_2r9r_1_B	SWISS-MODEL
Q03923	143_421_5wjq_1_C	SWISS-MODEL
Q03924	164_469_5v3j_2_C	SWISS-MODEL
Q03936	228_533_5v3j_2_C	SWISS-MODEL
Q03938	198_504_5wjq_1_C	SWISS-MODEL
Q04656	565_1415_3j09_1_A	SWISS-MODEL
Q04725	412_743_2ce9_2_A	SWISS-MODEL
Q04726	443_772_2ce9_2_A	SWISS-MODEL
Q04727	443_773_2ce9_2_A	SWISS-MODEL
Q04743	132_216_3a01_2_A	SWISS-MODEL
Q04864	9_304_1nfi_1_A	SWISS-MODEL
Q05397	35_684_2j0k_2_A	SWISS-MODEL
Q05513	246_585_5li1_1_A	SWISS-MODEL
Q05516	375_653_5v3m_1_C	SWISS-MODEL
Q05639	4_461_6ra9_1_B	SWISS-MODEL
Q05655	230_672_3pfq_1_A	SWISS-MODEL
Q05901	25_450_6usf_1_A	SWISS-MODEL
Q05932	39_582_3pyz_1_A	SWISS-MODEL
Q05D32	283_455_1ta0_1_A	SWISS-MODEL
Q06033	37_621_6fpz_1_A	SWISS-MODEL
Q06203	12_516_1ao0_1_A	SWISS-MODEL
Q06416	138_286_3l1p_1_A	SWISS-MODEL
Q06432	1_219_7jpl_1_B	SWISS-MODEL
Q06546	186_338_7n2b_1_A	SWISS-MODEL
Q06547	7_310_5jhq_1_A	SWISS-MODEL
Q06587	259_403_3ixs_1_A	SWISS-MODEL
Q06730	353_659_5wjq_1_C	SWISS-MODEL
Q06732	354_660_5wjq_1_C	SWISS-MODEL
Q07001	23_516_6uwz_1_B	SWISS-MODEL
Q07002	133_449_1jnk_1_A	SWISS-MODEL
Q07325	24_118_6ehz_1_A	SWISS-MODEL
Q07444	113_223_3cdg_1_D	SWISS-MODEL
Q075Z2	35_132_1eak_1_A	SWISS-MODEL
Q07654	36_94_1pe3_1_A	SWISS-MODEL
Q07666	98_278_4jvh_1_C	SWISS-MODEL
Q07864	29_2278_6wjv_1_A	SWISS-MODEL
Q07973	51_514_3k9v_3_A	SWISS-MODEL
Q08117	20_130_4om2_1_A	SWISS-MODEL
Q08211	128_1150_5aor_1_A	SWISS-MODEL
Q08289	92_469_4zw2_1_A	SWISS-MODEL
Q08357	8_648_6l85_1_A	SWISS-MODEL
Q08397	368_573_5ze3_2_A	SWISS-MODEL
Q08426	1_721_3zw8_1_A	SWISS-MODEL
Q08431	67_387_1sdd_1_B	SWISS-MODEL
Q08462	138_1078_6r3q_1_A	SWISS-MODEL
Q08477	46_519_6c94_1_A	SWISS-MODEL
Q08629	84_309_1nub_1_A	SWISS-MODEL
Q08708	26_132_2q87_1_A	SWISS-MODEL
Q08752	2_365_1ihg_1_A	SWISS-MODEL
Q08828	165_1056_6r3q_1_A	SWISS-MODEL
Q08830	33_308_2h43_1_C	SWISS-MODEL
Q08999	45_1024_4elj_1_A	SWISS-MODEL
Q08AG5	102_384_5v3j_2_C	SWISS-MODEL
Q08AH1	4_575_2p2b_1_A	SWISS-MODEL
Q08AN1	182_460_5wjq_1_C	SWISS-MODEL
Q08ER8	196_502_5wjq_1_C	SWISS-MODEL
Q08ET2	19_340_5lf5_1_A	SWISS-MODEL
Q08J23	153_430_5wwr_1_A	SWISS-MODEL
Q09019	21_636_5k1c_1_C	SWISS-MODEL
Q09470	32_419_5wie_1_B	SWISS-MODEL
Q0D2J5	76_363_5wjq_1_C	SWISS-MODEL
Q0D2K2	6_259_3i3n_1_B	SWISS-MODEL
Q0VAF6	39_134_3ent_1_A	SWISS-MODEL
Q0VAK6	240_560_4rwt_1_B	SWISS-MODEL
Q0VAQ4	33_66_2l6w_1_A	SWISS-MODEL
Q0VDF9	1_507_4ani_1_D	SWISS-MODEL
Q0VGE8	226_532_5wjq_1_C	SWISS-MODEL
Q0WX57	76_406_5vsb_1_A	SWISS-MODEL
Q10472	58_556_6e4r_1_A	SWISS-MODEL
Q10567	4_636_4uqi_1_B	SWISS-MODEL
Q10713	39_511_7jrg_1_L	SWISS-MODEL
Q11201	56_340_2wml_1_A	SWISS-MODEL
Q11203	86_370_6apl_3_A	SWISS-MODEL
Q11206	46_330_6apl_3_A	SWISS-MODEL
Q12788	15_791_6rxt_1_J	SWISS-MODEL
Q12798	4_166_3o77_1_A	SWISS-MODEL
Q12800	65_279_5mph_1_A	SWISS-MODEL
Q12805	171_373_6pog_1_B	SWISS-MODEL
Q12829	9_182_6rir_1_B	SWISS-MODEL
Q12837	254_404_1au7_1_C	SWISS-MODEL
Q12840	7_357_6wwg_1_D	SWISS-MODEL
Q12846	2_256_3c98_1_B	SWISS-MODEL
Q12849	251_477_6dhs_3_A	SWISS-MODEL
Q12851	13_313_5j5t_1_B	SWISS-MODEL
Q12852	117_448_7kjc_1_A	SWISS-MODEL
Q12860	329_901_4yh7_1_A	SWISS-MODEL
Q12864	239_772_7a7d_1_H	SWISS-MODEL
Q12873	455_1210_6ryr_1_K	SWISS-MODEL
Q12882	3_1018_7m31_1_A	SWISS-MODEL
Q12889	22_384_5hbf_1_A	SWISS-MODEL
Q12891	26_444_2pe4_1_A	SWISS-MODEL
Q12894	135_506_6mtc_44_A	SWISS-MODEL
Q12899	140_539_4cg4_1_A	SWISS-MODEL
Q12901	173_479_5wjq_1_C	SWISS-MODEL
Q12905	29_361_4atb_1_A	SWISS-MODEL
Q12906	6_374_4atb_1_B	SWISS-MODEL
Q12907	52_301_2dup_1_A	SWISS-MODEL
Q12908	34_310_3zux_1_A	SWISS-MODEL
Q12926	36_356_6r5k_1_E	SWISS-MODEL
Q12959	583_904_1kjw_1_A	SWISS-MODEL
Q12965	12_759_2otg_1_A	SWISS-MODEL
Q12967	63_649_5cm8_1_A	SWISS-MODEL
Q12972	3_130_2jpe_1_A	SWISS-MODEL
Q13002	34_847_7ldd_1_B	SWISS-MODEL
Q13003	33_846_7ks0_1_B	SWISS-MODEL
Q13018	35_1380_7jpu_1_A	SWISS-MODEL
Q13045	484_1261_3ffn_1_A	SWISS-MODEL
Q13075	10_1403_5yud_1_A	SWISS-MODEL
Q13087	39_495_5xf7_1_A	SWISS-MODEL
Q13103	19_135_2ch9_1_A	SWISS-MODEL
Q13105	361_637_5v3m_1_C	SWISS-MODEL
Q13106	88_380_5v3m_1_C	SWISS-MODEL
Q13151	2_179_5ho4_1_A	SWISS-MODEL
Q13156	41_175_2pi2_1_A	SWISS-MODEL
Q13163	140_438_7b3m_1_A	SWISS-MODEL
Q13177	227_522_6fd3_1_A	SWISS-MODEL
Q13183	13_573_7jsk_1_A	SWISS-MODEL
Q13206	54_516_3i5y_1_A	SWISS-MODEL
Q13228	9_472_2ece_1_A	SWISS-MODEL
Q13237	111_762_5dyk_1_A	SWISS-MODEL
Q13239	25_215_4xi2_1_A	SWISS-MODEL
Q13242	7_181_5ifm_2_B	SWISS-MODEL
Q13243	2_181_5ifm_5_A	SWISS-MODEL
Q13258	19_340_7d7m_1_A	SWISS-MODEL
Q13268	29_278_3o4r_1_A	SWISS-MODEL
Q13275	24_694_3nvq_1_A	SWISS-MODEL
Q13277	2_247_3c98_1_B	SWISS-MODEL
Q13296	22_91_1utg_1_B	SWISS-MODEL
Q13304	57_346_5vbl_1_B	SWISS-MODEL
Q13308	127_589_6iaa_1_A	SWISS-MODEL
Q13310	8_414_6r5k_1_E	SWISS-MODEL
Q13319	180_329_3o0g_1_B	SWISS-MODEL
Q13323	55_111_1ddb_1_A	SWISS-MODEL
Q13349	18_1094_5es4_1_A	SWISS-MODEL
Q13360	145_475_5wjq_1_C	SWISS-MODEL
Q13368	130_585_4wsi_1_A	SWISS-MODEL
Q13370	662_1080_7l27_2_A	SWISS-MODEL
Q13371	51_277_2trc_1_C	SWISS-MODEL
Q13398	109_448_5v3m_1_C	SWISS-MODEL
Q13402	3_860_2dfs_1_H	SWISS-MODEL
Q13410	27_237_4hh8_1_A	SWISS-MODEL
Q13423	48_1085_6qti_1_A	SWISS-MODEL
Q13424	2_270_1z87_1_A	SWISS-MODEL
Q13425	17_301_1z87_1_A	SWISS-MODEL
Q13443	209_677_5y2z_1_A	SWISS-MODEL
Q13444	209_691_5y2z_1_A	SWISS-MODEL
Q13445	31_127_5gu5_1_A	SWISS-MODEL
Q13449	38_309_5uv6_1_A	SWISS-MODEL
Q13470	107_443_4hzs_1_A	SWISS-MODEL
Q13488	3_829_6vq7_1_S	SWISS-MODEL
Q13492	20_288_3zyk_1_A	SWISS-MODEL
Q13496	33_544_1lw3_1_A	SWISS-MODEL
Q13508	28_258_1gxz_1_A	SWISS-MODEL
Q13520	16_246_5c5x_1_A	SWISS-MODEL
Q13530	30_469_6sp2_1_A	SWISS-MODEL
Q13585	25_314_6me6_1_A	SWISS-MODEL
Q13588	1_216_1gri_1_B	SWISS-MODEL
Q13591	37_533_3afc_1_A	SWISS-MODEL
Q13601	54_330_6lqq_49_A	SWISS-MODEL
Q13608	290_977_7bp8_1_A	SWISS-MODEL
Q13609	21_282_4awn_1_A	SWISS-MODEL
Q13615	32_582_1m7r_1_A	SWISS-MODEL
Q13621	176_1099_6m1y_1_A	SWISS-MODEL
Q13634	54_600_7a7d_1_A	SWISS-MODEL
Q13639	16_330_6e67_2_A	SWISS-MODEL
Q13642	37_172_1b8t_1_A	SWISS-MODEL
Q13643	36_172_6cme_1_A	SWISS-MODEL
Q13685	83_430_4wju_2_A	SWISS-MODEL
Q13698	32_1520_3jbr_1_A	SWISS-MODEL
Q13724	63_837_5mhf_1_A	SWISS-MODEL
Q13733	38_1029_3wgu_2_A	SWISS-MODEL
Q13751	20_464_4aqs_1_A	SWISS-MODEL
Q13761	58_209_4l0z_1_A	SWISS-MODEL
Q13797	30_1004_4g1e_1_A	SWISS-MODEL
Q13823	19_466_7btb_1_a	SWISS-MODEL
Q13829	26_173_6s4l_1_A	SWISS-MODEL
Q13875	12_75_2zet_2_B	SWISS-MODEL
Q13884	15_299_1z87_1_A	SWISS-MODEL
Q13885	1_426_6wvl_1_B	SWISS-MODEL
Q13886	138_241_5v3m_1_C	SWISS-MODEL
Q13905	673_1070_7kfz_1_B	SWISS-MODEL
Q13956	6_76_7jsn_1_F	SWISS-MODEL
Q14002	35_235_5vst_1_A	SWISS-MODEL
Q14003	87_550_2r9r_1_B	SWISS-MODEL
Q14028	646_1086_7lft_1_A	SWISS-MODEL
Q14088	38_219_2iez_3_A	SWISS-MODEL
Q14103	96_260_2mjn_1_A	SWISS-MODEL
