uniprot_id,iso_id,uniprot_length,source,from,to,template,qmean,qnorm,seq_id,seq_cov
P14415,,290,SWISSMODEL,18,289,7d91.1.B,-3.1083112901,0.6485477624,38.8489227295,0.934483
P14543,P14543-1,1247,SWISSMODEL,783,1245,5b4x.2.B,-7.3540523658,0.5364287628000001,31.2849159241,0.370489
P14616,,1297,SWISSMODEL,24,914,6pxv.1.A,-3.8917363839,0.6274133118,54.7077903748,0.686199
P14621,,99,SWISSMODEL,2,99,1aps.1.A,-4.3916703382,0.5515521377,94.8979568481,0.979798
P14625,,803,SWISSMODEL,49,748,5uls.1.A,-3.2900243706,0.6484656645,97.7611923218,0.870486
P14653,P14653-1,301,SWISSMODEL,147,253,6m3d.1.C,-3.1763343356,0.6206926691,34.6153831482,0.352159
P14679,P14679-1,529,SWISSMODEL,19,453,5m8l.1.A,-3.519744482,0.6481889231,43.3179740906,0.820416
P15088,,417,SWISSMODEL,21,415,3glj.1.A,-1.0604637577,0.7339905107,52.1518974304,0.944844
P15259,,253,SWISSMODEL,2,244,6h26.1.B,0.8598133958,0.7953650565,96.4426879883,0.956522
P15313,,513,SWISSMODEL,33,500,6vq6.1.E,0.39260578970000004,0.7818994313000001,88.2474212646,0.910331
P15421,,78,SWISSMODEL,47,78,1afo.1.A,-5.3415435582,0.4058062264,40.625,0.397436
P15586,P15586-1,552,SWISSMODEL,45,514,5g2v.1.A,-6.5135160987,0.5638322086,29.6912117004,0.849638
P15621,P15621-1,663,SWISSMODEL,298,631,5wjq.1.C,-6.3338481005,0.5514681869,48.3985748291,0.502262
P15622,P15622-1,560,SWISSMODEL,226,530,5v3m.1.C,-3.9185030251,0.6315972488,52.2875823975,0.542857
P15918,P15918-1,1043,SWISSMODEL,388,1010,6oet.1.C,-0.7522588376,0.7372555406,89.9038467407,0.596357
P16050,P16050-1,662,SWISSMODEL,2,662,1lox.1.A,-1.1754744236,0.7224483179000001,81.0892562866,0.996979
P16066,,1061,SWISSMODEL,32,454,1jdn.1.B,-3.1056003447,0.6549181859000001,33.2535896301,0.397738
P16109,,830,SWISSMODEL,322,633,6v06.1.A,-2.7795773617,0.6733407485,26.4214038849,0.374699
P16144,P16144-1,1822,SWISSMODEL,30,709,6mk0.1.B,-4.8033045035,0.5955198925,38.449848175,0.372667
P16157,P16157-1,1881,SWISSMODEL,10,789,4rlv.1.A,0.8068803757,0.7918058038,67.2611465454,0.414141
P16260,,332,SWISSMODEL,32,330,6gci.1.A,-3.7581820974999998,0.6340702879,27.6595745087,0.89759
P16278,P16278-1,677,SWISSMODEL,29,647,3wez.1.A,0.4469891957,0.7792141388,100.0,0.912851
P16333,P16333-1,377,SWISSMODEL,192,361,3nhn.1.A,-3.8469901903,0.6103195004,36.3636360168,0.448276
P16402,,221,SWISSMODEL,37,111,7k5y.1.M,1.1521498737,0.8729239150000001,85.388130188,0.334842
P16403,,213,SWISSMODEL,36,110,7k5y.1.M,1.1173971936,0.8706404773,88.1516571045,0.347418
P16415,P16415-1,610,SWISSMODEL,163,494,5v3m.1.C,-5.9692658721,0.5627246397,48.8599357605,0.542623
P16452,P16452-1,691,SWISSMODEL,8,687,6a8p.2.A,-2.7973276429,0.6657038534,33.8278923035,0.982634
P16499,,860,SWISSMODEL,8,827,6mzb.1.B,-2.5280188843999998,0.6751262728,93.3643798828,0.952326
P16519,P16519-1,638,SWISSMODEL,120,597,1p8j.1.A,-1.146077968,0.7351037788,53.0172424316,0.747649
P16520,P16520-1,340,SWISSMODEL,3,340,7d76.1.B,-2.4089747693,0.6916599121,83.2352905273,0.991176
P16562,P16562-1,243,SWISSMODEL,27,243,3mz8.1.A,-1.352041136,0.7253034385,50.4629631042,0.888889
P16591,P16591-1,822,SWISSMODEL,1,402,4dyl.1.A,0.7726985046,0.7979427170000001,39.7022323608,0.487835
P16870,P16870-1,476,SWISSMODEL,51,452,2nsm.1.A,-1.3104259920999999,0.7246918616,53.5714302063,0.842437
P16930,P16930-1,419,SWISSMODEL,1,416,1qqj.1.A,-0.1108246675,0.7596976693,89.2344512939,0.990453
P16949,P16949-1,149,SWISSMODEL,6,141,5jcb.1.E,3.2945458916,0.9553404496000001,70.9219894409,0.90604
P17010,P17010-1,805,SWISSMODEL,488,771,5v3m.1.C,-3.9465285898999998,0.6165227837,36.4820861816,0.351553
P17014,P17014-1,697,SWISSMODEL,238,516,5wjq.1.C,-2.7460404219,0.6642988599,50.177936554,0.398852
P17017,,642,SWISSMODEL,220,526,5wjq.1.C,-3.9790937535,0.6299174541,50.5338096619,0.476636
P17020,,682,SWISSMODEL,236,541,5v3j.2.C,-4.1694510712,0.6222779804,47.8417282104,0.447214
P17021,P17021-1,662,SWISSMODEL,215,521,5wjq.1.C,-4.4185700237,0.6137228224,51.9572944641,0.462236
P17023,P17023-1,458,SWISSMODEL,158,436,5wjq.1.C,-3.1954060074,0.6463067378,49.4661903381,0.606987
P17024,,532,SWISSMODEL,224,529,5wjq.1.C,-4.6752423098,0.6035718918,51.7857131958,0.573308
P17025,P17025-1,639,SWISSMODEL,233,537,5v3m.1.C,-4.9157198076,0.5946892304,50.8143310547,0.475743
P17026,,224,SWISSMODEL,33,199,5v3j.2.C,-2.4020411629,0.6731577022,42.5149688721,0.741071
P17027,P17027-1,643,SWISSMODEL,137,415,5wjq.1.C,-3.1658470821,0.6474902458,48.3985748291,0.432348
P17029,,563,SWISSMODEL,338,540,5v3m.1.C,-2.4184476569,0.6820663354000001,45.365852356,0.358792
P17030,P17030-1,456,SWISSMODEL,117,422,5v3j.2.C,-3.1704632753,0.6592243583,50.5376358032,0.66886
P17032,,561,SWISSMODEL,115,462,5wjq.1.C,-6.0985871437,0.5610164382,48.3985748291,0.618538
P17035,P17035-1,718,SWISSMODEL,212,490,5wjq.1.C,-3.1425229708,0.6484241185,50.177936554,0.387187
P17036,P17036-1,446,SWISSMODEL,143,419,5wjq.1.C,-3.1574869239,0.6472021706000001,46.762588501,0.618834
P17038,P17038-1,809,SWISSMODEL,285,590,5v3j.2.C,-4.3574902068,0.6153235762,53.9568328857,0.377009
P17039,P17039-1,623,SWISSMODEL,231,535,5v3j.1.C,-4.3837474857,0.614378073,56.6308250427,0.487961
P17041,,273,SWISSMODEL,75,270,5v3j.1.C,-4.1326892877,0.6150124032000001,44.8979606628,0.714286
P17097,P17097-1,686,SWISSMODEL,277,605,5v3j.2.C,-4.9901691292,0.5981394874,55.0359725952,0.478134
P17301,,1181,SWISSMODEL,30,1134,5es4.1.A,-4.6168576875,0.6020431861000001,27.5862064362,0.934801
P17302,,382,SWISSMODEL,2,233,7jjp.1.A,-2.6768054984000003,0.6699206126,52.4390258789,0.604712
P17483,,251,SWISSMODEL,132,219,6m3d.1.C,-2.4263402279,0.6441502878,39.7727279663,0.346614
P17509,P17509-1,224,SWISSMODEL,124,206,2r5z.1.C,-1.9663403713,0.6715037012,69.8795166016,0.366071
P17538,,263,SWISSMODEL,19,263,3t62.1.A,-0.1895776129,0.7695702924000001,81.6326522827,0.927757
P17600,P17600-1,705,SWISSMODEL,112,417,1pk8.1.A,0.1680938293,0.7694563087,97.1360397339,0.432624
P17658,,529,SWISSMODEL,36,469,2r9r.1.B,-5.7151254843,0.570784092,68.9804763794,0.818526
P17661,,470,SWISSMODEL,104,311,6jlb.1.C,2.5357675183,0.8821749278000001,31.4159297943,0.440426
P17858,P17858-1,780,SWISSMODEL,17,752,4u1r.1.A,-0.5210060911000001,0.7453464783,69.5238113403,0.942308
P17947,P17947-1,270,SWISSMODEL,165,270,5w3g.1.A,-0.9850176463,0.7370504462,99.056602478,0.388889
P18075,,431,SWISSMODEL,47,431,5hly.1.B,-6.0589661091,0.5515875288000001,25.2252254486,0.890951
P18084,,799,SWISSMODEL,26,722,3ije.1.B,-3.2847596679,0.6486498629,56.9141197205,0.871089
P18405,,259,SWISSMODEL,8,259,7bw1.1.A,-2.8622260805,0.658187038,48.7999992371,0.969112
P18428,,481,SWISSMODEL,26,480,4m4d.1.A,-1.6636099743,0.7152787562,69.0789489746,0.943867
P18505,P18505-1,474,SWISSMODEL,33,473,6i53.1.C,-4.8783704248,0.6080056943000001,78.2805404663,0.92827
P18545,,87,SWISSMODEL,10,80,7jsn.1.E,-2.2440743868,0.6533460708000001,97.7011489868,0.804598
P18577,P18577-1,417,SWISSMODEL,4,415,3hd6.1.C,-5.3648313234,0.5758735161,31.0679607391,0.985612
P18847,P18847-1,181,SWISSMODEL,84,149,5vpe.2.A,2.9904299022,1.0,50.7462692261,0.359116
P18859,P18859-1,108,SWISSMODEL,40,108,6tt7.1.L,-1.0106677469,0.7300498793,83.3333358765,0.62963
P19013,,520,SWISSMODEL,133,345,6jlb.1.C,-0.4459436013,0.7620727002000001,27.9620857239,0.407692
P19022,P19022-1,906,SWISSMODEL,160,709,5iry.1.A,-3.0586923489,0.6565593758,39.8510246277,0.60596
P19075,,237,SWISSMODEL,1,237,6k4j.1.A,-4.3555587896,0.5999191185,37.2093009949,0.995781
P19105,,171,SWISSMODEL,19,167,6z47.1.E,-0.49519433020000003,0.7567374057,93.630569458,0.865497
P19174,P19174-1,1290,SWISSMODEL,21,1215,6pbc.1.A,-1.4825079533,0.711706006,97.1866989136,0.925581
P19237,,187,SWISSMODEL,10,180,6kn7.1.1,-1.2069063796,0.7273870369000001,64.7058792114,0.909091
P19419,P19419-1,428,SWISSMODEL,2,168,1hbx.1.D,-2.9217659336,0.6497807234,55.1282043457,0.38785
P19823,,946,SWISSMODEL,67,646,6fpz.1.A,-1.1961321123,0.7213705119,39.378238678,0.612051
P19876,,107,SWISSMODEL,37,105,1msh.1.A,-7.3529503642,0.3922517447,85.5072479248,0.635514
P19961,P19961-1,511,SWISSMODEL,16,511,1kgx.1.A,0.31943795080000004,0.7780026946,98.5887069702,0.968689
P20073,P20073-1,488,SWISSMODEL,176,488,6tu2.1.A,0.1854031053,0.7830026865,57.5079879761,0.639344
P20265,P20265-1,443,SWISSMODEL,264,414,2xsd.1.C,-0.7790808216,0.7419776894,93.125,0.3386
P20336,,220,SWISSMODEL,16,191,2iez.2.A,-1.4738466339,0.7159651192,40.4878044128,0.795455
P20393,,614,SWISSMODEL,127,612,4nqa.1.A,-6.8311631608,0.5571249314,31.7307701111,0.789902
P20594,P20594-1,1047,SWISSMODEL,22,438,1jdn.1.B,-3.8797908909,0.6278312539,30.7692298889,0.397326
P20645,,277,SWISSMODEL,29,180,2rl7.1.A,-0.5066312145,0.7578441571000001,90.2597427368,0.545126
P20648,,1035,SWISSMODEL,41,1035,3wgu.2.A,-2.336596891,0.6818236350000001,64.1206054688,0.960386
P20700,,586,SWISSMODEL,28,283,6jlb.1.A,1.1588411068,0.8041200027000001,59.2334480286,0.435154
P20742,P20742-1,1482,SWISSMODEL,24,1474,6tav.1.A,-4.8035470184,0.5955114075,72.7459030151,0.978408
P20774,,298,SWISSMODEL,48,254,4yeb.1.B,-4.1652478794,0.6123947388000001,27.9187812805,0.691275
P20794,P20794-1,623,SWISSMODEL,3,324,3gcq.1.A,-3.2405322042,0.6585144864,36.3924064636,0.515249
P20851,P20851-1,252,SWISSMODEL,22,204,3erb.1.A,-3.1470707181,0.6470298841000001,29.1262130737,0.722222
P20853,,494,SWISSMODEL,30,494,1z11.1.A,0.30209190280000003,0.7795170871,92.9787216187,0.939271
P20916,P20916-1,626,SWISSMODEL,20,505,5lf5.1.B,-1.3955556816999999,0.7147482419000001,95.0617294312,0.77476
P20936,P20936-1,1047,SWISSMODEL,588,1028,3bxj.2.A,-6.2327092452,0.5627808342,25.287355423,0.420248
P20941,P20941-1,246,SWISSMODEL,14,230,2trc.1.C,-2.7197872759,0.6705613658,90.3225784302,0.878049
P21127,P21127-1,795,SWISSMODEL,435,779,6dmg.1.A,-3.6990435471,0.6450325326,35.1851844788,0.432704
P21128,P21128-1,410,SWISSMODEL,135,409,2c1w.3.A,-2.6355306003,0.6674670159,38.5185203552,0.668293
P21291,,193,SWISSMODEL,1,192,1b8t.1.A,-8.44270231,0.4438606739,90.0523529053,0.989637
P21452,,398,SWISSMODEL,9,347,2ks9.1.A,-6.9748713962,0.5293547183,54.1420135498,0.849246
P21462,,350,SWISSMODEL,3,321,6lw5.1.A,-3.9081158637,0.6335789558,68.6520385742,0.908571
P21506,,573,SWISSMODEL,262,568,5wjq.1.C,-4.6071622585,0.6067732281,47.686832428,0.534031
P21675,P21675-1,1872,SWISSMODEL,341,1242,7egd.1.A,-3.9238748116,0.6262888711,100.0,0.481303
P21709,P21709-1,976,SWISSMODEL,25,538,2x10.1.A,-2.8244535930000003,0.6797946977,47.0472450256,0.525615
P21754,P21754-1,424,SWISSMODEL,40,330,3nk3.1.A,-1.5462571633,0.7139674482,56.9965858459,0.683962
P21781,P21781-1,194,SWISSMODEL,63,194,1qqk.1.A,-3.5920515247,0.5894975793,95.7142868042,0.675258
P21810,,368,SWISSMODEL,61,363,2ft3.1.A,-1.9358196704,0.6958457972000001,96.6767349243,0.820652
P21817,P21817-1,5038,SWISSMODEL,11,5038,6m2w.1.A,-3.6591188188,0.6355520010000001,76.1734313965,0.997817
P21854,,359,SWISSMODEL,232,354,5j2s.1.A,-5.0308041809,0.5673726989,29.6610164642,0.339833
P21912,,280,SWISSMODEL,37,275,4ytp.1.B,-2.2264019282,0.6871127486,95.7142868042,0.85
P21918,,477,SWISSMODEL,40,376,7jvq.1.A,-4.1191956411,0.6306526503000001,63.6585350037,0.704403
P21941,,496,SWISSMODEL,37,455,4cn9.2.A,-2.9521557968,0.6686360783,28.0323448181,0.842742
P22004,,513,SWISSMODEL,72,513,5hly.1.B,-6.830302336,0.5246004619,25.8258266449,0.859649
P22059,,807,SWISSMODEL,404,807,5zm8.1.A,-2.3616850865,0.6878317126,42.1994895935,0.49938
P22079,P22079-1,712,SWISSMODEL,120,712,3py4.1.A,-2.3159982007,0.6804835462000001,85.1602020264,0.831461
P22223,P22223-1,829,SWISSMODEL,108,648,7a7d.1.H,-3.6186664826,0.6435046205,36.5853652954,0.651387
P22307,P22307-1,547,SWISSMODEL,12,408,6hrv.2.B,-0.4569158501,0.7475888307,75.4342422485,0.723949
P22459,,653,SWISSMODEL,171,572,5wie.1.B,-4.1378890559,0.6252671327,64.5030441284,0.614089
P22460,P22460-1,613,SWISSMODEL,115,527,5wie.1.B,-3.6616774392,0.6417132153,73.3502502441,0.672104
P22492,,207,SWISSMODEL,40,114,7k5y.1.M,0.327911775,0.8187670466,54.7263679504,0.357488
P22612,,351,SWISSMODEL,15,351,2jds.1.A,-0.09212517790000001,0.7731316057000001,83.1908798218,0.957265
P22674,P22674-1,350,SWISSMODEL,98,347,2jgz.1.B,-3.1067617978,0.6479690177,25.5230121613,0.711429
P22676,,271,SWISSMODEL,10,269,2f33.1.A,-4.2630743224,0.6004433408000001,59.2156867981,0.95572
P22694,P22694-1,351,SWISSMODEL,15,351,3ovv.1.A,0.4336991035,0.7917354258,92.877494812,0.957265
P22732,P22732-1,501,SWISSMODEL,7,481,4ybq.1.A,-3.715060872,0.6558419659,82.0247955322,0.946108
P22735,P22735-1,817,SWISSMODEL,104,789,1f13.1.A,-1.3120409755,0.7176702062,43.8953475952,0.838433
P22760,,399,SWISSMODEL,67,398,4wy8.1.A,-5.2669606034,0.5878658668,30.7407398224,0.829574
P22792,,545,SWISSMODEL,22,447,4u7l.1.A,-4.6906674463,0.6088556916,28.7735843658,0.779817
P22888,P22888-1,699,SWISSMODEL,30,356,4ay9.2.C,-2.9435947414,0.6695721886,45.0617294312,0.466381
P23109,P23109-1,780,SWISSMODEL,139,775,2a3l.1.B,-4.878607102,0.5928852486,47.2906417847,0.815385
P23142,P23142-1,703,SWISSMODEL,310,563,6pog.1.B,-4.7807499244,0.5811956052,36.0869560242,0.359886
P23276,,732,SWISSMODEL,79,732,3dwb.1.A,-2.0893666431,0.6904735843,31.9379844666,0.892077
P23434,,173,SWISSMODEL,49,173,3wdn.1.A,-0.0624329536,0.7807826653000001,96.8000030518,0.716763
P23468,P23468-1,1912,SWISSMODEL,22,707,4yh7.1.A,-3.7787677367,0.6313657937,92.4278869629,0.358264
P23515,,440,SWISSMODEL,29,245,2o6q.1.A,-3.1265346953,0.6542818852,29.1666660309,0.490909
P23763,P23763-1,118,SWISSMODEL,19,117,2kog.1.A,-5.3955934555,0.49765093250000003,85.8585891724,0.830508
P23786,,658,SWISSMODEL,32,658,4eyw.1.A,0.22737200500000002,0.7715302993,84.018989563,0.951368
P23975,P23975-1,617,SWISSMODEL,54,598,4xpg.1.A,-3.7633248764,0.6400868827,59.6654281616,0.881686
P24046,P24046-1,479,SWISSMODEL,82,479,4cof.1.A,-5.2574548395,0.5796303426,48.75,0.82881
P24298,,496,SWISSMODEL,19,496,3tcm.1.A,-0.6532507936,0.740719577,46.9473686218,0.961694
P24310,,79,SWISSMODEL,22,78,2y69.1.I,-1.6922794599,0.6474517039000001,82.2784805298,0.708861
P24347,,488,SWISSMODEL,44,480,1ck7.1.A,-4.2475648026,0.6278217759,39.4088668823,0.893443
P24386,P24386-1,653,SWISSMODEL,3,618,1vg9.2.A,-3.3541063477,0.6462236013,84.3894882202,0.941807
P24390,P24390-1,212,SWISSMODEL,1,212,6zxr.1.A,-2.8509677757,0.6665442981,84.4339599609,0.995283
P24539,,256,SWISSMODEL,43,251,6ziq.1.L,0.8082211061,0.8125829272,86.448600769,0.8125
P24557,P24557-1,533,SWISSMODEL,35,533,4d6z.1.A,-3.3335600565,0.6638597672000001,36.8308334351,0.934334
P24592,,240,SWISSMODEL,26,110,2dsq.1.A,-0.9430449153,0.7368040458,37.8048782349,0.35
P24844,P24844-1,172,SWISSMODEL,20,168,6z47.1.E,-0.8955897518,0.7370293738,99.4152069092,0.860465
P24903,P24903-1,491,SWISSMODEL,27,491,1z11.1.A,0.1918033822,0.7760051177,53.9614562988,0.94501
P25021,P25021-1,359,SWISSMODEL,15,306,6e67.1.A,-3.994426856,0.6180504074000001,33.5593223572,0.810585
P25089,,353,SWISSMODEL,21,317,6omm.1.A,-4.3936121298,0.6077544468,72.2222213745,0.838527
P25100,,572,SWISSMODEL,93,420,6e67.1.A,-5.91666949,0.5618170358,34.8484840393,0.571678
P25101,P25101-1,427,SWISSMODEL,76,386,6igk.1.A,-3.825590251,0.6350539185,66.6666641235,0.725995
P25106,,362,SWISSMODEL,41,331,6os1.1.A,-4.3919978648,0.6015356116,32.0689659119,0.801105
P25686,P25686-3,324,SWISSMODEL,1,215,6u3r.1.A,-2.7188785057000002,0.6702915616,62.9032249451,0.660494
P25705,P25705-1,553,SWISSMODEL,38,551,6rd4.1.Z,-1.7504807661,0.7127946622,64.4612503052,0.927667
P25800,P25800-1,156,SWISSMODEL,20,147,1rut.1.A,-2.0635590237,0.6742030884,51.1627922058,0.814103
P25874,,307,SWISSMODEL,15,305,2lck.1.A,-7.9763839495,0.45992077270000004,59.1695518494,0.944625
P26006,P26006-2,1051,SWISSMODEL,34,1000,4cak.1.A,-7.4132432543,0.5042048615,27.4576263428,0.919125
P26022,,381,SWISSMODEL,180,379,1gnh.1.A,-4.7035962974,0.5990084257,26.4248695374,0.52231
P26232,P26232-1,953,SWISSMODEL,18,890,7ktw.1.A,-2.9875249677,0.6590493391000001,26.8440151215,0.915005
P26374,,656,SWISSMODEL,3,620,1vg9.2.A,-3.280005245,0.6488162079,72.3748016357,0.940549
P26572,,445,SWISSMODEL,105,445,2am5.1.A,0.2115981761,0.7832356773,94.4281539917,0.764045
P26583,,209,SWISSMODEL,2,165,2yrq.1.A,-1.6676870616000001,0.7056783231,87.1951217651,0.779904
P26640,P26640-1,1264,SWISSMODEL,295,1261,1ivs.2.B,-3.7551493726,0.6321921394000001,40.7925415039,0.764241
P26717,,231,SWISSMODEL,111,230,3cdg.1.D,-2.3528568153,0.6575433842,95.0,0.515152
P26718,P26718-1,216,SWISSMODEL,88,215,1mpu.1.B,-2.1529040558,0.6883867869,99.2753601074,0.587963
P26992,,372,SWISSMODEL,28,310,6o4p.1.A,-2.5103233374,0.6731051353,30.5732479095,0.758065
P27105,P27105-1,288,SWISSMODEL,94,255,3bk6.1.A,-1.1734244754,0.7311481392,48.2558135986,0.559028
P27169,,355,SWISSMODEL,17,355,6h0a.1.A,-0.7617638674,0.7492630490000001,82.2535247803,0.952113
P27540,P27540-1,789,SWISSMODEL,98,464,5sy5.3.A,-3.3998814282,0.6523963175,97.9112243652,0.463878
P27635,,214,SWISSMODEL,2,214,6mte.9.A,-0.551828936,0.7578755952,99.5327072144,0.990654
P27701,P27701-1,267,SWISSMODEL,1,260,6wvg.1.A,-4.5546838708,0.5884834219,34.5794410706,0.970037
P27708,,2225,SWISSMODEL,2,1443,6w2j.1.A,-1.7807176486,0.7012724172,51.8727912903,0.64764
P28067,,261,SWISSMODEL,39,226,2bc4.1.A,-0.5731368766,0.7577802797000001,99.0147781372,0.716475
P28288,P28288-1,659,SWISSMODEL,56,651,6jbj.1.A,-5.2669684881,0.5792974845000001,27.1959457397,0.902883
P28300,,417,SWISSMODEL,207,416,5ze3.1.A,-2.0503899822,0.6977570079000001,47.5961532593,0.501199
P28330,,430,SWISSMODEL,49,427,2pg0.1.C,-0.8638957564,0.7333496525000001,47.6315803528,0.87907
P28332,P28332-1,368,SWISSMODEL,2,367,6o91.1.A,-0.9389522712,0.7307236185,65.2054824829,0.991848
P28335,P28335-1,458,SWISSMODEL,46,387,6bqh.1.A,-3.8266594609,0.6399798010000001,84.9710998535,0.744541
P28336,,390,SWISSMODEL,40,341,6k1q.1.A,-4.5365428155,0.6067898258000001,32.4590148926,0.771795
P28370,P28370-1,1054,SWISSMODEL,88,718,5jxr.1.A,-2.013202252,0.6931383801000001,56.9583930969,0.597723
P28476,P28476-1,465,SWISSMODEL,64,461,6i53.1.C,-5.0012623214,0.596337793,44.6753234863,0.853763
P28698,P28698-1,734,SWISSMODEL,354,676,5wjq.1.C,-4.4859594669,0.6142684639,45.3571434021,0.438692
P28838,P28838-1,519,SWISSMODEL,33,517,2j9a.1.F,-0.29291419500000004,0.7533268259,91.5289230347,0.932563
P29074,,926,SWISSMODEL,546,913,2b3o.1.A,-5.1460785021,0.5898031675000001,36.1031532288,0.396328
P29120,P29120-1,753,SWISSMODEL,120,595,4omc.1.A,-0.9677017066,0.7403693887,55.9395256042,0.63081
P29144,,1249,SWISSMODEL,18,1249,3lxu.1.A,-4.9338487113,0.5909524871,38.3550491333,0.985588
P29275,,332,SWISSMODEL,5,310,6ps7.1.A,-3.0551145685,0.6634903933,61.9205284119,0.918675
P29320,P29320-1,983,SWISSMODEL,26,538,4m4p.1.A,-1.8576015181,0.7094523377,62.5731010437,0.520855
P29322,P29322-1,1005,SWISSMODEL,28,536,4m4p.1.A,-3.0383799714,0.670401806,57.3673858643,0.505473
P29323,P29323-1,1055,SWISSMODEL,17,529,3fl7.1.A,-3.5813443288,0.6560712852,40.1980209351,0.485308
P29371,,465,SWISSMODEL,61,408,2ks9.1.A,-7.7380573905,0.5034117529000001,66.6666641235,0.746237
P29376,P29376-1,864,SWISSMODEL,482,796,4fob.1.A,-0.704796771,0.7503433342,73.6389694214,0.363426
P29377,,79,SWISSMODEL,5,79,4icb.1.A,1.1049773976,0.86982443,89.3333358765,0.936709
P29475,P29475-1,1434,SWISSMODEL,755,1418,1tll.1.A,-1.1149340797,0.7245664685000001,96.3609924316,0.462343
P29728,P29728-1,719,SWISSMODEL,338,700,4s3n.1.A,-0.9578239647000001,0.7403348616000001,44.1666679382,0.503477
P29803,,388,SWISSMODEL,28,388,3exe.1.A,-1.0424310729,0.7372769741,86.9806060791,0.927835
P29973,P29973-1,690,SWISSMODEL,156,605,7lft.1.A,-1.6225176010000002,0.7068074292000001,100.0,0.650725
P30039,P30039-1,288,SWISSMODEL,3,287,4dun.1.B,-2.5671031314,0.6774149852,38.1322975159,0.986111
P30049,,168,SWISSMODEL,37,167,2w6h.1.H,-0.9424443838000001,0.7332196114,91.0179672241,0.77381
P30154,P30154-1,601,SWISSMODEL,16,601,1b3u.1.A,-1.0182404339,0.7266853519,86.3481216431,0.973378
P30273,,86,SWISSMODEL,17,48,6jxr.1.B,-3.1228586623,0.39277971,35.3846168518,0.360465
P30304,P30304-1,524,SWISSMODEL,333,508,1cwr.1.A,-0.6895857024000001,0.7501183415,64.5320205688,0.333969
P30411,P30411-1,391,SWISSMODEL,6,348,5unf.1.A,-5.3756662313,0.5863488496,32.4404754639,0.87468
P30531,,599,SWISSMODEL,42,578,4xp9.1.A,-3.2332372487,0.657223427,45.7786102295,0.894825
P30532,,468,SWISSMODEL,45,452,6pv7.1.A,-3.5136667285,0.6475355865,50.6112480164,0.869658
P30536,P30536-1,169,SWISSMODEL,1,169,2n02.1.A,-4.5457817466,0.5760825224,81.6568069458,0.994083
P30550,,384,SWISSMODEL,37,339,6k1q.1.A,-3.9165658473000002,0.6297365678,32.131149292,0.786458
P30679,,374,SWISSMODEL,15,374,3sn6.1.A,-3.7091709409,0.6435178838000001,40.056022644,0.959893
P30825,,629,SWISSMODEL,23,611,5oqt.1.A,-7.6043821781,0.4919187996,41.6666679382,0.934817
P30837,,517,SWISSMODEL,24,517,3n81.1.A,0.2204492414,0.7712880896000001,73.8955841064,0.953578
P30872,,391,SWISSMODEL,57,342,4n6h.1.A,-3.115515983,0.6487852422,45.6140365601,0.7289
P30874,P30874-1,369,SWISSMODEL,43,331,4n6h.1.A,-3.1937950642,0.6459847451,40.625,0.780488
P30939,,366,SWISSMODEL,20,366,5v54.1.B,-4.0551390777,0.6337328324,47.5504341125,0.945355
P31146,,461,SWISSMODEL,8,402,2aq5.1.A,-0.36846822900000004,0.7583865033,96.766166687,0.854664
P31150,,447,SWISSMODEL,1,431,1lv0.1.A,0.7250131299,0.7960973139,98.4340057373,0.961969
P31152,,587,SWISSMODEL,6,336,5bvf.1.A,-3.0982243547,0.6655793619,42.331287384,0.562181
P31267,,233,SWISSMODEL,132,215,2r5z.1.C,-2.6682482913000003,0.6312708717000001,69.0476226807,0.356223
P31323,,418,SWISSMODEL,8,410,3j4q.1.B,-3.0543256453,0.6631928329,67.8391952515,0.961722
P31391,,388,SWISSMODEL,47,330,4n6h.1.A,-3.074664785,0.6513909955,46.8085098267,0.729381
P31512,,558,SWISSMODEL,2,530,6sem.1.A,-1.5382094457000002,0.7097571543,54.8204154968,0.946237
P31513,,532,SWISSMODEL,3,530,6se3.1.A,-0.7005926953,0.7390632058000001,82.8625259399,0.990602
P31639,P31639-1,672,SWISSMODEL,22,553,2xq2.1.A,-6.2285193132,0.5666458263,30.4609222412,0.790179
P31689,P31689-1,397,SWISSMODEL,2,351,4j80.2.A,-3.3921631459,0.6448920920000001,32.8244285583,0.879093
P31942,P31942-1,346,SWISSMODEL,17,271,6dhs.2.A,-3.316379095,0.6411817443000001,37.5,0.734104
P31944,,242,SWISSMODEL,3,242,1m72.1.A,-4.9468974646,0.6188979231,28.5106391907,0.987603
P32004,P32004-1,1257,SWISSMODEL,335,913,4pbx.1.A,-4.4317168764,0.6080649532,25.3623180389,0.459825
P32019,P32019-1,993,SWISSMODEL,324,664,4cmn.1.A,-1.8457158664,0.7101596348,59.0116271973,0.342397
P32121,P32121-1,409,SWISSMODEL,6,396,6kl7.1.A,-0.8440321806000001,0.7408312613,77.3299713135,0.953545
P32189,P32189-3,559,SWISSMODEL,10,523,2d4w.1.A,-2.0790900635,0.6908331353,51.7999992371,0.91771
P32239,P32239-1,447,SWISSMODEL,52,406,7mbx.1.E,-4.9309230914,0.605901888,50.2840919495,0.791946
P32246,,355,SWISSMODEL,20,320,5uiw.1.A,-2.8200288152,0.6704317737000001,57.057056427,0.84507
P32247,,399,SWISSMODEL,47,352,6tpj.1.A,-3.7611179586,0.6373796959,26.732673645,0.764411
