uniprot_id	n_sites	mean_d	permuted_d	p_value
P04921	1	0.00	0.00	0.0010
P05067	5	5.34	34.60	0.0010
P05305	3	8.23	28.75	0.0130
P05787	16	23.24	77.91	0.0010
P06307	6	11.95	30.15	0.0020
P06401	5	14.01	26.97	0.0170
P06850	24	26.83	29.55	0.0490
P07197	29	64.19	80.10	0.0090
P07199	120	32.45	36.02	0.0010
P07204	61	26.16	51.99	0.0010
P07814	18	43.19	52.58	0.0090
P07942	17	70.89	86.22	0.0480
P07951	47	86.11	136.65	0.0010
P08247	36	18.89	32.08	0.0010
P08603	5	57.20	49.72	0.8032
P08651	57	16.56	29.63	0.0010
P08727	10	6.90	70.94	0.0010
P08729	6	5.09	71.22	0.0010
P08833	32	12.53	33.25	0.0010
P08910	13	14.96	27.61	0.0010
P08949	6	16.28	28.45	0.0030
P09017	17	15.51	41.98	0.0010
P09067	14	7.91	40.60	0.0010
P09086	69	23.23	38.74	0.0010
P09131	30	21.66	32.10	0.0010
P09603	1	0.00	0.00	0.0010
P09683	20	17.10	36.83	0.0010
P0C091	32	37.07	73.46	0.0010
P0C1Z6	9	10.10	42.37	0.0010
P0C221	10	7.03	109.08	0.0010
P0C263	59	21.87	26.45	0.0010
P0C2S0	1	0.00	0.00	0.0010
P0C5J1	16	11.94	26.55	0.0010
P0C6A0	21	10.95	28.91	0.0010
P0C6C1	12	9.57	28.66	0.0010
P0C7M4	12	12.91	39.42	0.0010
P0C7U0	42	23.94	41.97	0.0010
P0C7U3	9	13.46	28.85	0.0010
P0C7V8	21	14.40	26.47	0.0010
P0C7W0	2	11.37	22.77	0.1758
P0C7X2	17	26.33	31.55	0.0559
P0C881	106	38.03	45.53	0.0010
P0CAP2	1	0.00	0.00	0.0010
P0CG08	140	32.44	37.12	0.0010
P0CG23	89	25.69	68.55	0.0010
P0CG32	2	2.67	17.54	0.0090
P0CG33	109	82.57	99.89	0.0010
P0CG36	87	31.86	36.07	0.0010
P0CG37	82	31.39	37.61	0.0020
P0CG41	87	98.91	121.16	0.0010
P0CI25	11	12.85	36.64	0.0010
P0CJ75	6	5.08	12.12	0.0010
P0CJ77	2	3.39	6.88	0.2388
P0CJ78	306	45.46	49.38	0.0010
P0CJ92	6	5.32	56.62	0.0010
P0CW27	106	84.91	114.50	0.0010
P0DJ93	3	12.82	27.12	0.1059
P0DJD0	431	49.55	54.05	0.0010
P0DJD1	383	44.99	53.56	0.0010
P0DM63	24	17.73	36.67	0.0010
P0DMU8	62	17.00	32.12	0.0010
P0DTW1	18	41.32	51.25	0.0150
P10242	48	26.00	41.61	0.0010
P10243	36	23.72	41.38	0.0010
P10244	27	16.24	40.02	0.0010
P10586	90	62.01	68.02	0.0180
P10645	16	14.44	41.38	0.0010
P10909	4	37.70	33.97	0.6414
P10915	1	0.00	0.00	0.0010
P10916	2	11.23	12.70	0.4625
P11047	22	24.80	83.27	0.0010
P11274	41	39.54	44.34	0.0250
P11277	10	15.82	110.09	0.0010
P11308	39	17.96	38.83	0.0010
P11912	11	53.34	55.43	0.3946
P12109	13	68.98	51.97	0.9620
P12270	16	126.14	124.63	0.5524
P12272	19	27.19	42.77	0.0010
P12524	3	20.12	30.92	0.1189
P12645	1	0.00	0.00	0.0010
P12755	115	34.25	51.56	0.0010
P12757	9	23.63	43.28	0.0130
P12980	40	44.69	50.25	0.0310
P13056	16	30.42	34.91	0.1329
P13349	7	6.20	35.69	0.0010
P13498	7	5.64	25.45	0.0010
P13688	1	0.00	0.00	0.0010
P13798	16	25.34	32.02	0.0030
P14209	1	0.00	0.00	0.0010
P14314	6	17.38	54.70	0.0030
P14316	26	13.86	43.07	0.0010
P14651	16	15.53	52.10	0.0010
P14652	7	6.55	41.67	0.0010
P14770	1	0.00	0.00	0.0010
P14921	42	15.18	29.07	0.0010
P15036	32	16.68	28.83	0.0010
P15172	24	18.67	41.42	0.0010
P15173	4	18.02	31.00	0.0480
P15336	17	24.16	50.24	0.0010
P15407	1	0.00	0.00	0.0010
P15408	25	21.90	50.48	0.0010
P15514	30	39.70	54.33	0.0040
P15863	43	29.63	42.59	0.0010
P15924	1	0.00	0.00	0.0010
P15976	54	22.26	42.47	0.0010
P16112	113	39.14	54.38	0.0010
P16220	31	19.22	40.91	0.0010
P16233	1	0.00	0.00	0.0010
P16234	55	24.19	58.55	0.0010
P16383	1	0.00	0.00	0.0010
P16989	11	43.36	44.88	0.4176
P17028	18	21.35	35.18	0.0010
P17040	1	0.00	0.00	0.0010
P17096	16	19.34	47.34	0.0010
P17152	9	11.31	24.06	0.0020
P17275	60	32.24	46.94	0.0010
P17480	166	56.67	56.28	0.6274
P17481	17	9.91	38.69	0.0010
P17482	1	0.00	0.00	0.0010
P17535	49	39.42	52.19	0.0010
P17542	29	34.29	52.79	0.0010
P17544	23	17.45	49.34	0.0010
P17676	58	32.81	42.81	0.0010
P17861	15	23.03	43.94	0.0010
P17927	144	48.90	73.75	0.0010
P17936	85	20.85	33.90	0.0010
P18065	73	19.97	38.33	0.0010
P18433	31	20.31	35.39	0.0010
P18509	17	17.33	37.11	0.0010
P18615	5	41.07	41.93	0.4795
P18627	79	18.48	46.78	0.0010
P18827	16	9.55	52.90	0.0010
P18846	2	2.70	20.31	0.0090
P18887	5	27.80	32.43	0.2148
P19021	2	21.05	19.55	0.5734
P19338	17	28.61	40.37	0.0020
P19532	72	37.27	52.15	0.0010
P19622	31	32.49	41.95	0.0030
P19838	53	30.70	48.34	0.0010
P20023	1	0.00	0.00	0.0010
P20290	3	3.53	30.67	0.0010
P20366	4	23.09	31.07	0.1259
P20719	19	12.10	42.61	0.0010
P20800	1	0.00	0.00	0.0010
P20849	1	0.00	0.00	0.0010
P20962	12	7.93	35.40	0.0010
P21145	1	0.00	0.00	0.0010
P21333	332	65.45	74.22	0.0010
P21359	72	46.75	60.84	0.0010
P22083	43	43.20	34.97	0.9990
P22415	11	7.48	42.99	0.0010
P23352	55	21.28	43.34	0.0010
P23409	2	2.68	21.40	0.0080
P23415	7	21.93	44.12	0.0110
P23416	86	37.98	46.15	0.0010
P23467	24	41.99	94.14	0.0010
P23471	5	12.28	41.76	0.0010
P23508	2	27.34	36.85	0.3646
P23582	10	24.46	27.04	0.1818
P23588	9	9.28	40.75	0.0010
P23743	26	31.88	38.63	0.0010
P23759	9	29.17	39.03	0.0360
P23760	73	24.83	40.68	0.0010
P23769	54	21.47	43.08	0.0010
P23771	27	17.23	41.52	0.0010
P23942	1	0.00	0.00	0.0010
P24043	4	25.73	50.26	0.0100
P24387	5	10.74	23.83	0.0040
P24593	70	21.04	33.75	0.0010
P24821	2	3.08	44.35	0.0040
P25067	3	4.00	34.90	0.0010
P25092	8	25.90	49.20	0.0020
P25391	2	2.63	33.96	0.0010
P25490	53	21.30	29.21	0.0010
P26045	5	10.76	30.06	0.0010
P26367	75	34.28	39.82	0.0010
P26651	6	25.62	39.12	0.0420
P27469	15	45.68	44.53	0.5814
P27539	178	32.11	33.29	0.0500
P27918	59	39.60	50.84	0.0010
P27987	40	18.18	31.98	0.0010
P28324	6	5.58	39.30	0.0010
P28356	14	30.38	43.55	0.0080
P28358	23	13.75	42.68	0.0010
P28360	20	21.16	41.86	0.0010
P28749	9	21.67	36.19	0.0010
P28906	6	36.99	34.81	0.5475
P28908	22	27.87	46.36	0.0010
P29279	31	32.26	37.74	0.0170
P29374	10	31.63	41.09	0.0250
P29536	28	16.92	40.42	0.0010
P29590	40	66.11	62.32	0.8322
P30305	19	18.53	38.30	0.0010
P30530	2	8.14	27.41	0.0749
P31249	22	22.40	49.56	0.0010
P31260	5	35.57	42.01	0.2627
P31269	4	4.76	28.47	0.0010
P31270	17	24.27	41.48	0.0010
P31273	8	11.52	32.74	0.0010
P31274	2	2.80	20.61	0.0070
P31275	1	0.00	0.00	0.0010
P31276	8	28.69	44.51	0.0350
P31277	36	31.18	44.11	0.0010
P31314	42	32.45	43.55	0.0010
P31431	5	6.52	39.84	0.0010
P31948	35	36.24	41.43	0.0090
P32242	33	18.32	46.53	0.0010
P32418	28	26.83	52.06	0.0010
P32971	4	4.68	22.40	0.0010
P33121	4	7.48	27.43	0.0010
P33240	67	27.82	45.20	0.0010
P33897	138	45.20	49.37	0.0030
P33981	1	0.00	0.00	0.0010
P34741	10	10.12	43.70	0.0010
P34810	4	4.51	26.22	0.0010
P35232	20	42.12	51.60	0.0849
P35269	3	20.96	31.33	0.1489
P35318	11	24.54	46.24	0.0020
P35453	11	9.12	37.41	0.0010
P35527	2	2.73	40.47	0.0050
P35548	5	19.17	34.97	0.0130
P35555	36	64.89	73.92	0.0200
P35556	20	41.68	78.53	0.0010
P35711	49	23.37	45.92	0.0010
P35712	19	19.22	52.71	0.0010
P35713	51	37.53	45.34	0.0080
P35716	66	22.90	42.04	0.0010
P35968	25	18.41	71.27	0.0010
P36021	130	21.93	33.43	0.0010
P36402	28	25.29	42.73	0.0010
P36915	27	20.66	30.25	0.0010
P36956	49	35.01	46.35	0.0010
P37287	90	24.22	29.76	0.0010
P38159	28	14.44	43.71	0.0010
P38432	9	11.62	36.85	0.0010
P38435	8	15.23	34.64	0.0010
P38936	10	30.31	34.70	0.1618
P39086	1	0.00	0.00	0.0010
P39880	131	59.27	99.82	0.0010
P40222	11	84.72	132.04	0.0180
P40238	10	25.14	53.22	0.0020
P40424	91	34.95	49.10	0.0010
P40425	21	16.28	49.46	0.0010
P40426	31	43.87	52.06	0.0230
P40818	6	20.86	39.01	0.0040
P41002	5	5.45	27.51	0.0010
P41161	32	12.26	43.02	0.0010
P41162	4	22.06	31.97	0.1508
P41182	57	25.47	35.82	0.0010
P41212	43	15.38	31.22	0.0010
P41225	94	31.25	48.49	0.0010
P41247	6	5.37	18.70	0.0010
P41440	15	21.82	29.21	0.0070
P41597	2	3.66	13.95	0.0210
P41732	42	19.83	31.14	0.0010
P42127	13	8.26	30.67	0.0010
P42166	2	4.08	21.07	0.0270
P42261	85	56.14	59.77	0.1219
P42568	53	16.95	37.75	0.0010
P42694	47	36.72	48.97	0.0010
P42695	10	28.00	52.25	0.0010
P42768	60	29.42	43.03	0.0010
P43026	9	31.72	32.13	0.4715
P43243	21	32.16	39.83	0.0030
P43307	11	9.82	47.71	0.0010
P43308	3	4.48	25.85	0.0020
P43694	32	22.32	40.74	0.0010
P43699	34	23.75	41.54	0.0010
P46019	109	26.25	42.29	0.0010
P46020	66	32.46	41.81	0.0010
P46093	61	25.34	26.70	0.1029
P46100	272	37.01	50.75	0.0010
P46695	9	36.54	46.35	0.0639
P46937	27	31.91	43.30	0.0020
P46939	5	61.01	63.51	0.4256
P46940	20	28.96	69.64	0.0010
P47710	1	0.00	0.00	0.0010
P47902	23	33.79	44.56	0.0070
P47974	30	29.37	44.26	0.0010
P48230	1	0.00	0.00	0.0010
P48378	61	28.03	34.98	0.0010
P48380	102	30.74	35.49	0.0010
P48431	66	19.42	42.20	0.0010
P48436	64	22.03	50.63	0.0010
P48507	41	18.95	24.61	0.0010
P48553	11	23.61	61.23	0.0010
P48651	27	17.48	30.34	0.0010
P48668	1	0.00	0.00	0.0010
P48739	64	18.79	24.25	0.0010
P48745	10	11.93	38.74	0.0010
P48960	14	22.73	69.69	0.0010
P49006	1	0.00	0.00	0.0010
P49023	5	5.56	45.19	0.0010
P49321	13	8.64	35.15	0.0010
P49418	16	23.44	38.43	0.0010
P49593	16	13.49	26.92	0.0010
P49640	24	18.46	45.72	0.0010
P49715	68	36.49	45.12	0.0010
P49716	53	27.68	44.47	0.0010
P49754	13	63.03	64.06	0.3766
P49756	120	57.95	61.58	0.0869
P49757	6	8.90	35.02	0.0010
P49796	14	14.31	36.62	0.0010
P49842	11	17.46	23.60	0.0150
P49918	93	43.27	48.91	0.0010
P50219	44	25.64	47.61	0.0010
P50222	7	15.26	43.35	0.0010
P50402	21	9.63	45.70	0.0010
P50458	94	31.20	38.02	0.0010
P50479	17	19.41	36.71	0.0010
P50548	21	18.95	41.31	0.0010
P50549	18	9.78	44.87	0.0010
P50552	9	23.06	35.54	0.0240
P50553	58	26.87	48.36	0.0010
P50748	5	12.73	61.10	0.0010
P51114	57	61.15	57.41	0.9091
P51116	92	49.44	56.04	0.0010
P51397	10	31.72	33.49	0.3277
P51513	17	11.22	31.57	0.0010
P51522	1	0.00	0.00	0.0010
P51571	17	31.72	33.88	0.3267
P51608	23	11.63	53.85	0.0010
P51654	15	27.66	39.19	0.0110
P51674	15	36.54	35.21	0.6094
P51784	253	50.04	52.70	0.0150
P51810	92	21.47	27.52	0.0010
P51811	75	22.13	29.61	0.0010
P51815	1	0.00	0.00	0.0010
P51841	19	24.02	60.59	0.0010
P52179	3	5.57	38.00	0.0010
P52272	51	27.88	36.32	0.0010
P52429	12	26.71	33.66	0.0410
P52594	46	17.13	35.59	0.0010
P52655	2	10.66	19.36	0.1938
P52732	54	50.44	83.97	0.0010
P52739	9	20.85	29.96	0.0050
P52756	59	41.12	48.87	0.0010
P52823	2	2.41	16.23	0.0030
P52824	26	22.48	39.76	0.0010
P52926	9	10.59	50.10	0.0010
P52945	32	36.38	46.15	0.0050
P52948	127	28.60	58.10	0.0010
P52951	34	36.41	48.74	0.0010
P52952	33	22.32	42.10	0.0010
P52954	52	26.05	42.95	0.0010
P53355	12	35.02	48.70	0.0060
P53539	41	23.67	46.89	0.0010
P53701	55	16.02	23.98	0.0010
P53801	8	14.46	43.42	0.0020
P53804	3	33.68	39.85	0.3077
P53814	15	26.07	45.50	0.0010
P54198	100	26.25	42.94	0.0010
P54257	1	0.00	0.00	0.0010
P54821	15	10.15	36.22	0.0010
P54826	90	33.36	44.91	0.0010
P54852	1	0.00	0.00	0.0010
P55001	1	0.00	0.00	0.0010
P55061	1	0.00	0.00	0.0010
P55081	35	69.25	62.79	0.9121
P55082	3	4.06	28.67	0.0010
P55089	27	29.45	29.05	0.6054
P55196	60	40.00	52.60	0.0010
P55199	24	28.87	41.25	0.0010
P55201	125	37.62	56.49	0.0010
P55268	13	61.97	69.06	0.1189
P55316	105	29.13	47.30	0.0010
P55317	24	16.58	42.46	0.0010
P55318	1	0.00	0.00	0.0010
P55347	11	9.92	30.84	0.0010
P56177	39	16.03	43.45	0.0010
P56211	2	2.81	18.70	0.0130
P56645	1	0.00	0.00	0.0010
P56693	69	18.62	40.07	0.0010
P56856	6	6.32	24.81	0.0010
P56915	29	25.58	37.37	0.0010
P56945	9	7.71	36.32	0.0010
P57054	2	3.32	20.05	0.0270
P57055	26	30.71	42.24	0.0010
P57057	3	5.47	19.05	0.0010
P57071	32	36.42	47.06	0.0010
P57073	57	19.91	40.62	0.0010
P57679	24	15.38	48.78	0.0010
P57682	17	13.05	28.81	0.0010
P57740	5	5.31	44.91	0.0010
P58170	1	0.00	0.00	0.0010
P58304	2	3.97	22.82	0.0270
P58872	2	4.04	16.01	0.0370
P59044	215	38.91	49.90	0.0010
P59510	8	40.64	52.90	0.0599
P59538	2	2.51	14.60	0.0030
P59540	1	0.00	0.00	0.0010
P59773	2	2.70	19.35	0.0050
P59817	1	0.00	0.00	0.0010
P59826	2	7.89	20.83	0.1229
P59827	1	0.00	0.00	0.0010
P60508	1	0.00	0.00	0.0010
P60602	14	14.67	17.07	0.0829
P60606	42	38.08	38.37	0.4366
P60893	4	31.34	27.10	0.6733
P61009	47	31.46	28.54	0.9381
P61129	3	12.88	34.71	0.0100
P61236	22	13.06	17.82	0.0010
P61278	6	13.30	29.13	0.0070
P61296	39	21.39	37.14	0.0010
P61758	18	11.85	33.35	0.0010
P61764	151	23.38	33.40	0.0010
P61962	199	21.65	25.26	0.0010
P62304	13	9.58	21.10	0.0010
P62308	5	10.61	13.10	0.1568
P62316	29	15.69	23.38	0.0010
P62318	22	24.09	31.54	0.0599
P62699	59	16.48	19.82	0.0010
P62952	4	5.37	13.41	0.0010
P62995	43	14.85	28.64	0.0010
P67809	21	20.58	38.34	0.0010
P67812	19	24.80	26.81	0.2028
P68106	10	8.75	15.79	0.0010
P69905	46	16.78	18.98	0.0010
P78314	22	18.52	34.59	0.0010
P78337	43	21.87	48.56	0.0010
P78357	55	41.00	56.05	0.0010
P78367	28	13.58	39.67	0.0010
P78383	3	3.59	17.49	0.0010
P78411	25	17.44	52.68	0.0010
P78413	12	11.37	46.79	0.0010
P78414	25	28.51	49.97	0.0010
P78415	19	24.25	50.11	0.0010
P78426	38	26.50	53.42	0.0010
P78509	17	41.56	56.70	0.0040
P78539	5	51.51	54.11	0.3936
P78545	28	15.24	30.71	0.0010
P80192	27	21.36	43.21	0.0010
P80303	3	6.38	27.33	0.0040
P81877	27	17.10	35.46	0.0010
P82094	6	5.17	112.04	0.0010
P82909	3	4.82	26.74	0.0060
P82979	4	4.44	29.54	0.0010
P83436	3	4.94	40.05	0.0010
P84101	21	24.30	26.59	0.1209
P84157	37	31.67	36.98	0.0250
P84550	96	26.87	44.79	0.0010
P85037	92	31.60	40.22	0.0010
P85299	23	12.15	36.17	0.0010
P86452	17	35.40	36.34	0.3846
P86790	30	27.97	31.37	0.0310
P86791	19	22.27	30.79	0.0010
P98095	3	26.97	51.94	0.1279
P98153	2	2.53	24.43	0.0010
P98175	191	43.12	46.82	0.0010
P98177	40	18.34	45.61	0.0010
Q00056	14	28.44	45.74	0.0020
Q00325	9	14.65	25.06	0.0020
Q00613	9	11.31	43.92	0.0010
Q00765	2	2.67	15.55	0.0060
Q00872	12	36.27	90.18	0.0010
Q00973	52	42.47	40.24	0.8511
Q00987	50	26.72	36.94	0.0010
Q00994	4	36.83	34.86	0.5634
Q01082	158	108.61	111.68	0.2288
Q01094	26	31.41	49.29	0.0010
Q01101	66	44.23	48.02	0.0729
Q01167	84	21.66	35.13	0.0010
Q01459	4	4.91	21.99	0.0010
Q01538	28	22.12	52.05	0.0010
Q01543	43	14.36	37.62	0.0010
Q01664	24	18.35	52.58	0.0010
Q01826	67	33.64	40.62	0.0010
Q01831	4	9.13	37.00	0.0010
Q01954	10	20.61	38.31	0.0010
Q01973	8	23.36	37.47	0.0120
Q02040	29	75.14	96.95	0.0549
Q02080	10	32.38	44.66	0.0599
Q02224	59	20.61	80.86	0.0010
Q02509	1	0.00	0.00	0.0010
Q02818	9	18.35	37.64	0.0010
Q02846	112	37.88	59.04	0.0010
Q02930	12	9.37	46.05	0.0010
Q02962	39	25.60	39.23	0.0010
Q03014	27	36.53	46.57	0.0050
Q03052	97	26.64	36.01	0.0010
Q03060	15	12.94	42.03	0.0010
Q03111	74	22.34	42.53	0.0010
Q03112	39	28.14	45.40	0.0010
Q03135	1	0.00	0.00	0.0010
Q03828	40	24.01	38.78	0.0010
Q03933	15	13.93	41.45	0.0010
Q03989	50	13.81	52.23	0.0010
Q04323	7	31.01	48.00	0.0260
Q04637	94	33.18	51.60	0.0010
Q04721	49	40.93	70.24	0.0010
Q04900	4	17.08	27.01	0.0739
Q04941	6	10.03	20.93	0.0030
Q05469	41	17.78	32.58	0.0010
Q05519	14	10.62	44.27	0.0010
Q05682	25	46.25	67.00	0.0020
Q05707	5	58.62	51.48	0.7323
Q05925	36	31.46	41.15	0.0010
Q05996	1	0.00	0.00	0.0010
Q05BV3	75	43.61	56.15	0.0010
Q05DH4	3	16.14	29.31	0.0769
Q06413	36	26.30	48.08	0.0010
Q06418	8	36.12	46.98	0.0919
Q06455	15	25.91	45.77	0.0010
Q06481	1	0.00	0.00	0.0010
Q06495	5	5.17	26.28	0.0010
Q06710	5	23.70	33.58	0.1479
Q06787	63	63.43	59.13	0.9500
Q06889	80	21.01	34.64	0.0010
Q07065	20	83.60	120.92	0.0270
Q07157	12	32.92	40.49	0.0320
Q07283	43	90.31	103.89	0.0330
Q07352	52	19.43	46.16	0.0010
Q07507	1	0.00	0.00	0.0010
Q07617	15	11.75	48.61	0.0010
Q07687	32	16.56	47.27	0.0010
Q08170	67	21.51	39.84	0.0010
Q08378	7	6.43	117.15	0.0010
Q08495	4	22.03	35.33	0.0579
Q08AD1	9	42.59	44.35	0.3656
Q08AE8	52	19.48	44.19	0.0010
Q08AF8	23	53.59	54.02	0.4805
Q08AM6	24	45.42	52.09	0.0649
Q09327	158	25.06	31.24	0.0010
Q09428	62	38.17	52.95	0.0010
Q09472	140	48.35	46.94	0.8941
Q0D2I5	15	19.15	62.39	0.0010
Q0GE19	4	12.76	19.67	0.0410
Q0IIM8	9	39.08	40.81	0.3736
Q0P651	16	13.37	25.18	0.0010
Q0P6D2	31	29.12	31.45	0.1469
Q0P6H9	13	17.92	35.54	0.0010
Q0VAA2	2	3.02	16.67	0.0140
Q0VAM2	1	0.00	0.00	0.0010
Q0VDE8	2	2.82	16.84	0.0210
Q0VG99	38	19.65	44.07	0.0010
Q10586	57	41.24	43.56	0.1149
Q10587	32	43.26	44.02	0.4026
Q11130	1	0.00	0.00	0.0010
Q12765	6	6.01	22.60	0.0010
Q12767	24	29.34	47.30	0.0010
Q12768	3	29.52	36.41	0.2957
Q12769	8	33.71	62.09	0.0130
Q12772	4	41.87	36.57	0.6823
Q12789	112	48.58	57.43	0.0010
Q12796	11	34.71	50.15	0.0030
Q12816	23	32.88	61.56	0.0010
Q12841	21	12.78	41.67	0.0010
Q12857	56	18.78	29.58	0.0010
Q12866	3	6.11	36.37	0.0020
Q12870	92	34.80	39.17	0.0020
Q12872	14	42.91	52.05	0.0130
Q12887	4	5.62	20.24	0.0010
Q12893	19	22.08	29.71	0.0180
Q12913	1	0.00	0.00	0.0010
Q12923	3	23.84	35.43	0.1299
Q12929	1	0.00	0.00	0.0010
Q12934	86	38.66	72.97	0.0010
Q12946	49	16.15	42.75	0.0010
Q12951	14	9.94	40.34	0.0010
Q12952	23	15.15	42.81	0.0010
Q12979	74	37.17	40.60	0.0110
Q12981	1	0.00	0.00	0.0010
Q12983	25	40.58	45.26	0.1009
Q12986	7	21.13	67.73	0.0010
Q13009	26	41.19	52.70	0.0010
Q13017	14	68.47	67.72	0.5135
Q13021	76	20.04	23.19	0.0010
Q13057	5	15.61	29.92	0.0100
Q13094	10	24.03	41.08	0.0160
Q13099	1	0.00	0.00	0.0010
Q13111	31	45.79	67.31	0.0010
Q13112	23	17.52	27.36	0.0010
Q13117	243	31.12	34.89	0.0010
Q13123	37	41.84	59.91	0.0010
Q13129	54	43.45	56.23	0.0010
Q13136	7	16.66	55.12	0.0010
Q13190	3	13.78	29.89	0.0779
Q13202	55	23.26	36.01	0.0010
Q13203	1	0.00	0.00	0.0010
Q13207	34	22.14	31.30	0.0040
Q13219	36	44.34	52.64	0.0030
Q13233	18	23.14	42.01	0.0010
Q13247	64	23.70	43.11	0.0010
Q13261	18	12.90	42.86	0.0010
Q13263	63	61.32	63.84	0.2278
Q13286	2	2.82	13.10	0.0120
Q13291	1	0.00	0.00	0.0010
Q13332	199	54.54	67.85	0.0010
Q13342	1	0.00	0.00	0.0010
Q13351	21	16.58	34.79	0.0010
Q13395	149	21.46	59.42	0.0010
Q13422	74	27.93	33.43	0.0010
Q13433	4	11.88	30.71	0.0110
Q13435	50	41.08	57.17	0.0010
Q13438	2	11.02	22.00	0.1568
Q13442	5	4.92	39.43	0.0010
Q13461	69	41.65	43.95	0.1718
Q13464	97	55.17	75.55	0.0010
Q13469	17	10.62	36.69	0.0010
Q13474	46	44.38	63.37	0.0010
Q13480	13	10.12	42.07	0.0010
Q13487	13	12.97	34.59	0.0010
Q13491	23	18.22	34.32	0.0010
Q13501	30	12.78	39.39	0.0010
Q13505	17	23.43	28.13	0.1219
Q13506	4	17.85	28.54	0.0859
Q13516	52	26.51	41.35	0.0010
Q13519	5	6.66	29.35	0.0010
Q13522	17	15.42	39.87	0.0010
Q13541	10	10.84	23.64	0.0010
Q13561	11	38.43	52.08	0.0170
Q13562	11	9.45	42.91	0.0010
Q13574	148	28.28	38.85	0.0010
Q13576	4	35.31	50.60	0.1359
Q13586	12	96.83	98.59	0.3636
Q13595	9	11.24	28.30	0.0020
Q13610	15	19.58	29.94	0.0010
Q13635	20	34.36	47.25	0.0030
Q13671	2	9.75	18.89	0.1508
Q13683	4	67.56	50.41	0.8821
Q13702	3	19.47	19.57	0.4965
Q13753	1	0.00	0.00	0.0010
Q13813	200	68.19	96.74	0.0010
Q13873	21	11.92	39.25	0.0010
Q13939	2	15.17	19.53	0.3836
Q13950	40	15.98	38.25	0.0010
Q13972	69	42.93	53.73	0.0010
Q14005	1	0.00	0.00	0.0010
Q14008	20	44.20	57.53	0.0020
Q14055	10	67.48	66.16	0.5554
Q14094	4	19.61	19.02	0.5614
Q14106	1	0.00	0.00	0.0010
Q14112	2	13.45	25.23	0.1439
Q14119	22	23.35	37.24	0.0010
Q14129	6	17.87	29.97	0.0559
Q14134	2	6.44	36.30	0.0579
Q14139	4	51.05	39.43	0.8272
Q14151	37	37.31	55.73	0.0010
Q14153	1	0.00	0.00	0.0010
Q14155	20	14.09	37.72	0.0010
Q14156	14	21.93	45.68	0.0010
Q14159	1	0.00	0.00	0.0010
Q14160	49	35.16	50.85	0.0010
Q14162	158	38.29	77.46	0.0010
Q14166	30	12.76	35.47	0.0010
Q14188	9	23.57	42.87	0.0030
Q14202	231	41.23	46.39	0.0010
Q14209	13	9.72	51.23	0.0010
Q14241	24	36.05	49.40	0.0020
Q14244	8	6.12	62.22	0.0010
Q14246	2	2.92	43.16	0.0070
Q14254	7	27.37	104.93	0.0060
Q14257	1	0.00	0.00	0.0010
Q14296	16	27.93	33.07	0.0280
Q14315	39	30.67	69.87	0.0010
Q14320	117	52.95	47.97	1.0000
Q14324	6	16.59	53.95	0.0010
Q14439	25	22.97	31.97	0.0010
Q14442	24	21.75	27.21	0.0180
Q14444	21	23.88	48.26	0.0010
Q14469	20	43.47	45.54	0.3457
Q14493	29	46.96	43.31	0.8312
Q14494	14	14.83	45.82	0.0010
Q14511	1	0.00	0.00	0.0010
Q14526	126	33.53	40.53	0.0010
Q14549	11	26.94	46.87	0.0030
Q14554	1	0.00	0.00	0.0010
Q14562	148	34.07	47.76	0.0010
Q14596	4	5.46	34.18	0.0010
Q14642	53	15.81	27.62	0.0010
Q14644	15	27.55	38.43	0.0010
Q14656	2	14.19	11.87	0.7003
Q14667	57	49.00	83.24	0.0010
Q14669	149	42.79	49.97	0.0010
Q14674	100	67.57	69.67	0.2358
Q14677	15	16.00	39.06	0.0010
Q14683	513	78.39	78.10	0.6414
Q14684	21	18.15	34.40	0.0010
Q14687	1	0.00	0.00	0.0010
Q14690	5	40.61	47.44	0.1978
Q14699	1	0.00	0.00	0.0010
Q14714	16	11.23	24.39	0.0010
Q14746	15	59.17	69.86	0.1419
Q14766	7	35.96	60.33	0.0160
Q14767	4	33.51	47.16	0.1079
Q14774	25	14.48	46.54	0.0010
Q14781	23	15.15	51.32	0.0010
Q14847	44	31.94	48.89	0.0010
Q14896	9	47.03	57.89	0.1109
Q14934	31	18.41	40.11	0.0010
Q14938	97	19.88	30.04	0.0010
Q14990	1	0.00	0.00	0.0010
Q14999	5	17.96	50.22	0.0020
Q149N8	31	38.56	56.35	0.0010
Q14C86	26	18.58	43.70	0.0010
Q14C87	12	40.17	45.99	0.1419
Q14CM0	90	32.88	39.50	0.0010
Q14CN2	2	16.99	19.54	0.4106
Q14CW9	38	33.35	49.62	0.0010
Q14CX5	2	7.12	14.55	0.1009
Q14CZ0	40	42.34	45.30	0.1548
Q14CZ8	9	8.69	43.34	0.0010
Q14D04	1	0.00	0.00	0.0010
Q15005	5	10.99	22.46	0.0110
Q15007	9	57.93	67.66	0.1948
Q15011	8	7.92	32.85	0.0010
Q15025	4	4.45	47.20	0.0010
Q15035	1	0.00	0.00	0.0010
Q15043	5	27.16	29.09	0.3696
Q15047	109	31.32	44.23	0.0010
Q15048	8	23.75	28.95	0.0779
Q15052	13	41.32	42.99	0.3467
Q15054	4	5.24	26.94	0.0010
