uniprot_id	n_sites	mean_d	permuted_d	p_value
P15848	4	22.21	21.07	0.6104
P15880	36	18.32	25.22	0.0010
P15882	5	27.80	25.79	0.6494
P15907	4	6.94	18.76	0.0030
P16035	27	12.08	24.00	0.0010
P16104	63	20.32	26.15	0.0010
P16118	6	27.76	26.98	0.5524
P16219	2	3.62	13.69	0.0260
P16298	61	19.62	30.32	0.0010
P16444	1	0.00	0.00	0.0010
P16581	4	5.31	36.61	0.0010
P16615	225	39.38	48.43	0.0010
P17066	10	12.03	24.76	0.0010
P17081	14	15.10	20.29	0.0040
P17174	20	23.87	27.38	0.0480
P17252	10	16.33	24.51	0.0020
P17342	30	18.72	27.61	0.0010
P17405	1	0.00	0.00	0.0010
P17540	3	5.78	17.59	0.0050
P17568	3	7.22	17.98	0.0310
P17612	66	20.36	26.26	0.0010
P17655	23	27.99	38.85	0.0030
P17693	16	17.42	28.32	0.0010
P17706	10	8.37	21.94	0.0010
P17707	46	17.75	24.40	0.0010
P17735	4	17.71	21.13	0.2258
P17787	25	27.38	41.53	0.0010
P17812	32	13.19	23.01	0.0010
P17844	17	13.66	21.69	0.0010
P17931	1	0.00	0.00	0.0010
P17948	1	0.00	0.00	0.0010
P17980	72	38.26	46.21	0.0020
P17987	16	25.79	35.12	0.0050
P18031	77	17.36	24.57	0.0010
P18054	6	17.35	24.80	0.0240
P18074	21	25.50	35.26	0.0010
P18077	14	9.41	17.89	0.0010
P18085	17	13.16	18.97	0.0010
P18124	15	11.41	28.53	0.0010
P18206	80	28.79	42.62	0.0010
P18621	13	nan	20.94	0.0010
P18669	18	11.54	21.83	0.0010
P18754	16	17.83	26.70	0.0010
P18825	70	22.56	38.01	0.0010
P18858	12	22.53	32.78	0.0020
P19113	11	20.86	28.74	0.0070
P19235	37	22.65	25.99	0.0130
P19367	81	36.40	48.89	0.0010
P19387	14	16.28	28.96	0.0010
P19397	6	4.76	37.16	0.0010
P19404	1	0.00	0.00	0.0010
P19438	8	16.86	29.61	0.0080
P19440	3	19.02	20.02	0.4216
P19447	10	24.06	32.58	0.0080
P19525	7	14.75	21.49	0.0130
P19623	84	19.33	23.69	0.0010
P19634	92	22.09	31.71	0.0010
P19652	1	0.00	0.00	0.0010
P19784	80	25.76	26.66	0.1319
P19793	87	39.43	37.34	0.9131
P19827	2	12.66	17.43	0.2797
P19835	11	24.71	27.36	0.1628
P19878	3	5.98	16.23	0.0020
P19883	27	16.21	36.42	0.0010
P19971	63	24.79	27.74	0.0040
P20020	133	33.19	46.87	0.0010
P20042	23	16.06	23.90	0.0010
P20132	1	0.00	0.00	0.0010
P20155	1	0.00	0.00	0.0010
P20226	25	24.24	24.97	0.2967
P20248	11	15.42	21.79	0.0030
P20273	4	4.46	30.35	0.0010
P20333	1	0.00	0.00	0.0010
P20338	1	0.00	0.00	0.0010
P20339	3	5.74	13.15	0.0090
P20340	30	14.72	18.99	0.0010
P20585	1	0.00	0.00	0.0010
P20591	1	0.00	0.00	0.0010
P20592	2	2.39	26.84	0.0020
P20618	10	10.67	20.04	0.0010
P20671	1	0.00	0.00	0.0010
P20701	22	31.55	33.56	0.1918
P20702	2	2.43	28.34	0.0010
P20749	88	20.44	26.66	0.0010
P20783	19	16.05	22.16	0.0010
P20807	4	5.20	20.35	0.0010
P20809	4	11.28	16.49	0.0719
P20815	3	4.62	19.58	0.0010
P20827	4	13.74	14.85	0.3526
P20933	1	0.00	0.00	0.0010
P21246	4	17.84	22.76	0.1888
P21266	10	10.66	21.19	0.0010
P21281	57	25.00	32.50	0.0010
P21283	6	19.11	35.94	0.0130
P21397	106	19.18	31.35	0.0010
P21399	2	7.52	17.37	0.0709
P21439	5	27.98	38.21	0.1039
P21453	39	23.41	36.93	0.0010
P21554	33	20.55	34.81	0.0010
P21579	39	19.73	25.63	0.0010
P21580	9	20.62	24.27	0.1279
P21589	9	13.16	27.37	0.0010
P21673	17	13.62	21.69	0.0010
P21695	3	4.02	17.25	0.0010
P21728	37	19.04	27.49	0.0010
P21730	2	2.69	13.44	0.0080
P21731	18	16.72	36.00	0.0010
P21741	12	7.96	15.61	0.0010
P21796	3	14.50	18.81	0.1608
P21802	40	18.05	25.47	0.0010
P21860	5	40.61	36.88	0.7023
P21917	1	0.00	0.00	0.0010
P21926	3	10.99	18.13	0.0959
P21980	7	18.70	32.55	0.0040
P22001	120	36.86	40.50	0.0010
P22061	15	12.98	20.05	0.0010
P22087	11	17.77	19.89	0.1229
P22090	110	22.48	25.46	0.0010
P22102	5	12.87	22.36	0.0090
P22234	1	0.00	0.00	0.0010
P22301	1	0.00	0.00	0.0010
P22303	91	28.16	31.25	0.0040
P22304	71	20.05	28.57	0.0010
P22314	210	36.65	43.17	0.0010
P22362	1	0.00	0.00	0.0010
P22392	4	4.67	14.99	0.0010
P22455	28	14.20	25.23	0.0010
P22607	41	22.25	25.28	0.0060
P22626	19	17.33	22.97	0.0020
P22681	3	8.42	18.79	0.0280
P22692	34	13.32	19.24	0.0010
P22695	3	4.16	20.11	0.0010
P22736	5	12.34	19.05	0.0180
P22830	2	9.72	13.83	0.2478
P23141	37	15.21	28.71	0.0010
P23193	4	31.37	27.87	0.5774
P23229	9	21.92	32.17	0.0190
P23246	64	50.97	48.67	0.7343
P23258	137	25.44	27.85	0.0010
P23378	2	12.88	18.31	0.2567
P23381	26	17.59	28.83	0.0010
P23396	45	0.00	19.03	0.0010
P23435	34	12.63	42.87	0.0010
P23443	69	21.85	26.22	0.0010
P23458	30	21.96	31.44	0.0010
P23469	31	21.67	33.36	0.0010
P23470	3	16.36	22.86	0.1648
P23510	3	13.91	13.04	0.5864
P23526	1	0.00	0.00	0.0010
P23528	49	16.45	20.56	0.0010
P23560	16	12.61	21.24	0.0010
P23677	74	19.70	23.77	0.0010
P23919	11	16.20	19.87	0.0210
P23921	78	32.39	35.51	0.0040
P24158	18	14.98	19.75	0.0010
P24385	28	19.57	23.35	0.0050
P24468	101	19.29	22.10	0.0010
P24522	40	15.14	20.89	0.0010
P24666	1	0.00	0.00	0.0010
P24723	8	18.99	24.13	0.0500
P24752	1	0.00	0.00	0.0010
P24863	6	15.13	21.04	0.0380
P24864	13	8.93	22.40	0.0010
P24941	37	18.08	24.75	0.0010
P25098	77	35.11	38.77	0.0020
P25116	5	6.88	31.12	0.0010
P25189	3	7.06	24.88	0.0060
P25205	16	21.38	38.83	0.0010
P25208	1	0.00	0.00	0.0010
P25325	53	18.64	23.62	0.0010
P25685	1	0.00	0.00	0.0010
P25774	28	20.46	24.48	0.0040
P25786	26	15.02	22.77	0.0010
P25787	33	18.49	22.87	0.0010
P25788	16	16.20	22.46	0.0010
P25789	17	17.03	23.35	0.0020
P25791	4	10.22	22.88	0.0280
P25929	1	0.00	0.00	0.0010
P25942	7	26.81	28.13	0.3636
P25963	7	6.51	22.10	0.0010
P26010	12	14.71	27.10	0.0010
P26012	9	9.50	25.95	0.0010
P26038	49	23.66	31.25	0.0010
P26196	106	25.84	29.65	0.0010
P26358	314	36.42	47.28	0.0010
P26368	114	25.16	28.07	0.0010
P26373	29	15.74	18.79	0.0010
P26378	19	10.70	22.26	0.0010
P26599	31	15.57	23.40	0.0010
P26639	1	0.00	0.00	0.0010
P26641	25	19.41	22.19	0.0170
P26842	2	3.13	11.01	0.0579
P26885	2	9.90	9.38	0.5644
P26998	2	5.43	10.98	0.1139
P27037	27	20.79	24.98	0.0070
P27144	11	13.94	21.67	0.0020
P27338	59	17.63	29.66	0.0010
P27348	27	14.20	23.97	0.0010
P27352	1	0.00	0.00	0.0010
P27361	16	21.65	26.18	0.0180
P27448	26	18.38	26.46	0.0010
P27449	104	19.66	23.20	0.0010
P27482	2	10.29	14.18	0.4006
P27487	5	8.50	28.23	0.0010
P27695	3	5.48	15.47	0.0030
P27707	3	5.11	16.10	0.0060
P27797	5	10.89	18.94	0.0080
P27815	36	21.89	25.19	0.0060
P27986	33	43.66	42.88	0.5674
P28062	3	4.70	14.39	0.0020
P28066	29	18.01	22.83	0.0020
P28068	9	15.69	28.24	0.0040
P28069	1	0.00	0.00	0.0010
P28070	10	19.81	20.53	0.4176
P28072	21	16.38	20.32	0.0050
P28074	9	16.79	18.88	0.1698
P28161	5	6.96	18.55	0.0010
P28222	21	18.88	33.48	0.0010
P28223	16	13.08	32.75	0.0010
P28289	2	8.11	19.74	0.1848
P28329	6	16.52	27.23	0.0030
P28331	1	0.00	0.00	0.0010
P28340	93	30.65	45.79	0.0010
P28472	115	33.06	39.24	0.0010
P28482	103	23.81	28.00	0.0010
P28562	17	9.29	32.20	0.0010
P28566	7	9.14	21.70	0.0010
P28702	32	16.10	22.21	0.0010
P28827	8	21.51	60.19	0.0040
P29084	5	7.45	26.17	0.0020
P29218	1	0.00	0.00	0.0010
P29274	8	13.82	25.51	0.0020
P29317	4	42.77	47.43	0.3407
P29350	97	28.09	34.24	0.0010
P29353	8	10.01	22.94	0.0010
P29375	51	28.68	33.92	0.0020
P29401	20	34.03	33.78	0.5275
P29474	12	17.21	27.22	0.0010
P29558	9	17.33	24.32	0.0140
P29597	39	17.64	33.65	0.0010
P29622	1	0.00	0.00	0.0010
P29762	11	12.94	17.47	0.0020
P29965	13	10.97	18.93	0.0010
P29972	1	0.00	0.00	0.0010
P29992	62	18.55	27.45	0.0010
P30043	4	13.91	15.58	0.2807
P30046	81	16.88	19.12	0.0010
P30047	1	0.00	0.00	0.0010
P30050	25	11.09	24.06	0.0010
P30086	1	0.00	0.00	0.0010
P30101	7	24.62	33.23	0.0500
P30153	184	41.80	46.64	0.0010
P30203	123	23.12	31.38	0.0010
P30260	29	28.01	34.51	0.0010
P30281	25	22.80	22.51	0.5824
P30291	28	13.94	23.48	0.0010
P30405	14	12.74	17.64	0.0010
P30419	54	22.09	27.68	0.0010
P30511	14	17.15	27.84	0.0010
P30518	15	16.28	24.97	0.0010
P30520	33	18.84	28.07	0.0010
P30542	26	18.61	35.33	0.0010
P30559	29	26.60	38.18	0.0010
P30613	16	29.16	29.90	0.3846
P30793	16	24.53	24.21	0.5604
P30838	9	15.91	27.89	0.0020
P30876	258	37.90	47.94	0.0010
P30926	1	0.00	0.00	0.0010
P31040	8	8.24	27.20	0.0010
P31153	104	22.26	27.83	0.0010
P31321	35	22.97	37.92	0.0010
P31327	19	29.69	42.00	0.0010
P31350	26	16.13	24.09	0.0010
P31371	18	12.91	19.23	0.0010
P31483	3	4.11	27.40	0.0010
P31644	74	36.05	39.34	0.0240
P31645	19	25.40	29.61	0.0320
P31749	101	23.79	28.68	0.0010
P31751	31	19.08	25.20	0.0010
P31785	35	15.01	26.76	0.0010
P31930	5	7.02	24.71	0.0010
P31943	48	16.52	22.19	0.0010
P31946	37	15.69	25.09	0.0010
P31947	13	18.48	23.40	0.0170
P32119	7	9.29	19.75	0.0020
P32241	8	6.17	23.46	0.0010
P32248	3	12.69	30.80	0.0350
P32297	1	0.00	0.00	0.0010
P32322	3	3.60	18.29	0.0010
P32780	1	0.00	0.00	0.0010
P32926	1	0.00	0.00	0.0010
P32927	6	31.10	47.48	0.0400
P32929	5	11.95	22.08	0.0070
P32969	17	20.46	25.09	0.0180
P33176	47	19.97	26.14	0.0010
P33316	12	12.19	21.76	0.0010
P33552	18	9.55	15.31	0.0010
P33681	1	0.00	0.00	0.0010
P33991	8	9.45	33.93	0.0010
P33992	13	43.25	41.05	0.7243
P33993	2	12.64	19.68	0.2468
P34059	3	4.13	19.01	0.0010
P34896	4	12.14	23.71	0.0140
P34897	2	17.63	14.99	0.6653
P34913	11	8.31	33.40	0.0010
P34947	26	23.27	33.26	0.0010
P34998	7	7.60	24.14	0.0010
P35052	17	11.67	37.63	0.0010
P35080	36	14.57	17.77	0.0010
P35219	6	9.12	19.81	0.0010
P35221	94	26.96	40.22	0.0010
P35222	78	34.20	42.15	0.0010
P35226	1	0.00	0.00	0.0010
P35228	5	21.67	24.16	0.2517
P35240	17	22.77	29.01	0.0130
P35247	1	0.00	0.00	0.0010
P35249	3	7.80	20.18	0.0130
P35250	11	16.18	28.11	0.0010
P35251	1	0.00	0.00	0.0010
P35268	7	13.84	17.70	0.1399
P35270	71	16.36	23.69	0.0010
P35354	19	24.91	29.91	0.0100
P35367	9	6.40	23.38	0.0010
P35398	14	11.31	22.57	0.0010
P35408	84	23.99	26.68	0.0010
P35442	21	29.04	39.07	0.0040
P35475	101	22.57	32.39	0.0010
P35498	182	38.23	45.91	0.0010
P35499	25	34.12	44.20	0.0020
P35520	2	3.82	18.09	0.0260
P35523	7	26.65	31.55	0.1958
P35557	126	23.20	29.52	0.0010
P35580	77	30.85	56.15	0.0010
P35609	13	44.50	116.85	0.0010
P35613	1	0.00	0.00	0.0010
P35625	20	14.90	17.73	0.0090
P35754	1	0.00	0.00	0.0010
P35790	17	18.23	27.15	0.0010
P35813	66	18.22	27.92	0.0010
P35914	5	13.37	18.73	0.0280
P35998	79	27.96	43.38	0.0010
P36404	13	10.83	19.94	0.0010
P36507	19	15.21	24.61	0.0010
P36543	7	39.87	50.86	0.1998
P36544	78	39.83	46.11	0.0070
P36578	31	35.50	49.86	0.0050
P36776	20	45.37	68.59	0.0060
P36871	7	17.41	27.29	0.0070
P36873	45	16.75	23.19	0.0010
P36888	1	0.00	0.00	0.0010
P36897	32	15.99	25.56	0.0010
P36941	6	18.87	29.26	0.0579
P36954	30	14.53	27.06	0.0010
P36957	1	0.00	0.00	0.0010
P36959	1	0.00	0.00	0.0010
P37023	30	16.64	24.33	0.0010
P37108	9	12.13	16.51	0.0210
P37173	21	11.83	24.79	0.0010
P37231	16	30.85	29.76	0.6414
P37235	28	18.60	23.26	0.0010
P38606	63	22.94	36.24	0.0010
P38646	3	10.24	18.40	0.0470
P38935	7	7.27	29.40	0.0010
P39019	8	17.41	18.56	0.3467
P39023	14	24.05	31.63	0.0110
P39656	40	48.45	38.39	0.9940
P39687	30	18.66	20.45	0.0410
P39748	2	2.77	14.33	0.0120
P40189	1	0.00	0.00	0.0010
P40227	24	13.91	36.18	0.0010
P40259	3	3.69	12.34	0.0010
P40306	21	18.35	25.06	0.0120
P40337	13	10.79	20.83	0.0010
P40429	1	0.00	0.00	0.0010
P40616	21	14.44	18.69	0.0010
P40763	126	38.57	43.20	0.0040
P40937	10	12.59	28.73	0.0010
P40938	1	0.00	0.00	0.0010
P40939	1	0.00	0.00	0.0010
P41091	203	23.15	28.47	0.0010
P41143	32	27.27	35.49	0.0020
P41145	1	0.00	0.00	0.0010
P41146	3	16.67	17.44	0.4605
P41181	8	18.03	24.93	0.1179
P41208	7	9.02	22.21	0.0010
P41214	5	16.42	35.66	0.0060
P41222	3	3.98	13.26	0.0010
P41223	8	15.12	19.21	0.0519
P41227	83	17.32	19.79	0.0010
P41235	40	21.57	29.19	0.0010
P41240	53	17.03	24.27	0.0010
P41250	7	29.42	32.23	0.3037
P41271	13	10.22	21.05	0.0010
P41273	4	5.25	15.80	0.0010
P41279	13	16.37	24.26	0.0020
P41567	19	17.42	24.67	0.0070
P41594	71	49.15	63.86	0.0010
P41743	26	19.79	26.00	0.0010
P42126	5	9.61	18.56	0.0030
P42224	135	38.61	44.73	0.0010
P42226	25	25.18	37.15	0.0010
P42262	14	15.03	25.95	0.0010
P42285	77	23.19	40.44	0.0010
P42336	162	33.81	41.66	0.0010
P42345	338	54.23	61.65	0.0010
P42356	62	45.41	46.64	0.2507
P42574	2	7.75	11.99	0.2078
P42658	38	30.44	33.78	0.0130
P42702	1	0.00	0.00	0.0010
P42765	1	0.00	0.00	0.0010
P42766	13	16.72	32.72	0.0020
P42771	4	4.36	17.06	0.0010
P42773	10	16.74	18.79	0.1838
P42858	18	55.41	58.38	0.2358
P42892	19	15.43	32.41	0.0010
P43003	9	11.36	24.78	0.0010
P43034	69	18.64	23.56	0.0010
P43115	70	23.00	35.47	0.0010
P43116	5	23.24	21.03	0.7123
P43155	1	0.00	0.00	0.0010
P43166	37	16.81	22.55	0.0010
P43220	5	26.18	29.60	0.3147
P43235	3	12.26	17.28	0.1538
P43250	57	24.10	35.63	0.0010
P43320	5	7.22	24.58	0.0010
P43354	16	11.56	22.28	0.0010
P43358	1	0.00	0.00	0.0010
P43364	17	16.10	22.56	0.0020
P43366	1	0.00	0.00	0.0010
P43403	72	29.51	35.12	0.0010
P43405	48	35.25	34.68	0.6284
P43487	40	13.65	22.88	0.0010
P43490	27	29.21	32.42	0.0679
P43652	2	2.56	17.34	0.0050
P43681	5	26.46	34.83	0.1758
P43686	114	25.88	42.92	0.0010
P45379	4	4.53	54.44	0.0010
P45974	59	26.50	41.23	0.0010
P45983	49	18.47	28.21	0.0010
P45984	33	18.59	29.48	0.0010
P45985	30	17.72	25.68	0.0010
P46108	48	21.61	26.45	0.0010
P46109	39	21.80	28.68	0.0010
P46736	111	19.24	27.82	0.0010
P46776	14	22.62	33.88	0.0080
P46777	20	40.27	32.30	0.9820
P46778	4	9.96	24.46	0.0130
P46779	9	15.27	19.58	0.0629
P46781	64	24.91	27.26	0.0330
P46782	43	20.91	22.51	0.0699
P46926	7	17.66	20.88	0.1439
P46952	1	0.00	0.00	0.0010
P46977	56	21.21	36.94	0.0010
P47224	7	10.43	15.38	0.0110
P47712	49	17.02	35.99	0.0010
P47736	12	11.92	28.84	0.0010
P47813	57	17.80	24.86	0.0010
P47870	79	37.76	38.63	0.2627
P47871	13	36.30	43.21	0.1189
P47872	2	20.59	19.12	0.6244
P47895	23	25.71	28.96	0.0669
P47897	10	32.19	39.23	0.0749
P47900	27	18.89	31.24	0.0010
P47929	58	17.19	18.35	0.0100
P48023	3	12.29	14.33	0.3566
P48039	8	17.51	33.58	0.0020
P48059	20	11.60	27.08	0.0010
P48067	15	14.94	29.15	0.0010
P48163	1	0.00	0.00	0.0010
P48200	5	17.64	27.48	0.0140
P48426	6	19.70	22.28	0.2208
P48443	10	12.71	20.50	0.0010
P48449	13	26.93	30.69	0.0729
P48556	5	18.64	27.40	0.1169
P48643	18	28.99	35.86	0.0410
P48729	123	22.20	25.95	0.0010
P48730	85	22.73	25.34	0.0020
P48735	18	13.75	28.00	0.0010
P48736	9	25.03	36.64	0.0060
P49005	4	13.07	24.02	0.0310
P49116	32	17.72	23.79	0.0010
P49137	42	22.40	30.47	0.0010
P49207	5	25.74	26.23	0.4775
P49327	76	36.82	43.58	0.0010
P49336	77	23.48	28.48	0.0010
P49354	3	4.03	24.30	0.0010
P49356	18	18.02	26.44	0.0010
P49366	1	0.00	0.00	0.0010
P49368	9	11.75	33.77	0.0010
P49406	1	0.00	0.00	0.0010
P49407	36	18.77	32.47	0.0010
P49419	1	0.00	0.00	0.0010
P49427	46	17.78	21.47	0.0010
P49448	34	22.90	30.87	0.0010
P49450	10	9.19	21.22	0.0010
P49458	9	8.97	15.26	0.0010
P49459	83	19.09	20.28	0.0060
P49588	11	8.69	27.06	0.0010
P49591	71	25.83	37.00	0.0010
P49638	22	12.56	23.53	0.0010
P49642	26	27.20	29.16	0.1439
P49674	83	20.58	25.90	0.0010
P49721	11	18.72	19.58	0.3187
P49736	9	19.42	38.93	0.0010
P49747	55	29.52	32.09	0.0200
P49753	12	23.29	27.46	0.0889
P49760	49	20.78	27.51	0.0010
P49763	3	4.70	15.94	0.0060
P49768	16	10.41	25.69	0.0010
P49770	16	17.72	25.86	0.0020
P49771	11	9.61	17.69	0.0010
P49795	4	9.24	15.72	0.0240
P49815	15	32.57	68.85	0.0020
P49821	1	0.00	0.00	0.0010
P49841	60	20.97	28.08	0.0010
P49848	54	21.51	42.01	0.0010
P49862	1	0.00	0.00	0.0010
P49902	16	19.65	32.60	0.0010
P49903	50	22.71	25.52	0.0070
P49914	10	11.77	19.43	0.0010
P49915	13	31.53	35.30	0.1149
P49916	5	16.33	27.83	0.0100
P49917	1	0.00	0.00	0.0010
P50052	3	8.45	18.50	0.0290
P50148	28	18.87	23.07	0.0050
P50213	42	20.25	26.08	0.0010
P50336	16	15.77	27.96	0.0010
P50440	38	16.46	24.46	0.0010
P50542	6	7.86	22.27	0.0010
P50579	61	18.65	26.62	0.0010
P50607	1	0.00	0.00	0.0010
P50613	7	14.92	23.02	0.0070
P50616	8	10.37	16.06	0.0030
P50750	17	28.11	26.05	0.8392
P50914	3	6.91	18.99	0.0270
P50990	4	28.18	28.81	0.4575
P50991	16	16.31	35.17	0.0010
P51124	2	2.56	10.79	0.0100
P51148	27	11.85	18.77	0.0010
P51149	29	13.81	20.05	0.0010
P51151	18	17.38	19.21	0.1109
P51398	1	0.00	0.00	0.0010
P51449	22	16.56	23.45	0.0010
P51452	18	14.13	19.15	0.0010
P51532	236	48.96	69.30	0.0010
P51553	97	21.02	26.41	0.0010
P51570	7	17.47	23.60	0.0280
P51580	1	0.00	0.00	0.0010
P51617	23	21.27	24.46	0.0190
P51648	14	21.59	30.77	0.0040
P51649	19	16.45	28.75	0.0010
P51659	14	13.35	26.08	0.0010
P51665	9	6.60	31.05	0.0010
P51668	18	18.77	19.51	0.3057
P51684	1	0.00	0.00	0.0010
P51688	2	13.24	14.41	0.4466
P51692	85	32.81	44.23	0.0010
P51787	29	31.42	41.13	0.0010
P51798	69	22.64	35.87	0.0010
P51809	1	0.00	0.00	0.0010
P51812	91	23.04	26.15	0.0010
P51813	6	18.12	20.26	0.2238
P51858	25	10.17	17.72	0.0010
P51911	8	6.47	16.93	0.0010
P51948	7	5.77	48.11	0.0010
P51955	7	13.49	21.89	0.0040
P51965	16	11.65	22.00	0.0010
P52209	6	24.20	27.43	0.2378
P52292	2	3.92	17.49	0.0240
P52294	50	22.85	35.21	0.0010
P52298	33	15.01	20.72	0.0010
P52434	15	10.33	19.71	0.0010
P52435	4	14.66	17.73	0.2797
P52564	42	16.82	24.28	0.0010
P52565	20	23.94	24.17	0.4695
P52566	1	0.00	0.00	0.0010
P52630	16	33.93	43.55	0.0160
P52701	1	0.00	0.00	0.0010
P52757	3	24.00	21.59	0.6454
P52788	84	24.81	32.92	0.0010
P52789	6	38.88	41.30	0.3576
P52790	1	0.00	0.00	0.0010
P52803	15	14.00	19.24	0.0020
P52815	2	2.73	7.81	0.0330
P52888	18	24.09	32.85	0.0010
P53004	2	2.83	12.65	0.0110
P53041	82	22.13	29.66	0.0010
P53350	41	22.04	25.65	0.0010
P53365	1	0.00	0.00	0.0010
P53396	76	43.42	49.09	0.0110
P53582	13	12.28	22.15	0.0010
P53602	3	3.99	18.14	0.0010
P53611	6	18.63	21.12	0.2018
P53667	29	18.04	24.96	0.0010
P53671	6	20.02	21.27	0.3646
P53673	3	7.96	14.57	0.0480
P53680	82	16.29	19.65	0.0010
P53778	14	11.13	26.13	0.0010
P53779	47	25.04	28.18	0.0060
P53803	1	0.00	0.00	0.0010
P53985	26	13.46	25.69	0.0010
P53992	14	16.73	33.07	0.0010
P53999	16	8.86	17.62	0.0010
P54098	16	41.34	41.74	0.4356
P54132	3	10.03	23.64	0.0140
P54274	8	8.55	21.88	0.0010
P54284	10	13.16	28.58	0.0010
P54289	51	29.96	42.14	0.0010
P54315	1	0.00	0.00	0.0010
P54578	15	18.15	25.97	0.0010
P54619	11	13.56	24.45	0.0010
P54646	45	21.27	33.38	0.0010
P54652	171	23.61	27.60	0.0010
P54725	7	44.44	58.85	0.0629
P54764	29	66.12	67.42	0.3756
P54802	96	18.35	34.02	0.0010
P54829	12	8.19	22.32	0.0010
P54868	4	5.24	21.54	0.0010
P54922	1	0.00	0.00	0.0010
P55010	2	3.32	10.07	0.0609
P55011	21	15.47	28.31	0.0010
P55036	8	14.40	18.16	0.0300
P55040	1	0.00	0.00	0.0010
P55042	10	9.38	16.55	0.0010
P55055	33	26.35	36.24	0.0010
P55064	5	7.72	18.54	0.0010
P55072	215	39.27	42.06	0.0010
P55075	22	16.17	18.63	0.0190
P55084	1	0.00	0.00	0.0010
P55087	1	0.00	0.00	0.0010
P55145	7	6.56	24.87	0.0010
P55210	1	0.00	0.00	0.0010
P55263	26	11.70	24.38	0.0010
P55273	36	15.23	20.53	0.0010
P55769	28	12.43	18.66	0.0010
P55789	2	4.60	10.83	0.0769
P55809	33	23.34	28.93	0.0020
P55854	17	9.58	16.62	0.0010
P55884	43	29.22	39.95	0.0010
P55899	3	5.34	19.53	0.0030
P56159	2	3.39	11.33	0.0300
P56192	4	12.95	27.36	0.0130
P56278	36	12.48	19.71	0.0010
P56279	10	8.77	17.06	0.0010
P56282	2	8.63	14.43	0.1838
P56373	13	19.50	40.40	0.0010
P56524	94	17.64	25.68	0.0010
P56537	6	14.31	18.82	0.0549
P56545	43	16.26	27.53	0.0010
P56556	4	7.71	17.08	0.0060
P56589	4	16.03	20.47	0.1888
P56696	54	45.54	43.48	0.8212
P56703	93	22.22	30.43	0.0010
P56704	51	33.30	30.37	0.9680
P56817	26	18.05	26.83	0.0010
P57105	3	13.51	15.22	0.4266
P57764	1	0.00	0.00	0.0010
P57772	33	13.98	37.00	0.0010
P57789	8	11.15	27.26	0.0010
P58004	8	19.77	23.21	0.0969
P58335	2	5.74	10.02	0.1369
P58546	10	9.96	15.96	0.0010
P59768	1	0.00	0.00	0.0010
P59998	46	23.03	24.16	0.2238
P60033	5	16.11	21.42	0.0889
P60174	1	0.00	0.00	0.0010
P60228	30	28.50	36.86	0.0050
P60484	65	21.76	27.50	0.0010
P60520	2	11.12	9.15	0.7013
P60568	3	10.22	13.45	0.1928
P60604	22	16.06	20.72	0.0020
P60763	31	14.64	20.04	0.0010
P60842	159	26.16	31.04	0.0010
P60866	9	9.39	21.22	0.0010
P60880	10	7.90	35.46	0.0010
P60891	169	24.24	25.97	0.0010
P60900	38	21.65	23.63	0.0699
P60903	1	0.00	0.00	0.0010
P60953	49	13.90	21.12	0.0010
P61006	40	15.31	20.65	0.0010
P61011	23	28.41	33.88	0.0210
P61018	2	8.33	9.94	0.3706
P61019	59	14.20	19.40	0.0010
P61024	9	9.97	15.18	0.0010
P61026	52	14.37	20.15	0.0010
P61073	17	25.39	37.47	0.0030
P61077	76	19.76	20.31	0.1399
P61081	43	20.09	24.74	0.0060
P61086	97	20.25	23.78	0.0010
P61088	42	16.53	20.54	0.0010
P61106	48	18.36	19.79	0.0280
P61158	58	23.90	30.02	0.0010
P61160	87	21.85	29.34	0.0010
P61201	82	29.61	43.05	0.0010
P61204	49	17.46	18.91	0.0080
P61218	6	10.77	20.36	0.0160
P61221	99	26.64	34.24	0.0010
P61224	39	15.96	18.97	0.0010
P61244	22	14.41	30.67	0.0010
P61247	18	27.92	25.60	0.7972
P61254	18	12.69	21.55	0.0010
P61313	45	26.43	26.83	0.3906
P61326	53	16.12	20.17	0.0010
P61328	1	0.00	0.00	0.0010
P61421	48	26.71	28.28	0.0689
P61513	18	8.95	21.43	0.0010
P61586	90	18.71	21.43	0.0010
P61587	11	11.21	18.95	0.0010
P61599	5	12.01	16.44	0.0609
P61604	18	8.64	18.68	0.0010
P61619	77	26.14	30.77	0.0010
P61769	4	4.72	13.81	0.0010
P61803	4	4.49	16.90	0.0010
P61916	2	15.77	9.66	0.9201
P61927	13	25.65	27.51	0.3247
P61956	27	12.66	17.96	0.0010
P61964	108	18.83	24.70	0.0010
P61966	22	12.30	19.43	0.0010
P61968	20	11.94	25.40	0.0010
P61970	21	14.39	17.95	0.0010
P61981	85	21.90	25.21	0.0010
P62068	31	24.42	27.08	0.0619
P62070	20	10.57	18.91	0.0010
P62081	26	22.27	23.28	0.2607
P62136	100	20.57	24.99	0.0010
P62166	15	19.86	22.51	0.0929
P62191	52	29.15	36.42	0.0010
P62195	118	34.02	44.64	0.0010
P62241	54	24.23	29.11	0.0030
P62244	26	16.22	18.46	0.0120
P62249	0	nan	nan	0.0010
P62253	35	17.12	20.58	0.0010
P62256	69	18.76	20.23	0.0040
P62258	53	17.50	24.21	0.0010
P62263	23	19.33	21.07	0.1858
