enst_id	length	syn_prob	syn_count	mis_prob	mis_count	syn_exp	mis_exp
ENST00000264382	1827	4.357e-5	384	1.303e-4	1032	272.97728206098634	814.734513633644
ENST00000264387	150	5.107e-6	38	1.1e-5	69	32.71891243134106	69.52942050994906
ENST00000264389	406	1.101e-5	91	3.003e-5	85	69.59188531239027	188.3999395555812
ENST00000264399	762	1.897e-5	159	5.295e-5	226	119.31386805559742	331.569266750846
ENST00000264400	473	1.266e-5	91	3.694e-5	190	79.89857771519077	231.5631180424608
ENST00000264414	768	1.956e-5	159	5.916e-5	145	122.9992913996291	370.35990906684054
ENST00000264424	619	1.627e-5	125	4.546e-5	166	102.44837139646937	284.783129722376
ENST00000264428	497	1.26e-5	85	3.316e-5	215	79.52378890054347	207.95142271968152
ENST00000264431	1499	4.208e-5	317	1.147e-4	526	263.67002649724526	717.2894218253487
ENST00000264433	1114	3.325e-5	218	8.536e-5	511	208.51360594165246	534.0176914628238
ENST00000264434	574	1.634e-5	110	4.469e-5	260	102.88562501355787	279.9733399344024
ENST00000264436	726	3.014e-5	196	6.58e-5	312	189.0870523824346	411.8365378878073
ENST00000264444	221	9.575e-6	52	2.198e-5	88	60.62818616207593	138.11577359040314
ENST00000264447	1978	4.413e-5	376	1.34e-4	1050	276.47531099769435	837.8464905368936
ENST00000264448	4168	1.047e-4	892	2.843e-4	2456	654.8246193841336	1776.692471228355
ENST00000264451	568	1.477e-5	102	4.298e-5	197	93.07865103028712	269.29185871695466
ENST00000264454	303	8.466e-6	61	2.257e-5	135	53.70083957134518	141.8011969344348
ENST00000264463	788	2.224e-5	162	6.063e-5	294	139.73985845387475	379.54223502569914
ENST00000264474	98	3.07e-6	23	7.152e-6	51	19.994832174065564	45.49296453056953
ENST00000264497	162	3.579e-6	12	1.042e-5	42	23.174290618323408	65.9064619683586
ENST00000264499	715	1.739e-5	109	4.733e-5	285	109.44442926988546	296.4640477788832
ENST00000264501	5005	1.144e-4	840	3.454e-4	1664	715.4154777521122	2158.352414144179
ENST00000264515	538	1.574e-5	103	4.008e-5	112	99.13773686708497	251.17706600900232
ENST00000264538	429	1.377e-5	93	3.39e-5	212	86.83217078616562	212.5738181003314
ENST00000264552	222	1.324e-5	92	2.493e-5	122	83.52153625678123	156.54289031056157
ENST00000264553	257	1.281e-5	92	2.702e-5	167	80.83554975180898	169.5980340207755
ENST00000264554	582	4.34e-5	148	7.727e-5	272	271.91538041948564	483.48366628788085
ENST00000264555	1649	8.136e-5	614	1.736e-4	1211	509.0317704863378	1085.2071082041048
ENST00000264563	199	1.047e-5	48	2.18e-5	122	66.21878598056468	136.99140714646128
ENST00000264595	346	1.016e-5	63	2.729e-5	206	64.282377104887	171.2845836866883
ENST00000264596	605	1.655e-5	123	4.695e-5	336	104.19738586482339	294.090385286117
ENST00000264601	212	9.083e-6	58	1.793e-5	127	57.55491788196814	112.81752860171106
ENST00000264605	600	2.416e-5	160	5.158e-5	339	151.73310052258802	323.0115888163995
ENST00000264607	335	1.547e-5	102	3.381e-5	156	97.45118720117217	212.0116348783605
ENST00000264613	1065	2.778e-5	228	7.393e-5	539	174.34535900630786	462.6204222725151
ENST00000264637	490	2.169e-5	113	4.998e-5	143	136.30429431960792	313.01722042580514
ENST00000264638	1384	5.886e-5	344	1.447e-4	618	368.48596499360406	904.6838291489936
ENST00000264639	534	2.302e-5	127	5.544e-5	210	144.6121130442895	347.12300255870855
ENST00000264645	703	2.317e-5	141	6.57e-5	331	145.54908508090773	411.21188986339513
ENST00000264649	838	2.538e-5	159	6.741e-5	235	159.35380642041625	421.8933710808429
ENST00000264651	525	1.73e-5	119	4.193e-5	301	108.88224604791452	262.73305446062705
ENST00000264657	770	2.463e-5	160	6.229e-5	124	154.66894623732512	389.9113922309408
ENST00000264658	436	1.157e-5	83	3.223e-5	92	73.08991424909831	202.14219609264853
ENST00000264659	1183	7.617e-5	279	1.458e-4	422	476.6125380193472	911.5549574175272
ENST00000264661	1017	4.564e-5	274	1.044e-4	425	285.9074961663178	652.9506753108972
ENST00000264663	1086	3.104e-5	221	7.832e-5	440	194.70888460214394	490.0424705442084
ENST00000264664	208	6.505e-6	47	1.538e-5	80	41.45149181262292	96.88900397920123
ENST00000264668	725	2.289e-5	183	5.512e-5	420	143.8000706125537	345.12412888058964
ENST00000264669	662	1.701e-5	138	4.466e-5	295	107.07076677711929	279.7859455270788
ENST00000264670	767	2.647e-5	173	6.491e-5	414	166.16246988650866	406.27717047053915
ENST00000264674	1116	3.231e-5	262	8.036e-5	485	202.64191451217823	502.7852902422163
ENST00000264689	469	1.246e-5	97	3.402e-5	225	78.64928166636645	213.32339572962601
ENST00000264690	638	1.577e-5	143	4.506e-5	298	99.32513127440862	282.28453762472736
ENST00000264703	234	8.62e-6	61	2.258e-5	94	54.66279752893989	141.86366173687605
ENST00000264705	2225	8.24e-5	588	2.062e-4	892	515.5281099402241	1288.8423641624659
ENST00000264709	912	3.868e-5	229	9.288e-5	324	242.4319936672322	580.9912228986176
ENST00000264710	200	6.739e-6	36	1.564e-5	31	42.913168189747346	98.51308884267283
ENST00000264711	273	7.726e-6	47	2.273e-5	134	49.07844419069527	142.80063377349427
ENST00000264712	793	3.213e-5	192	7.723e-5	357	201.51754806823635	483.23380707811606
ENST00000264716	326	1.565e-5	87	3.365e-5	142	98.57555364511406	211.01219803930104
ENST00000264717	625	1.951e-5	148	4.987e-5	374	122.68696738742304	312.33010759895177
ENST00000264718	388	1.182e-5	94	3.033e-5	194	74.6515343101287	190.27388362881766
ENST00000264731	680	2.369e-5	172	6.165e-5	280	148.7972548078509	385.91364487470304
ENST00000264734	305	9.423e-6	80	2.399e-5	172	59.67872116496945	150.67119888108735
ENST00000264735	168	5.67e-6	38	1.338e-5	94	36.23568080878146	84.39604349095823
ENST00000264741	1035	4.233e-5	259	9.183e-5	509	265.2316465582757	574.4324186422899
ENST00000264758	768	2.867e-5	166	6.434e-5	400	179.904726423576	402.7166767313899
ENST00000264771	504	2.767e-5	193	5.266e-5	369	173.6582461794545	329.75778748005075
ENST00000264775	285	8.895e-6	53	2.15e-5	132	56.380579596073304	135.11746307322483
ENST00000264779	480	1.233e-5	106	3.676e-5	209	77.83723923463066	230.4387515985189
ENST00000264784	540	2.136e-5	164	4.476e-5	294	134.2429558390478	280.41059355149093
ENST00000264808	630	1.674e-5	142	4.789e-5	298	105.38421711120647	299.9620767155912
ENST00000264818	1187	5.292e-5	303	1.215e-4	619	331.3818723435224	759.7654874853748
ENST00000264819	545	2.951e-5	202	5.606e-5	312	185.15176982863804	350.9958203100639
ENST00000264824	280	1.618e-5	53	3.468e-5	86	101.88618817449844	217.4460726907462
ENST00000264828	1745	7.053e-5	405	1.611e-4	872	441.382389442502	1007.1261051525863
ENST00000264832	532	2.303e-5	153	4.958e-5	324	144.67457784673073	310.5186283281566
ENST00000264833	454	2.475e-5	130	5.144e-5	183	155.4185238666197	322.13708158222255
ENST00000264834	362	2.799e-5	89	4.828e-5	175	175.65711985757338	302.39820401079857
ENST00000264852	827	3.166e-5	187	7.154e-5	461	198.58170235349925	447.6913344890647
ENST00000264864	481	1.756e-5	69	3.983e-5	169	110.50633091138612	249.61544594797195
ENST00000264866	526	1.194e-5	71	3.585e-5	167	75.40111193942327	224.75445457636832
ENST00000264867	798	2.3710000000000002e-005	174	6.209e-5	383	148.92218441273334	388.6620961821165
ENST00000264870	732	2.416e-5	179	6.12e-5	350	151.73310052258802	383.10272876484834
ENST00000264883	507	1.393e-5	81	3.587e-5	154	87.83160762522506	224.87938418125077
ENST00000264888	125	2.734e-6	27	8.698e-6	64	17.896014812040743	55.150022987981366
ENST00000264893	429	1.233e-5	72	3.251e-5	144	77.83723923463066	203.89121056100254
ENST00000264895	4012	1.241e-4	886	3.065e-4	2117	776.0063361200909	1915.3643326478525
ENST00000264896	478	1.399e-5	87	3.481e-5	188	88.20639643987235	218.258115122482
ENST00000264904	973	2.364e-5	139	6.543e-5	311	148.48493079564483	409.52534019748236
ENST00000264908	323	8.92e-6	68	2.279e-5	162	56.536741602176335	143.17542258814154
ENST00000264914	533	2.304e-5	113	5.151e-5	252	144.73704264917194	322.57433519931107
ENST00000264917	885	3.621e-5	207	8.079e-5	298	227.00318746425208	505.4712767471886
ENST00000264926	495	1.259e-5	94	3.675e-5	259	79.46132409810225	230.3762867960777
ENST00000264930	1083	6.705e-5	436	1.214e-4	612	419.6446381929592	759.1408394609626
ENST00000264932	664	2.947e-5	200	6.423e-5	340	184.9019106188732	402.02956390453653
ENST00000264933	191	1.175e-5	55	2.227e-5	101	74.21428069304018	139.92725286119835
ENST00000264935	647	2.918e-5	183	5.927e-5	429	183.09043134807794	371.0470218936939
ENST00000264938	834	5.198e-5	302	9.532e-5	356	325.51018091404814	596.232634694274
ENST00000264951	1706	3.774e-5	276	1.155e-4	673	236.56030223775798	722.2866060206459
ENST00000264952	553	2.079e-5	127	4.853e-5	289	130.68246209989854	303.95982407182896
ENST00000264954	217	7.63e-6	50	1.748e-5	118	48.4787820872596	110.00661249185637
ENST00000264956	992	4.43e-5	288	9.341e-5	586	277.53721263919505	584.3018574280019
ENST00000264968	535	1.269e-5	94	3.693e-5	197	80.0859721225144	231.50065324001957
ENST00000264972	619	3.528e-5	171	7.13e-5	246	221.1939608372191	446.1921792304755
ENST00000264977	1150	2.816e-5	225	7.652e-5	598	176.71902149907402	478.7988061047898
ENST00000264982	597	1.362e-5	104	3.729e-5	274	85.8951987495474	233.74938612790328
ENST00000264990	780	2.068e-5	168	5.904e-5	384	129.99534927304518	369.61033143754594
ENST00000264992	679	1.74e-5	143	4.755e-5	313	109.50689407232666	297.83827343258986
ENST00000264993	258	1.198e-5	31	2.425e-5	88	75.65097114918814	152.29528374455896
ENST00000264995	348	1.071e-5	85	2.658e-5	186	67.71794123915383	166.84958271336203
ENST00000265000	657	1.716e-5	106	5.003e-5	262	108.0077388137375	313.3295444380112
ENST00000265007	753	3.371e-5	170	6.879e-5	387	211.38698685394834	430.51351381773054
ENST00000265016	318	1.307e-5	66	2.925e-5	173	82.45963461528058	183.52768496516643
ENST00000265018	1060	4.127e-5	197	9.497e-5	498	258.6103774995069	594.0463666088314
ENST00000265022	791	2.727e-5	190	6.571e-5	442	171.15965408180588	411.27435466583637
ENST00000265023	644	1.911e-5	148	4.814e-5	358	120.18837528977444	301.5236967766216
ENST00000265026	966	3.005e-5	200	8.009e-5	407	188.52486916046365	501.0987405763035
ENST00000265029	382	1.116e-5	87	2.746e-5	211	70.5288573490085	172.34648532818898
ENST00000265036	529	1.418e-5	107	4.095e-5	235	89.39322768625543	256.611503821388
ENST00000265038	396	9.362e-6	77	2.695e-5	205	59.29768587007804	169.160780403687
ENST00000265044	185	5.811e-6	48	1.405e-5	70	37.11643452320259	88.58118525451964
ENST00000265052	313	1.345e-5	77	2.816e-5	144	84.83329710804674	176.71902149907402
ENST00000265056	904	3.849e-5	277	9.364e-5	482	241.2451624208491	585.7385478841499
ENST00000265062	207	6.633e-6	44	1.639e-5	46	42.251041283870464	103.19794902576396
ENST00000265068	409	1.442e-5	88	3.186e-5	205	90.8923829448446	199.8309984023236
ENST00000265069	1074	2.911e-5	203	8.451e-5	288	182.65317773098946	528.7081832553206
ENST00000265070	298	1.406e-5	53	3.073e-5	101	88.64365005696085	192.77247572646627
ENST00000265071	790	2.712e-5	182	6.307e-5	300	170.22268204518767	394.7836468213556
ENST00000265073	127	2.947e-6	19	8.225e-6	33	19.226515104038622	52.1954378325119
ENST00000265074	541	2.739e-5	121	5.627e-5	257	171.90923171110046	352.3075811613294
ENST00000265077	3396	8.736e-5	657	2.307e-4	1718	546.5106519510668	1441.8811301434425
ENST00000265080	1237	4.323e-5	252	1.057e-4	464	270.853478777985	661.0710996282551
ENST00000265081	1137	3.237e-5	221	8.244e-5	624	203.0167033268255	515.7779691499891
ENST00000265085	729	2.146e-5	145	5.818e-5	225	134.86760386345998	364.23835842760144
ENST00000265087	302	1.43e-5	80	3.029e-5	138	90.14280531555002	190.0240244190528
ENST00000265094	542	1.567e-5	111	4.588e-5	109	98.70048324999648	287.406651424907
ENST00000265097	351	1.539e-5	56	3.268e-5	86	96.95146878164245	204.95311220250318
ENST00000265104	4624	1.347e-4	987	3.594e-4	2545	842.2190267077787	2245.80313756188
ENST00000265107	654	1.899e-5	148	5.298e-5	250	119.43879766047985	331.7566611581696
ENST00000265113	542	1.697e-5	119	4.331e-5	218	106.82090756735441	271.3531971975147
ENST00000265132	352	1.391e-5	83	3.167e-5	214	87.70667802034264	198.64416715594047
ENST00000265136	1261	5.011e-5	333	1.071e-4	782	313.8292628575409	669.8161719700253
ENST00000265138	414	1.164e-5	81	3.096e-5	142	73.52716786618683	194.2091661826142
ENST00000265140	1058	2.355e-5	167	6.796e-5	431	147.9227475736739	425.32893521510977
ENST00000265148	2701	5.626e-5	448	1.674e-4	1092	352.2451163588882	1046.4789306905516
ENST00000265162	957	3.047e-5	211	7.265e-5	509	191.1483908629947	454.62492756003957
ENST00000265164	293	9.017e-6	56	2.257e-5	129	57.14265018585613	141.8011969344348
ENST00000265165	399	1.593e-5	87	3.308e-5	159	100.32456811346808	207.45170430015182
ENST00000265171	1207	3.104e-5	249	8.837e-5	558	194.70888460214394	552.8195969976296
ENST00000265174	624	1.64e-5	127	5.024e-5	254	103.26041382820516	314.6413052892767
ENST00000265175	1268	3.781e-5	235	9.272e-5	541	236.9975558548465	579.9917860595581
ENST00000265191	212	4.838e-6	23	1.448e-5	102	31.03860924567238	91.26717175949189
ENST00000265192	127	2.801e-6	20	9.21e-6	36	18.31452898839688	58.348220872971574
ENST00000265224	254	6.648e-6	39	1.74e-5	97	42.34473848753229	109.50689407232666
ENST00000265239	443	1.224e-5	84	3.208e-5	217	77.27505601265972	201.2052240560303
ENST00000265245	658	1.928e-5	139	5.204e-5	347	121.25027693127508	325.88496972869547
ENST00000265260	178	5.558e-6	33	1.388e-5	62	35.536075021439856	87.51928361301898
ENST00000265271	1060	2.55e-5	211	8.038e-5	400	160.10338404971083	502.91021984709874
ENST00000265272	810	2.314e-5	173	6.299e-5	227	145.36169067358406	394.2839284018259
ENST00000265295	605	1.43e-5	129	4.336e-5	328	90.14280531555002	271.6655212097208
ENST00000265299	757	2.53e-5	186	5.897e-5	416	158.85408800088652	369.1730778204574
ENST00000265304	148	3.755e-6	30	1.248e-5	50	24.273671141288794	78.77421127124889
ENST00000265310	729	2.418e-5	203	6.193e-5	442	151.85803012747044	387.66265934305704
ENST00000265316	842	3.36e-5	235	8.216e-5	497	210.69987402709495	514.028954681635
ENST00000265322	303	9.694e-6	77	2.356e-5	159	61.37151731112638	147.98521237611513
ENST00000265333	283	1.065e-5	65	2.253e-5	106	67.34315242450654	141.55133772466996
ENST00000265334	592	1.303e-5	78	3.874e-5	235	82.20977540551571	242.80678248187948
ENST00000265335	1312	2.893e-5	243	9.416e-5	570	181.52881128704757	588.9867176110931
ENST00000265339	152	4.226e-6	36	1.217e-5	27	27.21576333627002	76.83780239557123
ENST00000265340	314	2.33e-5	97	4.148e-5	138	146.36112751264352	259.9221383507724
ENST00000265342	842	3.274e-5	225	7.255e-5	435	205.32790101715048	454.00027953562744
ENST00000265343	1163	3.058e-5	208	8.553e-5	440	191.83550368984805	535.0795931043245
ENST00000265350	212	7.408e-6	47	1.769e-5	90	47.092063473064634	111.31837334312189
ENST00000265351	1204	3.435e-5	249	9.12e-5	405	215.3847342101861	570.4971360884933
ENST00000265354	508	2.909e-5	111	5.466e-5	130	182.528248126107	342.2507479682938
ENST00000265361	751	2.02e-5	144	5.777e-5	348	126.99703875586687	361.67730152751164
ENST00000265362	771	2.061e-5	148	5.9e-5	316	129.5580956559567	369.3604722277811
ENST00000265371	923	3.153e-5	218	7.637e-5	422	197.76965992176346	477.86183406817156
ENST00000265379	2611	6.717e-5	413	1.82e-4	1089	420.3942158222537	1137.6775422547255
ENST00000265381	837	5.122e-5	273	9.661e-5	397	320.7628559285158	604.2905942091907
ENST00000265382	540	1.522e-5	103	3.886e-5	165	95.88956714014179	243.55636011117406
ENST00000265388	923	2.658e-5	178	7.454e-5	285	166.84958271336203	466.4307752214292
ENST00000265394	476	1.351e-5	102	3.523e-5	227	85.20808592269402	220.881636825013
ENST00000265395	336	9.897e-6	69	2.609e-5	159	62.63955280068305	163.7888073937425
ENST00000265403	528	1.214e-5	130	3.46e-5	401	76.65040798824758	216.94635427121648
ENST00000265404	295	7.518e-6	67	2.082e-5	151	47.77917629991799	130.8698565072222
ENST00000265417	1346	3.97e-5	302	9.524e-5	661	248.80340351623613	595.7329162747443
ENST00000265421	335	8.581e-6	56	2.467e-5	109	54.41918479941915	154.91880544708997
ENST00000265431	261	8.2e-6	47	1.814e-5	78	52.039275826408854	114.12928945297658
ENST00000265433	754	1.847e-5	150	4.94e-5	337	116.19062793353667	309.3942618842147
ENST00000265437	585	1.642e-5	108	4.424e-5	139	103.38534343308758	277.1624238245478
ENST00000265440	347	8.117e-6	78	2.359e-5	177	51.52081796614678	148.17260678343874
ENST00000265441	360	1.257e-5	86	3.234e-5	171	79.33639449321983	202.82930891950187
ENST00000265459	1712	1.019e-4	454	2.006e-4	635	637.3344747005934	1253.8620747953853
ENST00000265462	214	8.443e-6	61	1.888e-5	120	53.557170525730385	118.75168483362648
ENST00000265465	598	2.096e-5	138	4.695e-5	270	131.7443637413992	294.090385286117
ENST00000265471	335	1.376e-5	95	3.358e-5	175	86.7697059837244	210.57494442221255
ENST00000265498	147	4.466e-6	41	1.157e-5	67	28.71491859485918	73.08991424909831
ENST00000265512	380	9.793e-6	64	2.584e-5	192	61.989918855294405	162.22718733271213
ENST00000265523	296	1.03e-5	57	2.34e-5	140	65.156884339064	146.98577553705567
ENST00000265529	790	2.399e-5	162	6.221e-5	405	150.67119888108735	389.4116738114111
ENST00000265560	963	3.053e-5	189	7.506e-5	454	191.52317967764196	469.6789449483724
ENST00000265562	1636	6.489e-5	482	1.511e-4	867	406.1522408656567	944.6613027113711
ENST00000265563	404	1.45e-5	78	3.57e-5	162	91.39210136437431	223.81748253975013
ENST00000265564	291	1.056e-5	52	2.478e-5	166	66.78096920253562	155.60591827394333
ENST00000265565	1279	5.51e-5	347	1.231e-4	587	344.9991992757072	769.7598558759693
ENST00000265572	380	1.733e-5	108	3.736e-5	213	109.06964045523816	234.18663974499182
ENST00000265593	898	3.41e-5	232	8.792e-5	482	213.82311414915574	550.0086808877749
ENST00000265594	725	2.251e-5	154	5.541e-5	358	141.42640811978754	346.9356081513849
ENST00000265598	416	1.554e-5	85	3.346e-5	218	97.88844081826068	209.82536679291798
ENST00000265602	1196	2.714e-5	212	8.489e-5	575	170.3476116500701	531.0818457480867
ENST00000265605	487	1.887e-5	119	4.053e-5	265	118.68922003118527	253.98798211885696
ENST00000265627	354	9.94e-6	73	2.473e-5	181	62.90815145118027	155.29359426173727
ENST00000265634	431	2.929e-5	115	5.22e-5	195	183.7775441749313	326.88440656775487
ENST00000265641	773	3.455e-5	196	7.569e-5	368	216.6340302590104	473.61422750216894
ENST00000265643	123	6.798e-6	40	1.371e-5	81	43.28171052415051	86.45738197151833
ENST00000265651	471	1.374e-5	80	3.923e-5	166	86.64477637884198	245.86755780149903
ENST00000265686	830	4.186e-5	252	8.656e-5	479	262.2958008435386	541.5134677557696
ENST00000265689	457	2.107e-5	68	4.294e-5	155	132.43147656825258	269.04199950718976
ENST00000265707	739	1.775e-5	157	4.922e-5	389	111.6931621577692	308.2698954402728
ENST00000265708	735	1.804e-5	148	4.975e-5	398	113.50464142856443	311.5805299696572
ENST00000265709	1897	8.738e-5	528	1.818e-4	914	546.6355815559492	1136.4282462059011
ENST00000265715	780	2.543e-5	167	5.848e-5	504	159.6661304326223	366.1123025008379
ENST00000265717	418	1.719e-5	94	3.666e-5	117	108.19513322106116	229.81410357410675
ENST00000265720	317	7.367e-6	41	2.217e-5	141	46.83595778305565	139.30260483678623
ENST00000265723	1286	3.811e-5	251	9.508e-5	528	238.87149992808293	594.7334794356848
ENST00000265724	1280	3.23e-5	250	9.38e-5	568	202.57944970973702	586.7379847232094
ENST00000265727	906	2.826e-5	177	7.229e-5	335	177.34366952348617	452.3761946721558
ENST00000265728	674	1.472e-5	115	4.109e-5	272	92.76632701808104	257.48601105556503
ENST00000265729	198	7.394e-6	37	1.686e-5	104	47.00461274964693	106.13379474050106
ENST00000265732	367	1.083e-5	75	2.9e-5	189	68.46751886844841	181.96606490413606
ENST00000265734	326	1.393e-5	71	3.111e-5	67	87.83160762522506	195.14613821923243
ENST00000265741	451	1.272e-5	93	3.248e-5	175	80.27336652983804	203.7038161536789
ENST00000265742	1089	2.645e-5	160	7.966e-5	346	166.03754028162624	498.41275407133134
ENST00000265748	1124	2.778e-5	209	8.254e-5	525	174.34535900630786	516.4026171744013
ENST00000265753	248	9.486e-6	66	2.5e-5	64	60.07224942034911	156.9801439276501
ENST00000265769	775	1.968e-5	154	5.275e-5	455	123.74886902892369	330.3199707020217
ENST00000265800	405	1.544e-5	107	3.789e-5	175	97.26379279384854	237.4972742743762
ENST00000265801	596	2.864e-5	178	5.922e-5	365	179.71733201625233	370.7346978814878
ENST00000265807	454	1.364e-5	131	3.507e-5	329	86.02012835442983	219.88219998595358
ENST00000265825	498	1.574e-5	104	4.484e-5	296	99.13773686708497	280.91031197102063
ENST00000265838	427	1.081e-5	87	3.079e-5	182	68.34258926356598	193.14726454111357
ENST00000265840	334	9.711e-6	46	2.52e-5	130	61.47770747527645	158.22943997647437
ENST00000265843	1989	4.932e-5	374	1.299e-4	1050	308.89454346468494	812.2359215359955
ENST00000265846	374	2.003e-5	163	4.262e-5	189	125.93513711436621	267.0431258290709
ENST00000265849	862	2.762e-5	200	6.779e-5	498	173.3459221672484	424.26703357360907
ENST00000265854	718	3.241e-5	220	7.27e-5	441	203.2665625365904	454.93725157224566
ENST00000265857	327	1.928e-5	152	3.626e-5	178	121.25027693127508	227.31551147645817
ENST00000265866	346	9.112e-6	58	2.853e-5	96	57.736065809047666	179.03021918939896
ENST00000265872	1150	2.72e-5	182	8.633e-5	346	170.72240046471737	540.0767772996217
ENST00000265881	237	6.665e-6	44	1.924e-5	91	42.450928651682354	121.00041772151022
ENST00000265896	574	1.628e-5	108	4.132e-5	214	102.51083619891058	258.92270151171294
ENST00000265909	992	3.078e-5	253	7.828e-5	603	193.08479973867233	489.7926113344436
ENST00000265922	761	2.761e-5	203	7.174e-5	385	173.2834573648072	448.940630537889
ENST00000265944	1616	3.978e-5	323	1.14e-4	825	249.30312193576586	712.9168856544636
ENST00000265960	522	1.831e-5	114	4.295e-5	162	115.19119109447723	269.104464309631
ENST00000265963	548	1.3e-5	98	3.789e-5	197	82.02238099819206	237.4972742743762
ENST00000265965	458	1.487e-5	85	3.432e-5	209	93.70329905469927	215.19733980286244
ENST00000265968	194	7.597e-6	62	1.692e-5	108	48.2726482392036	106.50858355514835
ENST00000265969	585	3.888e-5	162	7.309e-5	139	243.6812897160565	457.3733788674531
ENST00000265970	1686	3.891e-5	275	1.14e-4	727	243.86868412338012	712.9168856544636
ENST00000265978	986	3.297e-5	297	9.139e-5	526	206.76459147329842	571.6839673348765
ENST00000265981	230	5.795e-6	47	1.701e-5	90	37.01649083929665	107.07076677711929
ENST00000265983	462	1.506e-5	119	3.964e-5	233	94.89013030108235	248.42861470158883
ENST00000265986	1019	2.635e-5	176	7.49e-5	369	165.4128922572141	468.67950810931296
ENST00000265990	1849	4.501e-5	347	1.3e-4	562	281.9722136125213	812.8605695604075
ENST00000265993	625	1.922e-5	122	4.585e-5	281	120.87548811662779	287.21925701758335
ENST00000265997	698	3.685e-5	170	7.461e-5	250	231.00093482048985	466.8680288385177
ENST00000266014	371	9.083e-6	62	2.751e-5	175	57.55491788196814	172.65880934039504
ENST00000266022	1123	2.917e-5	196	8.9e-5	469	183.02796654563673	556.754879551426
ENST00000266025	351	1.593e-5	111	3.349e-5	150	100.32456811346808	210.0127612002416
ENST00000266031	435	1.527e-5	109	4.075e-5	257	96.20189115234788	255.36220777256372
ENST00000266037	2030	6.379e-5	429	1.727e-4	731	399.28111259712307	1079.5852759843956
ENST00000266041	930	3.424e-5	234	8.065e-5	470	214.69762138333272	504.5967695130115
ENST00000266058	1534	6.647e-5	366	1.455e-4	650	416.02167965136874	909.6810133442909
ENST00000266066	317	2.028e-5	65	3.761e-5	164	127.49675717539658	235.7482598060222
ENST00000266068	530	2.979e-5	167	5.496e-5	213	186.90078429699207	344.12469204153024
ENST00000266069	228	8.001e-6	59	2.021e-5	57	50.79622625782868	127.0595035583081
ENST00000266070	2240	1.073e-4	696	2.282e-4	1301	671.0654680188496	1426.2649295331387
ENST00000266077	387	2.563e-5	95	4.828e-5	183	160.91542648144662	302.39820401079857
ENST00000266079	941	3.807e-5	247	9.16e-5	236	238.62164071831808	572.9957281861421
ENST00000266085	211	9.59e-6	56	2.041e-5	65	60.72188336573774	128.30879960713239
ENST00000266086	659	2.19e-5	142	5.447e-5	328	137.6160551708734	341.0639167219107
ENST00000266087	522	1.702e-5	109	4.3e-5	303	107.1332315795605	269.4167883218371
ENST00000266088	664	2.352e-5	157	5.536e-5	275	147.73535316635025	346.6232841391788
ENST00000266126	351	1.343e-5	76	3.11e-5	146	84.70836750316431	195.0836734167912
ENST00000266182	834	4.404e-5	210	8.848e-5	455	275.9131277757234	553.506709824483
ENST00000266254	423	1.799e-5	125	3.909e-5	190	113.19231741635835	244.993050567322
ENST00000266263	166	7.853e-6	46	1.781e-5	97	49.871747181698694	112.06795097241648
ENST00000266269	687	3.12e-5	209	6.87e-5	243	195.70832144120337	429.95133059575966
ENST00000266304	303	1.489e-5	68	2.976e-5	81	93.8282286595817	186.7133898896684
ENST00000266383	998	3.79e-5	244	9.47e-5	541	237.5597390768174	592.3598169429187
ENST00000266395	83	1.974e-6	20	6.051e-6	43	13.148689826508402	38.615589781791755
ENST00000266397	273	7.689e-6	75	1.909e-5	159	48.847324421662776	120.06344568489199
ENST00000266458	117	3.369e-6	26	8.735e-6	34	21.862529767057893	55.38114275701386
ENST00000266483	473	1.164e-5	91	3.191e-5	230	73.52716786618683	200.14332241452962
ENST00000266503	636	1.502e-5	94	4.302e-5	297	94.6402710913175	269.5417179267195
ENST00000266505	608	1.305e-5	112	4.126e-5	321	82.33470501039814	258.54791269706567
ENST00000266517	452	1.737e-5	98	4.062e-5	160	109.31949966500304	254.5501653408279
ENST00000266529	217	4.64e-6	44	1.495e-5	77	29.80180615733632	94.20301747422899
ENST00000266534	514	1.259e-5	99	3.854e-5	204	79.46132409810225	241.55748643305517
ENST00000266542	487	1.946e-5	123	4.166e-5	241	122.37464337521696	261.0465047947142
ENST00000266544	377	1.149e-5	85	3.384e-5	212	72.5901958295686	212.19902928568413
ENST00000266546	956	3.753e-5	252	8.681e-5	481	235.2485413864925	543.0750878168001
ENST00000266551	195	4.764e-6	30	1.264e-5	74	30.576369707607384	79.77364811030833
ENST00000266556	468	1.634e-5	117	3.885e-5	239	102.88562501355787	243.49389530873287
ENST00000266557	260	8.405e-6	57	2.235e-5	144	53.319804276453766	140.4269712807281
ENST00000266560	135	5.185e-6	23	1.219e-5	73	33.206137890382536	76.96273200045366
ENST00000266581	522	1.819e-5	129	4.067e-5	248	114.44161346518266	254.862489353034
ENST00000266594	131	3.75e-6	46	8.368e-6	82	24.242438740068188	53.08868450742127
ENST00000266604	129	2.531e-6	17	9.064e-6	74	16.627979322484077	57.436234757329835
ENST00000266643	346	1.894e-5	46	4.19e-5	113	119.12647364827379	262.54566005330344
ENST00000266646	350	1.1e-5	91	2.922e-5	166	69.52942050994906	183.34029055784282
ENST00000266659	266	6.972e-6	69	2.115e-5	138	44.36859808662766	132.93119498778228
