ensembl_transcript_id	hgnc_symbol
ENST00000332981	PRKCH
ENST00000316461	TTC9C
ENST00000318978	CTXN1
ENST00000334568	TAC4
ENST00000333449	TMEM179B
ENST00000323319	CLDN22
ENST00000341083	BEND7
ENST00000318962	ALS2CL
ENST00000315599	CD209
ENST00000321582	TTLL11
ENST00000344545	TPD52L3
ENST00000339664	ZNF189
ENST00000321560	PLD6
ENST00000337672	MED19
ENST00000320934	PCSK7
ENST00000324666	FAM193A
ENST00000331327	PURA
ENST00000333305	IGIP
ENST00000340181	ETV7
ENST00000329321	GPR39
ENST00000318407	BOK
ENST00000328853	CLEC4G
ENST00000327325	CLEC4M
ENST00000326361	ZNF639
ENST00000316610	MBLAC2
ENST00000315948	LYSMD3
ENST00000315368	ANAPC4
ENST00000315184	FAM71F1
ENST00000339764	DNAJB13
ENST00000330342	ATP6V0A2
ENST00000328257	PPME1
ENST00000339282	ZNF564
ENST00000343325	ZNF791
ENST00000317635	TMEM11
ENST00000343776	ZNF678
ENST00000344157	YTHDC1
ENST00000337198	AZIN1
ENST00000336314	LARP1
ENST00000318304	PPFIBP1
ENST00000323830	CPN2
ENST00000329759	FAM43A
ENST00000341911	MYB
ENST00000326294	PTPRCAP
ENST00000328741	NXPH3
ENST00000340107	FGFR3
ENST00000338700	TRIM2
ENST00000344120	SPRY4
ENST00000320129	ZNF454
ENST00000321521	PPIP5K2
ENST00000317897	MAGEF1
ENST00000335012	C3orf70
ENST00000344300	C15orf48
ENST00000343459	ZNF34
ENST00000328546	HSD17B13
ENST00000325888	FLNC
ENST00000317620	PROM2
ENST00000327367	SMAD3
ENST00000331426	RBM43
ENST00000340126	SP100
ENST00000343110	PRELP
ENST00000328224	KCNA4
ENST00000343537	TP53BP2
ENST00000335135	GATA4
ENST00000315997	C16orf89
ENST00000332783	ASB7
ENST00000328850	FES
ENST00000335390	TMEM17
ENST00000324913	CHCHD5
ENST00000323675	SPEM1
ENST00000323206	TMEM102
ENST00000343348	SEMA6A
ENST00000330622	FBXO21
ENST00000340059	PLCH1
ENST00000332439	CYB5D1
ENST00000320743	LRIG3
ENST00000317276	PER1
ENST00000338010	ZNF385A
ENST00000316731	CCZ1B
ENST00000339284	SH2D4B
ENST00000316509	VAMP2
ENST00000316425	TMEM107
ENST00000327441	MIPOL1
ENST00000338458	ARHGEF3
ENST00000324685	RNF40
ENST00000334830	TMPRSS11A
ENST00000331222	CLN8
ENST00000314666	PFAS
ENST00000323469	DIRAS1
ENST00000334574	FSD2
ENST00000344229	RNF13
ENST00000320248	KBTBD11
ENST00000320740	PELI3
ENST00000328248	ODF4
ENST00000337532	MPP7
ENST00000315436	WSB2
ENST00000317243	ZNF554
ENST00000334241	ZNF555
ENST00000325926	RPRM
ENST00000318312	BBS1
ENST00000329805	MFSD6L
ENST00000341491	ATF3
ENST00000335757	SLC44A2
ENST00000333796	USP17L2
ENST00000335479	DEFB106B
ENST00000334773	DEFB105A
ENST00000331849	ACSM5
ENST00000336577	MMP25
ENST00000338432	ACACB
ENST00000344683	MCPH1
ENST00000325203	ANGPT2
ENST00000314992	EXD1
ENST00000337451	NIPA2
ENST00000326674	PTPMT1
ENST00000341871	TMEM220
ENST00000342494	UBE3B
ENST00000317005	TIGD2
ENST00000316724	BIN1
ENST00000328882	OR4F6
ENST00000332238	OR4F15
ENST00000338963	NEDD4
ENST00000322748	ZNF18
ENST00000317147	CNOT1
ENST00000335099	RTN4RL2
ENST00000338034	ELAC2
ENST00000331738	RSRC2
ENST00000323030	DUOXA2
ENST00000321429	DUOX1
ENST00000317683	FBXO46
ENST00000333479	KNTC1
ENST00000327697	RNF123
ENST00000320451	ZNF121
ENST00000325974	CCZ1
ENST00000343280	ZNF772
ENST00000328880	HCAR2
ENST00000316737	TSPAN16
ENST00000329267	PRSS57
ENST00000326139	GHRHR
ENST00000323374	SPHK1
ENST00000330852	RAB28
ENST00000319380	UBE2O
ENST00000323963	EIF4A2
ENST00000315491	TUBB3
ENST00000322019	TM6SF1
ENST00000324106	CD28
ENST00000314761	WDR75
ENST00000329447	PRR23B
ENST00000324288	CIITA
ENST00000322764	ZYX
ENST00000322301	OR7A5
ENST00000326245	ITLN1
ENST00000332372	FIGLA
ENST00000315286	CCDC43
ENST00000332690	TAS2R60
ENST00000315005	DBF4B
ENST00000343257	CLCN1
ENST00000329687	MFSD10
ENST00000326764	LENG8
ENST00000321264	D2HGDH
ENST00000325636	C11orf71
ENST00000342435	PLSCR1
ENST00000330120	RXFP3
ENST00000318682	EIF4E1B
ENST00000329697	ACSM2B
ENST00000331587	CALCA
ENST00000339397	SRFBP1
ENST00000327335	OR6C70
ENST00000334256	KPNA4
ENST00000333437	TEX19
ENST00000333279	ANKRD45
ENST00000320767	ARL14
ENST00000339986	ZNF695
ENST00000328649	CIB1
ENST00000328867	CAPN12
ENST00000314980	LGALS7B
ENST00000316586	STK25
ENST00000322241	GPR62
ENST00000331200	DUT
ENST00000334636	CYP2R1
ENST00000325656	CABP4
ENST00000316623	FBN1
ENST00000333050	TMEM186
ENST00000338193	PRIM1
ENST00000342295	RBPJ
ENST00000327892	TUBB
ENST00000329291	PGBD2
ENST00000337908	MS4A4A
ENST00000336452	EIF5A
ENST00000341318	KAT5
ENST00000333628	TUBB2A
ENST00000322507	COL12A1
ENST00000325617	CLGN
ENST00000335987	OVOL1
ENST00000341689	TMEM202
ENST00000341119	SLC25A40
ENST00000323570	ELMOD2
ENST00000319340	CHST13
ENST00000318225	C3orf22
ENST00000327443	SP1
ENST00000327134	PAK2
ENST00000317735	RRH
ENST00000333188	COPB2
ENST00000326581	C4orf17
ENST00000320254	LRRC37A
ENST00000326402	SLC36A4
ENST00000338482	CHST4
ENST00000314728	EPN2
ENST00000315274	MMP1
ENST00000330062	IDH2
ENST00000316637	DEF6
ENST00000315579	NCAPD2
ENST00000325106	TTC29
ENST00000322203	RPL10A
ENST00000344051	SPINT1
ENST00000315872	ROCK2
ENST00000318227	ALOXE3
ENST00000331134	NPLOC4
ENST00000327681	USP45
ENST00000331056	PDE6G
ENST00000329214	CCDC137
ENST00000333676	MRPL12
ENST00000331531	SLC25A10
ENST00000328828	SH2D7
ENST00000334850	FSCN2
ENST00000339562	NR4A2
ENST00000324932	NUP98
ENST00000319327	SERINC4
ENST00000317905	RECQL5
ENST00000328559	LRP2BP
ENST00000337386	NAB1
ENST00000320717	GLS
ENST00000321895	CCDC71
ENST00000332780	KLHDC8B
ENST00000326739	IMPDH2
ENST00000325366	C5orf22
ENST00000316081	TDRD6
ENST00000328863	CLRN1
ENST00000319715	RBBP6
ENST00000336640	PPP2R2B
ENST00000344644	UGT1A10
ENST00000327827	C16orf72
ENST00000332884	CYP2U1
ENST00000318130	EDEM3
ENST00000325222	CUL1
ENST00000324695	TRPM8
ENST00000316308	CLK4
ENST00000329203	FAM181B
ENST00000316626	GSK3B
ENST00000319449	RUFY1
ENST00000320356	EZH2
ENST00000343010	C3orf62
ENST00000319669	TMCO5A
ENST00000338415	QPCT
ENST00000342878	SCGB1C1
ENST00000325113	ODF3
ENST00000316448	CALR
ENST00000319170	RAPH1
ENST00000318336	FUT6
ENST00000329962	B4GALNT4
ENST00000331563	PKP3
ENST00000333511	BSG
ENST00000337714	AKAP1
ENST00000328668	ARSI
ENST00000332826	ANO9
ENST00000335312	PIP5K1C
ENST00000336139	ZNF202
ENST00000317991	GRAMD1A
ENST00000343483	HOXA9
ENST00000316398	CCDC89
ENST00000316316	MCM9
ENST00000317091	CES2
ENST00000333149	TRIM50
ENST00000328703	HAX1
ENST00000323760	CDC25C
ENST00000321510	SLC25A41
ENST00000334527	NDEL1
ENST00000332029	SOCS1
ENST00000340913	HNRNPA1
ENST00000338130	NQO2
ENST00000337109	MRPL35
ENST00000333722	C12orf56
ENST00000318003	CC2D1A
ENST00000332707	XPOT
ENST00000344575	FZD9
ENST00000337851	SGCD
ENST00000343063	ESPNL
ENST00000333274	EFNA5
ENST00000330767	TMEM95
ENST00000337659	PRPF4B
ENST00000339413	YIF1B
ENST00000324432	DTX2
ENST00000336097	NME1
ENST00000328663	TAF9
ENST00000325385	DIS3L2
ENST00000334414	PTPRB
ENST00000316368	OR2AE1
ENST00000341249	METTL23
ENST00000325631	MARVELD2
ENST00000325144	ZBTB2
ENST00000332947	FAM43B
ENST00000321556	PINK1
ENST00000332958	RFX6
ENST00000315891	SLC41A3
ENST00000335765	UNC119
ENST00000331162	ZNF479
ENST00000315453	OR2A4
ENST00000321871	TMEM108
ENST00000321030	PRPF31
ENST00000340011	SPAM1
ENST00000321736	CNPY1
ENST00000321253	TUBA3D
ENST00000326016	ARHGEF4
ENST00000314890	ANXA2R
ENST00000321765	SPAG5
ENST00000329630	ZNF775
ENST00000342032	PPP1R17
ENST00000314616	SUPT6H
ENST00000335847	CRISP1
ENST00000322066	DEFB114
ENST00000339488	PTCHD4
ENST00000340487	ZSCAN16
ENST00000336257	CHST5
ENST00000322610	SH2B1
ENST00000334634	TRIM46
ENST00000326053	C11orf16
ENST00000322912	RTBDN
ENST00000328194	DENND5A
ENST00000334586	ZACN
ENST00000329003	GALR2
ENST00000335146	EXOC7
ENST00000339953	CLEC18B
ENST00000342669	SNRPD2
ENST00000317643	SIGLEC7
ENST00000325558	PGA3
ENST00000322957	FOXJ1
ENST00000317060	DAND5
ENST00000330137	SKA2
ENST00000335613	VWCE
ENST00000331238	RTN4RL1
ENST00000322941	HIC1
ENST00000315489	ODF3L2
ENST00000344595	SRR
ENST00000337392	CLPTM1
ENST00000327247	GBA
ENST00000324134	NLRP12
ENST00000342741	PKLR
ENST00000331710	TBK1
ENST00000322875	CD46
ENST00000340437	CPSF7
ENST00000338372	VSTM1
ENST00000337273	TNPO1
ENST00000340413	NUP43
ENST00000338608	PPP1R32
ENST00000336283	SRA1
ENST00000333651	HMG20B
ENST00000314673	SNX14
ENST00000340180	ZNF69
ENST00000320065	OR2G2
ENST00000320002	OR2G3
ENST00000343949	ZNF763
ENST00000336119	NLRP3
ENST00000334213	ZNF20
ENST00000341164	ZNF606
ENST00000330574	INTS5
ENST00000321867	ULK1
ENST00000329138	HGS
ENST00000342666	CAMK2D
ENST00000317449	LRRN4CL
ENST00000316418	AHRR
ENST00000343948	P2RX2
ENST00000338366	TAF13
ENST00000338272	TMEM167B
ENST00000332854	ZNF530
ENST00000332499	HEXIM1
ENST00000320574	POLE
ENST00000315366	ARSJ
ENST00000315392	PLXDC1
ENST00000339673	DMP1
ENST00000317479	PXMP2
ENST00000343373	DMPK
ENST00000342415	SNRNP48
ENST00000333461	STAC2
ENST00000329378	KIAA0825
ENST00000334744	PRELID2
ENST00000341376	NFYA
ENST00000340941	MCCC2
ENST00000344450	DUSP22
ENST00000324439	RCHY1
ENST00000337801	AQP12A
ENST00000339560	PODNL1
ENST00000339133	NANOS3
ENST00000317746	UGT2B17
ENST00000338206	UGT2B15
ENST00000334194	CYP4Z1
ENST00000315150	RAB43
ENST00000335071	FOXE3
ENST00000314754	CD55
ENST00000329078	SPNS2
ENST00000342315	OAS2
ENST00000339922	VHLL
ENST00000321039	VN1R1
ENST00000315099	STX19
ENST00000317869	HNRNPCL1
ENST00000314622	NSUN3
ENST00000331289	ASCL2
ENST00000317093	OR52N5
ENST00000325123	VIPR1
ENST00000334805	STARD10
ENST00000323348	ANKZF1
ENST00000328739	VMO1
ENST00000331264	GLTPD2
ENST00000338882	METTL24
ENST00000326225	AHCTF1
ENST00000340766	PPP1CC
ENST00000316649	IL20RA
ENST00000329125	GP1BA
ENST00000316161	CYP8B1
ENST00000333127	IQCF2
ENST00000342166	DPY30
ENST00000322734	ZNF660
ENST00000334793	FOXD2
ENST00000322157	NPEPPS
ENST00000324602	LILRB1
ENST00000334221	C1QL4
ENST00000335749	TNRC6C
ENST00000318430	TMC8
ENST00000321169	HACL1
ENST00000332323	ZNF534
ENST00000336702	C2CD2L
ENST00000327898	AFMID
ENST00000336976	ZNF224
ENST00000317398	ZNF671
ENST00000336307	HYAL3
ENST00000317178	ZNF776
ENST00000318203	ZSCAN4
ENST00000341702	VN1R2
ENST00000325411	SLC47A2
ENST00000322776	NDUFV1
ENST00000330255	DHRS7C
ENST00000330862	TMEM89
ENST00000326771	FHL5
ENST00000326446	ARL6IP6
ENST00000336232	SLC22A8
ENST00000328631	IP6K2
ENST00000332793	SLC22A10
ENST00000330871	SOCS3
ENST00000324868	YARS2
ENST00000319283	GORASP1
ENST00000319595	HTR1F
ENST00000341446	BRI3BP
ENST00000316519	AACS
ENST00000323703	ZNF513
ENST00000344034	PPM1G
ENST00000335953	ZBTB16
ENST00000329293	OLFML1
ENST00000316793	OXTR
ENST00000331495	FMNL1
ENST00000327906	PHF7
ENST00000335552	KRT26
ENST00000323322	GH1
ENST00000316534	NPHP1
ENST00000325719	OR52K2
ENST00000344290	MAPT
ENST00000333861	CCDC87
ENST00000319769	B4GALT3
ENST00000337331	NPHP3
ENST00000324559	ANO5
ENST00000322110	OR51F2
ENST00000339994	KCNJ11
ENST00000320211	ATRIP
ENST00000319023	NADSYN1
ENST00000339882	CCNYL1
ENST00000337777	PLS1
ENST00000315939	WNK1
ENST00000340634	PAQR9
ENST00000321801	BOLL
ENST00000330261	PPP1R27
ENST00000333383	NPB
ENST00000333003	NR2C1
ENST00000327772	NDUFA12
ENST00000325954	RNF10
ENST00000328666	SIRT7
ENST00000322563	WNT11
ENST00000329875	PYCR1
ENST00000333172	TAS1R1
ENST00000331483	P4HB
ENST00000326765	APOLD1
ENST00000326434	CRELD1
ENST00000332438	CCR10
ENST00000326735	ATP13A2
ENST00000315285	SPAST
ENST00000319004	GEMIN4
ENST00000343410	HHIPL2
ENST00000340020	AIDA
ENST00000340934	BROX
ENST00000337130	UGP2
ENST00000315251	CHDH
ENST00000335754	ACTR8
ENST00000328314	OR6C76
ENST00000342506	C2orf66
ENST00000324341	FAM71C
ENST00000338148	MRPL30
ENST00000333017	LYG2
ENST00000319974	C2orf69
ENST00000315580	ARL6IP4
ENST00000336349	SPTY2D1
ENST00000316299	PRKAG1
ENST00000334202	KRTAP17-1
ENST00000335508	SF3B1
ENST00000344265	POU1F1
ENST00000323303	MOB4
ENST00000334384	ARGFX
ENST00000338040	FBXO40
ENST00000321617	CASKIN2
ENST00000333213	TSEN54
ENST00000328913	MCF2L2
ENST00000343399	OR6C74
ENST00000338896	CLEC12B
ENST00000331898	OPCML
ENST00000322723	NCL
ENST00000330070	HOXB2
ENST00000333976	OR5D18
ENST00000317834	OR2D3
ENST00000314721	OR4A16
ENST00000326855	OR5AK2
ENST00000325167	CHMP6
ENST00000325748	PRKRA
ENST00000326724	AATK
ENST00000344636	PLEKHG7
ENST00000327158	TIMM22
ENST00000329434	OR5P2
ENST00000322101	OR51S1
ENST00000321252	OR6T1
ENST00000327930	OR6X1
ENST00000327216	OR5M8
ENST00000320201	PITPNM2
ENST00000335385	TBX10
ENST00000322653	OR52H1
ENST00000335185	CCDC73
ENST00000325207	RIC8A
ENST00000316881	TRIM25
ENST00000324907	GRHL1
ENST00000342331	ASCL4
ENST00000315938	GDPD4
ENST00000314845	AMBRA1
ENST00000334785	NEXN
ENST00000320865	B3GNTL1
ENST00000335852	PAQR6
ENST00000340360	XRRA1
ENST00000320095	METRNL
ENST00000325945	HAO2
ENST00000342016	CIR1
ENST00000321685	DNAJC4
ENST00000330212	ZDHHC23
ENST00000334801	BCL9L
ENST00000314797	COPG1
ENST00000317037	OR52N2
ENST00000327428	BOLA3
ENST00000324093	PLXND1
ENST00000340333	ALG1L
ENST00000344517	ABCB10
ENST00000325602	P2RY13
ENST00000317965	OR2M7
ENST00000317861	OR14C36
ENST00000332830	PHF12
ENST00000328782	OR2T34
ENST00000342623	OR14I1
ENST00000335633	LCE3B
ENST00000335674	LCE3A
ENST00000334600	PRAMEF14
ENST00000331427	OTOP2
ENST00000328801	OTOP3
ENST00000337231	CDR2L
ENST00000323456	MTMR4
ENST00000323404	OR3A1
ENST00000322608	OR1E1
ENST00000344458	TMEM198
ENST00000334438	OR10T2
ENST00000324852	FCAMR
ENST00000341369	PTMA
ENST00000340758	IL19
ENST00000323699	DEGS1
ENST00000331593	BMP8A
ENST00000338086	PUM2
ENST00000339643	ENSA
ENST00000320316	PHF23
ENST00000317370	SLC2A4
ENST00000321358	YBX1
ENST00000336890	LCK
ENST00000329421	MARCKSL1
ENST00000323372	PIPOX
ENST00000317338	SEZ6
ENST00000321300	BAIAP2
ENST00000328890	OR1G1
ENST00000315987	KCND3
ENST00000324290	LGALS9B
ENST00000333775	NAA38
ENST00000328119	KRT36
ENST00000338784	TNFSF13
ENST00000330793	CD300C
ENST00000328895	GKN2
ENST00000344363	KRTAP1-3
ENST00000343246	KRTAP4-5
ENST00000318698	ANKFN1
ENST00000343381	ZNF669
ENST00000342203	SSX2IP
ENST00000320892	RNF144A
ENST00000343534	C1orf162
ENST00000330947	LRRC8B
ENST00000318357	ANKRD23
ENST00000318249	NBPF3
ENST00000343067	EPB41
ENST00000342193	COBLL1
ENST00000332624	TRAK2
ENST00000328205	LIN9
ENST00000339145	IFI6
ENST00000327044	NOC2L
ENST00000338591	KLHL17
ENST00000322313	WDR33
ENST00000326853	SULT1C2
ENST00000316997	RBM44
ENST00000334166	LYPD6
ENST00000319942	RABGGTB
ENST00000327097	MARCO
ENST00000328379	PTRHD1
ENST00000337288	STARD7
ENST00000329516	RGPD6
ENST00000329117	BCAN
ENST00000342066	SAMD11
ENST00000327300	KHDRBS1
ENST00000336294	TMEM39B
ENST00000321348	CYBRD1
ENST00000331462	HOXD1
ENST00000335211	IGFN1
ENST00000336576	DNAJB2
ENST00000343818	PYCR2
ENST00000328664	RHD
ENST00000325935	NEU4
ENST00000334409	PDCD1
ENST00000337428	LRRC71
ENST00000319653	FMN2
ENST00000318160	GREM2
ENST00000327876	KCNK12
ENST00000339098	CERKL
ENST00000319423	OR6B2
ENST00000342380	ASTL
ENST00000315927	YOD1
ENST00000318247	RORC
ENST00000334371	LCE1F
ENST00000326233	LCE1D
ENST00000330330	AMY1B
ENST00000334815	HPDL
ENST00000339876	NFASC
ENST00000331830	CNTN2
ENST00000320256	ASPRV1
ENST00000329106	SULT1C3
ENST00000324938	LIMS2
ENST00000338920	PRRC2C
ENST00000331433	CLCNKA
ENST00000320493	CFHR1
ENST00000338179	LBR
ENST00000340684	ZNF124
ENST00000344642	LDLRAD2
ENST00000337107	CELA3B
ENST00000338302	PEAR1
ENST00000334269	LCE5A
ENST00000315732	LSM10
ENST00000362095	PCDH11Y
ENST00000355905	NLGN4Y
ENST00000361479	MPHOSPH8
ENST00000355854	CAB39L
ENST00000352251	PROSER1
ENST00000359963	CCT8L2
ENST00000360542	KRTAP26-1
ENST00000355459	KRTAP13-1
ENST00000346798	APP
ENST00000349847	SCEL
ENST00000359358	KLHL14
ENST00000351817	NKX2-4
ENST00000358763	SYN3
ENST00000349995	COG3
ENST00000354297	BPIFA1
ENST00000360214	ETS2
ENST00000359114	NOL12
ENST00000360467	COL4A2
ENST00000359568	PCNT
ENST00000361383	CTNNBL1
ENST00000356577	SON
ENST00000356711	MYO16
ENST00000361511	PPEF1
ENST00000360383	CDC16
ENST00000349552	BPIFB6
ENST00000361283	CHAMP1
ENST00000350028	SAMM50
ENST00000358415	ITIH2
ENST00000357277	REPS2
ENST00000361524	ZNF521
ENST00000354919	SUV39H2
ENST00000356189	ACBD7
ENST00000356017	TRIM13
ENST00000357447	FRMD4A
ENST00000360612	PIM3
ENST00000355480	COL18A1
ENST00000347635	NUP50
ENST00000356790	MAGEB10
ENST00000357985	FAM3B
ENST00000357450	SMC1B
ENST00000362006	CCDC7
ENST00000361475	TGM2
ENST00000354250	NDUFV3
ENST00000345491	CREM
ENST00000354828	GABPA
ENST00000347606	ZNF334
ENST00000349499	CLIC6
ENST00000359271	SLC2A10
ENST00000354513	PDGFA
ENST00000358526	AKAP4
ENST00000361906	TMEM184B
ENST00000356173	SUN5
ENST00000356208	RBM38
ENST00000346279	XAGE3
ENST00000361802	ABCG1
ENST00000352133	SLC37A1
ENST00000358821	CNDP1
ENST00000353265	PARD6G
ENST00000346416	CDK5RAP1
ENST00000357749	CHM
ENST00000361757	SBNO2
ENST00000357988	PHF8
ENST00000358540	PTPN5
ENST00000348616	CDH26
ENST00000357137	XPNPEP3
ENST00000360127	C17orf97
ENST00000359747	DSG4
ENST00000361740	CYB5R3
ENST00000345122	ARHGAP5
ENST00000361807	ZNF485
ENST00000361574	R3HDM4
ENST00000362031	SNX6
ENST00000349215	HPS5
ENST00000344936	ARHGAP12
ENST00000361470	MAGEE1
ENST00000349048	PFKL
ENST00000360835	SCUBE1
ENST00000359467	ZNF33B
ENST00000361114	MICU1
ENST00000360770	KRTAP12-2
ENST00000345496	UBE2G2
ENST00000356998	MFNG
ENST00000359039	KLHL9
ENST00000345429	MBNL2
ENST00000359983	ATP2A3
ENST00000349485	POFUT2
ENST00000359332	KLHDC1
ENST00000354760	CRYBA4
ENST00000346753	TMPRSS6
ENST00000359286	ZNF705A
ENST00000361085	ZNF37A
ENST00000354216	UCKL1
ENST00000357066	MOB3A
ENST00000355661	PLEKHA7
ENST00000359478	MFAP5
ENST00000357321	NUDT13
ENST00000360614	LONP1
ENST00000354586	STYX
ENST00000350796	CYTH3
ENST00000358268	LCA5L
ENST00000349004	NDRG3
ENST00000361840	SPRYD7
ENST00000361902	GPX6
ENST00000355568	NEK5
ENST00000357529	RIMKLB
ENST00000354666	ELOVL2
ENST00000360864	DNAJC5
ENST00000360273	ATP2B2
ENST00000354817	FAR1
ENST00000361413	KIAA0753
ENST00000355819	CLEC9A
ENST00000354646	WNK3
ENST00000358377	DCAF4
ENST00000355602	DEFB107B
ENST00000361866	COL6A1
ENST00000357727	CREB5
ENST00000357552	SYCP2
ENST00000356924	ABCD4
ENST00000355619	FBXL3
ENST00000361673	ALPK2
ENST00000361272	CNOT7
ENST00000349451	OPRL1
ENST00000358293	FAM217B
ENST00000359791	NPSR1
ENST00000346618	E2F3
ENST00000354700	ACAP3
ENST00000355801	COMMD6
ENST00000357967	ERI2
ENST00000347898	SLC5A11
ENST00000355690	CLEC12A
ENST00000357716	GRM7
ENST00000361441	APOBEC3C
ENST00000356575	MEGF6
ENST00000360774	TRPM6
ENST00000355904	GTF2E2
ENST00000356607	PEX14
ENST00000360128	MAK16
ENST00000355285	APCDD1
ENST00000356264	AMPH
ENST00000358127	PAX5
ENST00000354193	SVIP
ENST00000354171	GPX4
ENST00000356091	NPEPL1
ENST00000359263	MYOF
ENST00000344962	FAM221A
ENST00000357377	OR5B17
ENST00000362002	ASB12
ENST00000345088	DPPA3
ENST00000361092	NMRK1
ENST00000356443	MYOM1
ENST00000358993	SPANXC
ENST00000357947	TLL2
ENST00000356840	MYLIP
ENST00000358273	NF1
ENST00000357901	ZNF441
ENST00000357743	GOLGA7
ENST00000360428	DSC3
ENST00000355220	MAGEA11
ENST00000360689	FUT8
ENST00000356537	CCDC25
ENST00000359357	DNAH8
ENST00000361671	NAA35
ENST00000345317	SKAP2
ENST00000359246	PHF2
ENST00000355377	SYT17
ENST00000352645	ZC3H7B
ENST00000344743	GLYAT
ENST00000361952	ZNF830
ENST00000346234	OSTF1
ENST00000355341	ZFYVE19
ENST00000355209	POLR3H
ENST00000358065	SETMAR
ENST00000361627	ARHGAP11A
ENST00000356661	MAGEA1
ENST00000358154	METTL9
ENST00000354670	BMF
ENST00000356321	ZNF770
ENST00000350889	STMN4
ENST00000356978	CALM1
ENST00000353546	ARFGAP1
ENST00000360242	CCDC102B
ENST00000356847	GOLGA4
ENST00000361113	ZNF627
ENST00000355765	PRPF39
ENST00000360150	ERGIC2
ENST00000360256	F8
ENST00000358894	COL20A1
ENST00000355451	NUDCD3
ENST00000361682	COMT
ENST00000359237	PLAC1
ENST00000361820	GRIN3A
ENST00000358130	HMGN5
ENST00000354638	OCA2
ENST00000347364	MKKS
ENST00000361428	ZNF318
ENST00000357242	TBC1D8B
ENST00000360768	VKORC1L1
ENST00000356884	BICD2
ENST00000355610	MORC4
ENST00000360986	CPZ
ENST00000355076	KCTD6
ENST00000359232	SLC25A29
ENST00000353234	ANKS6
ENST00000360004	HLA-DRB1
ENST00000358792	GTPBP3
ENST00000351989	DGCR8
ENST00000350221	FSIP1
ENST00000346436	CLCN6
ENST00000358689	ENTPD4
ENST00000359534	KCNK5
ENST00000360280	VPS13A
ENST00000359621	CELA2A
ENST00000357134	NELL1
ENST00000344733	RGS12
ENST00000344731	SERPINB13
ENST00000358771	SIRPA
ENST00000357402	MVP
ENST00000361847	MOK
ENST00000358585	SCGB1D4
ENST00000356031	SPEF2
ENST00000358015	RAD23B
ENST00000357338	DLK2
ENST00000359520	TECPR2
ENST00000358531	ARHGAP19
ENST00000355497	LMX1B
ENST00000348904	C7orf57
ENST00000357324	ATP13A1
ENST00000357203	C3orf18
ENST00000357387	RICTOR
ENST00000357394	ERGIC3
ENST00000356721	SIAH1
ENST00000358296	ZNF100
ENST00000354449	ATG7
ENST00000359653	ZRANB1
ENST00000357199	WFDC8
ENST00000361246	CDC42BPB
ENST00000361529	SLC25A47
ENST00000354488	DDRGK1
ENST00000361987	CNTF
ENST00000357195	BCL11B
ENST00000361445	MTOR
ENST00000359933	ATG2B
ENST00000358769	PBLD
ENST00000352903	TEX9
ENST00000356819	NRG1
ENST00000346872	IKZF3
ENST00000357360	LAGE3
ENST00000360779	SDCBP2
ENST00000354209	PRKAA1
ENST00000358658	NAALADL1
ENST00000359801	SIRPB2
ENST00000362012	PTGS1
ENST00000361204	SREBF2
ENST00000359452	RGR
ENST00000358491	ZNF429
ENST00000361640	AKR7A3
ENST00000345034	RSC1A1
ENST00000359788	ZNF675
ENST00000359866	DDA1
ENST00000354190	PLEKHB1
ENST00000361530	CNKSR1
ENST00000355624	RAB11FIP2
ENST00000356150	SH3YL1
ENST00000355946	SH3PXD2A
ENST00000357774	ZNF98
ENST00000357878	HMX3
ENST00000356929	ZNF708
ENST00000358869	FAM114A1
ENST00000358743	SMTN
ENST00000361720	GPATCH3
ENST00000361771	WDTC1
ENST00000355522	C2CD4A
ENST00000360009	DHDDS
ENST00000358047	FAM47C
ENST00000357156	DYNLRB1
ENST00000356297	PXDNL
ENST00000350498	PDAP1
ENST00000361337	TOP1
ENST00000354484	ADAMTSL2
ENST00000361427	HMGN2
ENST00000357374	IFNA10
ENST00000356083	COL27A1
ENST00000361507	GAB2
ENST00000349496	CTNNB1
ENST00000348462	RPL35
ENST00000349780	CDK5RAP2
ENST00000360310	BAZ1A
ENST00000359846	NT5C1B
ENST00000355086	SRGAP1
ENST00000346248	CHST15
ENST00000358432	EPHA2
ENST00000345330	NPTN
ENST00000356183	GTF3C1
ENST00000352410	MPI
ENST00000362003	PCGF3
ENST00000353258	GDE1
ENST00000361439	NSMCE1
ENST00000351698	TOR1A
ENST00000345512	PTPRU
ENST00000355537	ZNF536
ENST00000352035	ACLY
ENST00000356725	ZNF790
ENST00000353214	ARPC5L
ENST00000354373	RFPL1
ENST00000357182	ZMYM6
ENST00000351270	HABP2
ENST00000356406	ACOX3
ENST00000358933	EDC4
ENST00000358701	QSOX2
ENST00000357701	MYBPC2
ENST00000356818	PPP1R26
ENST00000361742	ISLR2
ENST00000361566	KRT19
ENST00000360675	LGALS14
ENST00000368488	CEP85L
ENST00000361055	UBA3
ENST00000350763	TNC
ENST00000355327	THSD4
ENST00000359318	AADACL3
ENST00000348411	FTSJ1
ENST00000355697	SFXN4
ENST00000347132	KCNQ4
ENST00000359591	LRP10
ENST00000355653	VAT1
ENST00000359890	RBM23
ENST00000356018	BTG4
ENST00000354287	FBXO2
ENST00000354914	SCARA5
ENST00000358204	TES
ENST00000368357	NCOA7
ENST00000347901	HAP1
ENST00000347869	RBM5
